caseName,channel,snrDb,FER
BCH-S300,MULTIPATH,10.53871964321762,0.061199999999999997
BCH-S300,MULTIPATH,10.738719643217619,0.048399999999999999
BCH-S300,MULTIPATH,10.93871964321762,0.041399999999999999
BCH-S300,MULTIPATH,11.13871964321762,0.035874439461883408
BCH-S300,MULTIPATH,11.338719643217621,0.031113876789047916
BCH-S300,MULTIPATH,11.53871964321762,0.025588536335721598
BCH-S300,MULTIPATH,11.738719643217619,0.019657951641438961
BCH-S300,MULTIPATH,11.93871964321762,0.015934985260138635
BCH-S300,MULTIPATH,12.13871964321762,0.013689253935660506
BCH-S300,MULTIPATH,12.338719643217621,0.011837821840781295
BCH-S300,MULTIPATH,12.53871964321762,0.008775393795796586
BCH-S300,MULTIPATH,12.738719643217619,0.007415097137772505
BCH-S300,MULTIPATH,12.93871964321762,0.0058496636443404505
BCH-S300,MULTIPATH,13.13871964321762,0.0047709923664122139
BCH-S300,MULTIPATH,13.338719643217621,0.0042024752579269192
BCH-S300,MULTIPATH,13.53871964321762,0.0033999999999999998
BCH-S300,MULTIPATH,13.738719643217619,0.0027399999999999998
BCH-S300,MULTIPATH,13.93871964321762,0.00192
BCH-S300,MULTIPATH,14.13871964321762,0.0016000000000000001
BCH-S300,MULTIPATH,14.338719643217621,0.0011800000000000001
BCH-S300,MULTIPATH,14.53871964321762,0.00106
BCH-S300,MULTIPATH,14.738719643217619,0.00085999999999999998
BCH-S300,MULTIPATH,14.938719643217619,0.00042000000000000002
BCH-B300,AWGN,2.8605664769316324,0.35980000000000001
BCH-B300,AWGN,3.0605664769316325,0.2424
BCH-B300,AWGN,3.2605664769316327,0.14799999999999999
BCH-B300,AWGN,3.460566476931632,0.086199999999999999
BCH-B300,AWGN,3.6605664769316322,0.047600000000000003
BCH-B300,AWGN,3.8605664769316324,0.020876826722338204
BCH-B300,AWGN,4.0605664769316325,0.0081903435849133878
BCH-B300,AWGN,4.2605664769316327,0.0031800000000000001
BCH-B300,AWGN,4.3605664769316324,0.0017600000000000001
BCH-B300,MULTIPATH,4.8605664769316324,0.64700000000000002
BCH-B300,MULTIPATH,5.0605664769316325,0.56659999999999999
BCH-B300,MULTIPATH,5.2605664769316327,0.47020000000000001
BCH-B300,MULTIPATH,5.460566476931632,0.37819999999999998
BCH-B300,MULTIPATH,5.6605664769316322,0.30420000000000003
BCH-B300,MULTIPATH,5.8605664769316324,0.2286
BCH-B300,MULTIPATH,6.0605664769316325,0.17879999999999999
BCH-B300,MULTIPATH,6.2605664769316327,0.125
BCH-B300,MULTIPATH,6.460566476931632,0.092200000000000004
BCH-B300,MULTIPATH,6.6605664769316322,0.060999999999999999
BCH-B300,MULTIPATH,6.8605664769316324,0.042000000000000003
BCH-B300,MULTIPATH,7.0605664769316316,0.027326137450471376
BCH-B300,MULTIPATH,7.2605664769316327,0.016799664006719867
BCH-B300,MULTIPATH,7.460566476931632,0.010282247699347078
BCH-B300,MULTIPATH,7.6605664769316331,0.006929046563192905
BCH-B300,MULTIPATH,7.8605664769316324,0.00396
BCH-B300,MULTIPATH,8.0605664769316316,0.0025400000000000002
BCH-B300,MULTIPATH,8.2605664769316327,0.00148
BCH-B300,MULTIPATH,8.460566476931632,0.00077999999999999999
BCH-B300,MULTIPATH,8.6605664769316331,0.00048000000000000001
BCH-B300,MULTIPATH,8.8605664769316324,0.00013999999999999999
BCH-B300-426,AWGN,2.4771165561694346,0.29720000000000002
BCH-B300-426,AWGN,2.6771165561694348,0.18759999999999999
BCH-B300-426,AWGN,2.877116556169435,0.113
BCH-B300-426,AWGN,3.0771165561694342,0.050200000000000002
BCH-B300-426,AWGN,3.2771165561694344,0.022660321776569226
BCH-B300-426,AWGN,3.4771165561694346,0.0087554174145252368
BCH-B300-426,AWGN,3.6771165561694348,0.0025400000000000002
BCH-B300-426,AWGN,3.877116556169435,0.00080000000000000004
BCH-B300-426,AWGN,3.9771165561694346,0.00066
BCH-B300-426,MULTIPATH,4.4771165561694346,0.56020000000000003
BCH-B300-426,MULTIPATH,4.6771165561694348,0.46639999999999998
BCH-B300-426,MULTIPATH,4.877116556169435,0.3634
BCH-B300-426,MULTIPATH,5.0771165561694342,0.28039999999999998
BCH-B300-426,MULTIPATH,5.2771165561694344,0.2084
BCH-B300-426,MULTIPATH,5.4771165561694346,0.13639999999999999
BCH-B300-426,MULTIPATH,5.6771165561694348,0.105
BCH-B300-426,MULTIPATH,5.877116556169435,0.065799999999999997
BCH-B300-426,MULTIPATH,6.0771165561694342,0.041200000000000001
BCH-B300-426,MULTIPATH,6.2771165561694344,0.025977399662293805
BCH-B300-426,MULTIPATH,6.4771165561694346,0.016161616161616162
BCH-B300-426,MULTIPATH,6.6771165561694339,0.0084828434491241462
BCH-B300-426,MULTIPATH,6.877116556169435,0.0051918384299880589
BCH-B300-426,MULTIPATH,7.0771165561694342,0.0027000000000000001
BCH-B300-426,MULTIPATH,7.2771165561694353,0.00142
BCH-B300-426,MULTIPATH,7.4771165561694346,0.00072000000000000005
