caseName,snrDb,preEqHardBER,postEqHardBER,mmseHardBerReductionRatio,valid
BCH-B300-426,5.6771165561694348,0.14115915492957745,0.023138967136150233,0.1639211225633504,true
BCH-B300-426,5.877116556169435,0.14018215962441313,0.020970892018779344,0.14959743861106276,true
BCH-B300-426,6.0771165561694342,0.13875023474178405,0.019306103286384976,0.13914285134229776,true
BCH-B300-426,6.2771165561694344,0.13752258539765239,0.017686279603411698,0.12860636347310567,true
BCH-B300-426,6.4771165561694346,0.13623218096457534,0.016058424621804904,0.11787541319609791,true
BCH-B300-426,6.6771165561694339,0.13517859073685443,0.014630316288592706,0.10822953700614345,true
BCH-B300-426,6.877116556169435,0.13453838828272754,0.01333936854082284,0.099149162637437283,true
BCH-B300-426,7.0771165561694342,0.1335650234741784,0.012100469483568075,0.090596094462615143,true
BCH-B300-426,7.2771165561694353,0.13281112676056339,0.010927511737089201,0.08227858616687822,true
BCH-B300-426,7.4771165561694346,0.13204586854460093,0.0098538028169014077,0.074624090291572465,true
