rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,tracebackMode,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,mismatchVsBlockBits,mismatchVsBlockFrames,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,tracebackOperations,ACSCount,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,fullFrameLastDecisionSymbol,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,comparisonMode,runLayer,experimentId,candidateId,targetFerLevel,windowBits,slideBits,boundaryBER,nonBoundaryBER,relativeFerIncreaseVsBlock,maxDecisionDelaySymbols,steadyOutputIntervalMean,steadyOutputIntervalP95,windowCount,outputBatchCount,windowTriggerCount,avgWindowProcessingTimeUs,p95WindowProcessingTimeUs,medianWindowProcessingTimeUs,maxWindowProcessingTimeUs,windowBufferBytes,lostBits,duplicateBits,outputLength,finalFlushPass,stopReason
R12,-0.5999999999999998,-0.5999999999999998,2.496301674258988,0.4901960784313725,0.5740768107484413,CONTINUOUS_TRUNCATED_D84,84,2430,1418,200,0.0019451303155006,0.0823045267489711,0.0018465780059963,0.0020489315884906,0.0720254085062783,0.0939021860611893,0,0,16128,1536,17664,45518760,95178240,166,145.98,166,611,617.3025925925922,539.1,895.2999999999998,27487.4,5,2026072001,2026072903,0-2429,STAGE13-REFERENCE-R12--0.59999999999999987,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D84,,,,,,,,,,,,,,,,,,,,,,,,,
R12,-0.5999999999999998,-0.5999999999999998,2.496301674258988,0.4901960784313725,0.5740768107484413,CONTINUOUS_TRUNCATED_D112,112,2430,1418,200,0.0019451303155006,0.0823045267489711,0.0018465780059963,0.0020489315884906,0.0720254085062783,0.0939021860611893,0,0,21504,1536,23040,53071200,95178240,222,184.9,222,611,640.6943621399182,551.0,954.9,15541.5,5,2026072001,2026072903,0-2429,STAGE13-REFERENCE-R12--0.59999999999999987,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D112,,,,,,,,,,,,,,,,,,,,,,,,,
R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,BLOCK_FULL_TRACEBACK,306,8299,1491,200,0.0005988673334136,0.0240992890709724,0.0005692395959113,0.0006300361609478,0.0210134567729009,0.0276254894027682,0,0,58752,1536,60288,2539494,325055232,457,233.0,435,458,452.0219906012762,437.4,596.0,6493.8,5,2026072001,2026072903,0-8298,STAGE13-REFERENCE-R23-1.5,STAGE13-REFERENCE,BLOCK_FULL_TRACEBACK,,,,,,,,,,,,,,,,,,,,,,,,,
R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,CONTINUOUS_TRUNCATED_D84,84,8299,1505,204,0.0006044905008635,0.0245812748523918,0.0005747205505469,0.0006358015238595,0.0214633039695984,0.0281391677701414,18,5,16128,1536,17664,155456868,325055232,124,109.42,125,458,520.9707434630674,503.6,677.9,3065.8,5,2026072001,2026072903,0-8298,STAGE13-REFERENCE-R23-1.5,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D84,,,,,,,,,,,,,,,,,,,,,,,,,
R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,CONTINUOUS_TRUNCATED_D112,112,8299,1491,200,0.0005988673334136,0.0240992890709724,0.0005692395959113,0.0006300361609478,0.0210134567729009,0.0276254894027682,0,0,21504,1536,23040,181250160,325055232,166,138.58666666666667,167,458,539.7496806844192,516.8,721.4,5475.2,5,2026072001,2026072903,0-8298,STAGE13-REFERENCE-R23-1.5,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D112,,,,,,,,,,,,,,,,,,,,,,,,,
R12,-0.2,-0.2,2.8963016742589875,0.4901960784313725,0.5235642740254496,BLOCK_FULL_TRACEBACK,306,5651,1153,200,0.0006801156137556,0.0353919660237126,0.0006419872165209,0.0007205068699863,0.0308814839249323,0.0405336851406411,0,0,58752,1536,60288,1729206,221338368,610,311.0,580,611,483.4371084763762,455.0,634.8,10428.2,5,2026072001,2026072903,0-5650,STAGE13-REFERENCE-R12--0.20000000000000001,STAGE13-REFERENCE,BLOCK_FULL_TRACEBACK,,,,,,,,,,,,,,,,,,,,,,,,,
R12,-0.2,-0.2,2.8963016742589875,0.4901960784313725,0.5235642740254496,CONTINUOUS_TRUNCATED_D84,84,5651,1153,200,0.0006801156137556,0.0353919660237126,0.0006419872165209,0.0007205068699863,0.0308814839249323,0.0405336851406411,0,0,16128,1536,17664,105854532,221338368,166,145.98,166,611,587.8287736683782,537.8,784.4,14751.4,5,2026072001,2026072903,0-5650,STAGE13-REFERENCE-R12--0.20000000000000001,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D84,,,,,,,,,,,,,,,,,,,,,,,,,
R12,-0.2,-0.2,2.8963016742589875,0.4901960784313725,0.5235642740254496,CONTINUOUS_TRUNCATED_D112,112,5651,1153,200,0.0006801156137556,0.0353919660237126,0.0006419872165209,0.0007205068699863,0.0308814839249323,0.0405336851406411,0,0,21504,1536,23040,123417840,221338368,222,184.9,222,611,590.4560962661487,549.5,806.2,10039.4,5,2026072001,2026072903,0-5650,STAGE13-REFERENCE-R12--0.20000000000000001,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D112,,,,,,,,,,,,,,,,,,,,,,,,,
R34,1.3,1.3,2.635389083702175,0.7352941176470588,0.3706551206504588,BLOCK_FULL_TRACEBACK,306,1000,5241,299,0.0174699999999999,0.2989999999999999,0.0170073201889561,0.0179450371136418,0.2714376344223035,0.3281007224888896,0,0,58752,1536,60288,306000,39168000,406,207.0,386,407,442.56229999999965,429.3,569.0,3129.6,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34-1.3,STAGE13-REFERENCE,BLOCK_FULL_TRACEBACK,,,,,,,,,,,,,,,,,,,,,,,,,
R34,1.3,1.3,2.635389083702175,0.7352941176470588,0.3706551206504588,CONTINUOUS_TRUNCATED_D84,84,1000,5759,351,0.0191966666666666,0.3509999999999999,0.0187117766202733,0.019693869796765,0.322039577987741,0.3811007960409543,1064,123,16128,1536,17664,18732000,39168000,110,97.2333333333333,111,407,509.6182000000006,491.7,661.4,2716.2,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34-1.3,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D84,,,,,,,,,,,,,,,,,,,,,,,,,
R34,1.3,1.3,2.635389083702175,0.7352941176470588,0.3706551206504588,CONTINUOUS_TRUNCATED_D112,112,1000,5386,311,0.0179533333333333,0.311,0.017484323845063,0.0184346877463262,0.2830785879940784,0.3403679267134614,293,41,21504,1536,23040,21840000,39168000,148,123.15,148,407,524.4116000000001,505.2,709.2,1255.1,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34-1.3,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D112,,,,,,,,,,,,,,,,,,,,,,,,,
R23,0.4,0.4,2.246914308175988,0.65359477124183,0.4560054196779548,BLOCK_FULL_TRACEBACK,306,1000,4534,306,0.0151133333333333,0.3059999999999999,0.0146829239380281,0.0155561603840501,0.2782254333203639,0.3352593489720314,0,0,58752,1536,60288,306000,39168000,457,233.0,435,458,477.10100000000045,449.4,708.8,3047.8,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23-0.40000000000000002,STAGE13-REFERENCE,BLOCK_FULL_TRACEBACK,,,,,,,,,,,,,,,,,,,,,,,,,
R23,0.4,0.4,2.246914308175988,0.65359477124183,0.4560054196779548,CONTINUOUS_TRUNCATED_D84,84,1000,4674,327,0.01558,0.327,0.0151430014129008,0.0160294042914586,0.2986345103891364,0.3566895480468656,430,65,16128,1536,17664,18732000,39168000,124,109.42,125,458,635.2857000000008,512.2,891.9,30406.6,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23-0.40000000000000002,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D84,,,,,,,,,,,,,,,,,,,,,,,,,
R23,0.4,0.4,2.246914308175988,0.65359477124183,0.4560054196779548,CONTINUOUS_TRUNCATED_D112,112,1000,4560,307,0.0152,0.307,0.0147683589318404,0.01564405650409,0.2791957514234099,0.3362813773520143,100,17,21504,1536,23040,21840000,39168000,166,138.58666666666667,167,458,637.4156999999994,530.1,895.9,25320.2,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23-0.40000000000000002,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D112,,,,,,,,,,,,,,,,,,,,,,,,,
R34,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,BLOCK_FULL_TRACEBACK,306,2260,2320,200,0.0034218289085545,0.0884955752212389,0.0032856133133635,0.0035636715650655,0.0774735830541091,0.1009141115643416,0,0,58752,1536,60288,691560,88519680,406,207.0,386,407,494.4728761061956,445.8,688.1,10905.7,5,2026072001,2026072903,0-2259,STAGE13-REFERENCE-R34-1.8999999999999999,STAGE13-REFERENCE,BLOCK_FULL_TRACEBACK,,,,,,,,,,,,,,,,,,,,,,,,,
R34,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,CONTINUOUS_TRUNCATED_D84,84,2260,2487,228,0.0036681415929203,0.1008849557522123,0.0035270274871228,0.0038148799689029,0.0891373292016308,0.1139870799874472,291,47,16128,1536,17664,42334320,88519680,110,97.2333333333333,111,407,560.0124336283184,505.1,774.7,6974.4,5,2026072001,2026072903,0-2259,STAGE13-REFERENCE-R34-1.8999999999999999,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D84,,,,,,,,,,,,,,,,,,,,,,,,,
R34,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,CONTINUOUS_TRUNCATED_D112,112,2260,2346,203,0.0034601769911504,0.0898230088495575,0.0033231873171128,0.0036027932919599,0.078720202943877,0.1023178539499981,52,7,21504,1536,23040,49358400,88519680,148,123.15,148,407,582.4488495575217,520.8,831.0,9578.9,5,2026072001,2026072903,0-2259,STAGE13-REFERENCE-R34-1.8999999999999999,STAGE13-REFERENCE,CONTINUOUS_TRUNCATED_D112,,,,,,,,,,,,,,,,,,,,,,,,,
R12,-0.2,-0.2,2.8963016742589875,0.4901960784313725,0.5235642740254496,,84,5651,1153,200,0.0006801156137556,0.0353919660237126,0.0006419872165209,0.0007205068699863,0.0308814839249323,0.0405336851406411,0,0,24576,1536,26112,5526678,813732698,216,165.0,214,611,,,,,5,2026072001,2026072903,0-5650,CC-C-R12-S-R12-TRUE-D84,STAGE13-1200,TRUE_SLIDING_WINDOW_D84,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-TRUE-D84,FER_003,128.0,25.0,0.0006193594054149,0.0007495512804307,0.0,216.0,49.25,50.0,9.0,9.0,9.0,1306.6651920014162,1545.0,1384.4,4079.3,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R12,-0.2,-0.2,2.8963016742589875,0.4901960784313725,0.5235642740254496,,70,5651,1153,200,0.0006801156137556,0.0353919660237126,0.0006419872165209,0.0007205068699863,0.0308814839249323,0.0405336851406411,0,0,24576,1536,26112,4893766,813732698,188,146.33333333333334,188,611,,,,,5,2026072001,2026072903,0-5650,CC-C-R12-S-R12-FINAL-BALANCED,STAGE13-1200,TRUE_SLIDING_WINDOW_BALANCED,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-FINAL-BALANCED,FER_003,128.0,25.0,0.0006193594054149,0.0007495512804307,0.0,210.0,52.75,72.0,9.0,9.0,9.0,1294.3782162449052,1537.0,1372.7,9522.6,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R23,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,,84,2149,1986,203,0.0030805025593299,0.0944625407166123,0.0029481587716199,0.0032187681227882,0.0828104967143509,0.1075618398743364,72,7,24576,1536,26112,2101722,309451702,162,123.66666666666669,160,458,,,,,5,2026072001,2026072903,0-2148,CC-C-R23-S-R23-TRUE-D84,STAGE13-2300,TRUE_SLIDING_WINDOW_D84,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-TRUE-D84,FER_010,128.0,25.0,0.0031322708236389,0.003021338828691,0.015,162.0,36.875,38.0,9.0,9.0,9.0,1253.2127501163334,1494.2,1301.3,2692.7,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R23,1.0,1.0,2.846914308175988,0.65359477124183,0.3971641173621407,,98,2149,1956,201,0.0030339692880409,0.0935318752908329,0.0029026479733975,0.0031712129329684,0.0819359948487754,0.1065783321853249,28,2,24576,1536,26112,2342410,309451702,183,137.66666666666666,181,458,,,,,5,2026072001,2026072903,0-2148,CC-C-R23-S-R23-FINAL-BALANCED,STAGE13-2300,TRUE_SLIDING_WINDOW_BALANCED,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-FINAL-BALANCED,FER_010,128.0,25.0,0.0030566542577943,0.0030080436083228,0.005,183.0,34.25,38.0,9.0,9.0,9.0,1236.276128431829,1466.8,1291.4,2659.1,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R34,2.4,2.4,3.735389083702175,0.7352941176470588,0.2877199686685784,,84,7592,1960,204,0.000860554970144,0.0268703898840885,0.0008233062615168,0.0008994873988185,0.0234653124009194,0.0307540207767684,29,8,24576,1536,26112,7424976,1093232816,144,109.91666666666669,142,407,,,,,5,2026072001,2026072903,0-7591,CC-C-R34-S-R34-TRUE-D84,STAGE13-3400,TRUE_SLIDING_WINDOW_D84,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-TRUE-D84,FER_003,128.0,25.0,0.0009656546364594,0.0007404410657835,0.02,144.0,32.75,34.0,9.0,9.0,9.0,1269.0744731296138,1568.1,1331.4,3452.2,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R34,2.4,2.4,3.735389083702175,0.7352941176470588,0.2877199686685784,,126,7592,1963,200,0.0008618721461187,0.0263435194942044,0.000824594334863,0.0009008336729785,0.0229734686295075,0.0301926566786677,0,0,30720,1536,32256,8062704,1079627952,200,145.5,199,407,,,,,5,2026072001,2026072903,0-7591,CC-C-R34-S-R34-FINAL-BALANCED,STAGE13-3400,TRUE_SLIDING_WINDOW_BALANCED,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-FINAL-BALANCED,FER_003,160.0,25.0,0.0009714172813487,0.0007888420559653,0.0,206.0,34.333333333333336,40.0,7.0,7.0,7.0,1240.5548208640653,1530.0,1305.1,3168.0,30720.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R12,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,,84,2430,1418,200,0.0019451303155006,0.0823045267489711,0.0018465780059963,0.0020489315884906,0.0720254085062783,0.0939021860611893,0,0,24576,1536,26112,2376540,349915140,216,165.0,214,611,,,,,5,2026072001,2026072903,0-2429,CC-C-R12-S-R12-TRUE-D84,STAGE13-1200,TRUE_SLIDING_WINDOW_D84,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-TRUE-D84,FER_010,128.0,25.0,0.0020447530864197,0.0018312757201646,0.0,216.0,49.25,50.0,9.0,9.0,9.0,1319.7647325102885,1568.0,1384.5,11227.3,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R12,-0.5999999999999999,-0.5999999999999999,2.496301674258988,0.4901960784313725,0.5740768107484413,,70,2430,1418,200,0.0019451303155006,0.0823045267489711,0.0018465780059963,0.0020489315884906,0.0720254085062783,0.0939021860611893,0,0,24576,1536,26112,2104380,349915140,188,146.33333333333334,188,611,,,,,5,2026072001,2026072903,0-2429,CC-C-R12-S-R12-FINAL-BALANCED,STAGE13-1200,TRUE_SLIDING_WINDOW_BALANCED,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-FINAL-BALANCED,FER_010,128.0,25.0,0.0020447530864197,0.0018312757201646,0.0,210.0,52.75,72.0,9.0,9.0,9.0,1300.0176954732513,1565.0,1372.7,3995.8,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,,84,8299,1491,200,0.0005988673334136,0.0240992890709724,0.0005692395959113,0.0006300361609478,0.0210134567729009,0.0276254894027682,0,0,24576,1536,26112,8116422,1195039402,162,123.66666666666669,160,458,,,,,5,2026072001,2026072903,0-8298,CC-C-R23-S-R23-TRUE-D84,STAGE13-2300,TRUE_SLIDING_WINDOW_D84,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-TRUE-D84,FER_003,128.0,25.0,0.0006378780575973,0.0005542836486323,0.0,162.0,36.875,38.0,9.0,9.0,9.0,1271.2952042414731,1550.9,1322.0,3190.1,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,,98,8299,1491,200,0.0005988673334136,0.0240992890709724,0.0005692395959113,0.0006300361609478,0.0210134567729009,0.0276254894027682,0,0,24576,1536,26112,9045910,1195039402,183,137.66666666666666,181,458,,,,,5,2026072001,2026072903,0-8298,CC-C-R23-S-R23-FINAL-BALANCED,STAGE13-2300,TRUE_SLIDING_WINDOW_BALANCED,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R23-FINAL-BALANCED,FER_003,128.0,25.0,0.0006378780575973,0.0005542836486323,0.0,183.0,34.25,38.0,9.0,9.0,9.0,1258.152970237374,1539.9,1309.5,5094.3,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R12,-1.4,-1.4,1.6963016742589878,0.4901960784313725,0.6901921323014423,,84,1000,3227,296,0.0107566666666666,0.2959999999999999,0.0103937517263795,0.0111321108339741,0.2685309743379792,0.3250303431241272,1,1,24576,1536,26112,978000,143998000,216,165.0,214,611,,,,,5,2026072001,2026072903,0-999,CC-C-R12-S-R12-TRUE-D84,STAGE13-1200,TRUE_SLIDING_WINDOW_D84,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-TRUE-D84,FER_030,128.0,25.0,0.010925,0.0105642857142857,0.0,216.0,49.25,50.0,9.0,9.0,9.0,1306.9276999999993,1604.1,1377.0,4079.3,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R12,-1.4,-1.4,1.6963016742589878,0.4901960784313725,0.6901921323014423,,70,1000,3217,296,0.0107233333333333,0.2959999999999999,0.010360984899738,0.0110982118475955,0.2685309743379792,0.3250303431241272,11,2,24576,1536,26112,866000,143998000,188,146.33333333333334,188,611,,,,,5,2026072001,2026072903,0-999,CC-C-R12-S-R12-FINAL-BALANCED,STAGE13-1200,TRUE_SLIDING_WINDOW_BALANCED,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R12-FINAL-BALANCED,FER_030,128.0,25.0,0.0108749999999999,0.01055,0.0,210.0,52.75,72.0,9.0,9.0,9.0,1290.3054000000002,1653.8,1366.3,3579.4,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R34,1.3,1.3,2.635389083702175,0.7352941176470588,0.3706551206504588,,84,1000,5432,320,0.0181066666666666,0.32,0.0176356679615037,0.0185900063697779,0.2918240089814415,0.3495536240733583,569,61,24576,1536,26112,978000,143998000,144,109.91666666666669,142,407,,,,,5,2026072001,2026072903,0-999,CC-C-R34-S-R34-TRUE-D84,STAGE13-3400,TRUE_SLIDING_WINDOW_D84,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-TRUE-D84,FER_030,128.0,25.0,0.0191687499999999,0.0168928571428571,0.0702341137123746,144.0,32.75,34.0,9.0,9.0,9.0,1233.1861999999996,1410.7,1267.9,3864.7,24576.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
R34,1.3,1.3,2.635389083702175,0.7352941176470588,0.3706551206504588,,126,1000,5266,299,0.0175533333333333,0.2989999999999999,0.0170895556741512,0.018029466160997,0.2714376344223035,0.3281007224888896,55,5,30720,1536,32256,1062000,142206000,200,145.5,199,407,,,,,5,2026072001,2026072903,0-999,CC-C-R34-S-R34-FINAL-BALANCED,STAGE13-3400,TRUE_SLIDING_WINDOW_BALANCED,d84_revalidation,D84_TRUE_WINDOW_REVALIDATION,R34-FINAL-BALANCED,FER_030,160.0,25.0,0.0174916666666666,0.0175944444444444,0.0,206.0,34.333333333333336,40.0,7.0,7.0,7.0,1208.2013999999986,1405.0,1240.0,2789.7,30720.0,0.0,0.0,300.0,1.0,TARGET_ERRORS_REACHED
