schemaVersion,stage,channelType,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,sourcePayloadEbN0Db,snrDb,noisePolicyVersion,initialPhaseDeg,frameRotationDeg,compensationMode,attenuationDb,completeBlockage,blockageLength,blockageStartPolicy,burstMode,burstLength,burstStartPolicy,burstInjectionDomain,backgroundAwgnEnabled,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,channelHardBER,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,avgTotalReceiverTimeUs,medianReceiverTimeUs,p95ReceiverTimeUs,p99ReceiverTimeUs,maxReceiverTimeUs,minFrames,targetFrameErrors,maxFrames,stopReason,checkpointCount,resumeCount,shardIndex,shardCount,configHash,gitCommit,resultClass,experimentAxis,seriesKey,plotted
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,5,3.4771165561694346,2,90,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,1063530,5000,0.49930985915492959,749300,5000,0.49953333333333333,1,0,0,0,0,0,0,5000,1,130.51848000000047,122.40000000000001,167.70499999999998,252.20200000000003,869.89999999999998,207.98295999999942,195.90000000000001,260.505,374.01700000000039,991.20000000000005,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,9f0195057fe8efd9306f40e9cd2b2e5ec6f029563117f988d0a4922035d8994b,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B300-426,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300-426,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,426,0.70422535211267601,5,3.4771165561694346,2,135,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,1985292,5000,0.93206197183098594,1398387,5000,0.93225800000000003,1,0,0,0,0,0,0,5000,1,140.89366000000007,126.3,193.40500000000003,333.01100000000025,1053.2,222.14761999999956,199.05000000000001,317.01000000000005,524.8250000000005,1497.9000000000001,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,866fb6bef11b2bf300b8f86dea95bf16363456c0e7bd1e69ed773f2efbbd9866,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-B300-426,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.5,5.9618513565547095,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,3548,2536,0.0024898245614035086,141,64,0.00014100000000000001,0.012800000000000001,4936,0.98719999999999997,5000,1,64,0.012800000000000001,0,0,16.343839999999997,12.800000000000001,26.899999999999999,51.212000000000266,591.29999999999995,67.49988000000009,58.399999999999999,109.20500000000003,191.7050000000001,819.89999999999998,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,180a35da9c6839d30cdc73b460797b90ecd4d948214f482daaa93769723032b8,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-S200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.5,5.9618513565547095,2,45,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,33502,4997,0.02351017543859649,9711,2988,0.0097109999999999991,0.59760000000000002,2012,0.40239999999999998,5000,1,2988,0.59760000000000002,0,0,14.649099999999969,12.300000000000001,22.800000000000001,31.800000000000001,533.60000000000002,64.152280000000047,58.100000000000001,79.099999999999994,142.82600000000056,607.10000000000002,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,d7632171bb67e76276c4b8001c19bdac0e30b12d1d1b48ae9b5dbd0547688561,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-S200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.5,5.9618513565547095,2,90,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,712056,5000,0.49968842105263156,499910,5000,0.49991000000000002,1,0,0,5000,1,5000,1,0,0,17.66590000000005,14.6,27.399999999999999,47.212000000000266,232.90000000000001,71.626359999999892,64.900000000000006,91.105000000000004,154.41100000000026,638,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,7e104a583d9c6ac97c66f61c8ec52a8c49d25d4df166e1d6565b59b07954929b,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-S200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S200,SEGMENTED,SYNDROME_LOOKUP,200,285,0.70175438596491224,7.5,5.9618513565547095,2,135,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,1391778,5000,0.97668631578947374,990094,5000,0.99009400000000003,1,0,0,5000,1,5000,1,0,0,14.521940000000011,12.199999999999999,22.199999999999999,34.703000000000067,436.69999999999999,65.346880000000127,59.399999999999999,81.700000000000003,145.101,780.5,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,b70233f4244ee5bd6696871dd5ea00d32660aa322fe0714a71761281d1c5ebc6,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-S200,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,3574,2543,0.0017019047619047619,93,44,6.2000000000000003e-05,0.0088000000000000005,4956,0.99119999999999997,5000,1,44,0.0088000000000000005,0,0,18.73212000000002,16,28.800000000000001,38.801000000000023,368.60000000000002,86.43515999999984,80.099999999999994,105.3,165.30100000000002,445.10000000000002,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,10737f18b2f2db69d24718554f4d599eba1b0e087475c09e0a80b636c7d7905c,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-S300,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,45,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,39635,4999,0.018873809523809525,9641,2959,0.0064273333333333335,0.59179999999999999,2041,0.40820000000000001,5000,1,2959,0.59179999999999999,0,0,22.959059999999937,18.5,34.705000000000027,63.305000000000106,1000.3,97.127399999999994,87,136.53500000000014,222.80200000000005,1089.2,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,cb9fe29ec9785e3994273b693abf655f16e53bac9611ebfa544787576415d65c,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-S300,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,90,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,1048863,5000,0.49945857142857142,749171,5000,0.49944733333333335,1,0,0,5000,1,5000,1,0,0,28.524079999999969,23.600000000000001,43,87.011000000000237,948.89999999999998,113.40749999999991,98.400000000000006,179.10500000000002,331.91700000000259,1869.7,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,f7273c501ea64dcee48493e58aa7cc0d600fe5e15d515f6791ef635ba33dc3f3,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-S300,true
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,135,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,2060058,5000,0.98097999999999996,1490276,5000,0.99351733333333336,1,0,0,5000,1,5000,1,0,0,20.908299999999894,17.5,32,50.217000000000375,324.19999999999999,95.531320000000079,87.200000000000003,122.00500000000002,210.7420000000009,905.20000000000005,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,e9076005484ab9268ee769ed34b2151d4dd1981c0f4eeaaa53fa7e02e3cceae7,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE,BCH-S300,true
