figureName,caseId,seriesLabel,payloadGroup,codeType,configuration,configurationId,snrIndex,snr,derivedEbN0Db,actualRate,ber,fer,payloadErrorBits,payloadBitsProcessed,payloadErrorFrames,framesProcessed,sourceBer,sourceFer
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,21,10.5,12.03814864344529,0.70175438596491224,9.9999999999999995e-07,8.0000000000000007e-05,10,10000000,4,50000,9.9999999999999995e-07,8.0000000000000007e-05
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,22,11,12.53814864344529,0.70175438596491224,5.9999999999999997e-07,6.0000000000000002e-05,6,10000000,3,50000,5.9999999999999997e-07,6.0000000000000002e-05
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,23,11.5,13.03814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,24,12,13.53814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,25,12.5,14.03814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,26,13,14.53814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,27,13.5,15.03814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,28,14,15.53814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,29,14.5,16.03814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,30,15,16.53814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,31,15.5,17.03814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,32,16,17.53814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,33,16.5,18.03814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,34,17,18.53814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,35,17.5,19.03814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_S15,分块-交织突发,200,分块,交织突发,BEST_LREP,36,18,19.53814864344529,0.70175438596491224,0,0,0,10000000,0,50000,0,0
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,0,0,0.93421685162235091,0.80645161290322576,0.078475000000000003,0.998,15695,200000,998,1000,0.078475000000000003,0.998
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,1,0.5,1.434216851622351,0.80645161290322576,0.067589999999999997,0.998,13518,200000,998,1000,0.067589999999999997,0.998
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,2,1,1.934216851622351,0.80645161290322576,0.055504999999999999,0.98299999999999998,11101,200000,983,1000,0.055504999999999999,0.98299999999999998
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,3,1.5,2.434216851622351,0.80645161290322576,0.04546,0.94699999999999995,9092,200000,947,1000,0.04546,0.94699999999999995
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,4,2,2.934216851622351,0.80645161290322576,0.032870000000000003,0.80300000000000005,6574,200000,803,1000,0.032870000000000003,0.80300000000000005
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,5,2.5,3.434216851622351,0.80645161290322576,0.022370000000000001,0.61699999999999999,4474,200000,617,1000,0.022370000000000001,0.61699999999999999
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,6,3,3.934216851622351,0.80645161290322576,0.011135000000000001,0.33700000000000002,2227,200000,337,1000,0.011135000000000001,0.33700000000000002
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,7,3.5,4.4342168516223506,0.80645161290322576,0.0043267259056732742,0.13670539986329461,1266,292600,200,1463,0.0043267259056732742,0.13670539986329461
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,8,4,4.9342168516223506,0.80645161290322576,0.0010595850328072353,0.035467281432878167,1195,1127800,200,5639,0.0010595850328072353,0.035467281432878167
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,9,4.5,5.4342168516223506,0.80645161290322576,0.00020115724982981619,0.0068073519400953025,1182,5876000,200,29380,0.00020115724982981619,0.0068073519400953025
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,10,5,5.9342168516223506,0.80645161290322576,1.7099999999999999e-05,0.00058,171,10000000,29,50000,1.7099999999999999e-05,0.00058
l8_s16_org_k200_ber_overview,K200_M255K207,255整块-无突发,200,255,无突发,NONE_L0,11,5.5,6.4342168516223506,0.80645161290322576,4.9999999999999998e-07,2.0000000000000002e-05,5,10000000,1,50000,4.9999999999999998e-07,2.0000000000000002e-05
