payloadLength,caseId,waveformSnrIndex,waveformSnrDb,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,observedBer,observedFer,errorFloorCensoringStatus,berOneSided95Upper,ferOneSided95Upper,interpretation
200,K200_M511K385,31,15.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,32,16,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,33,16.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,34,17,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,35,17.5,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
200,K200_M511K385,36,18,50000,10000000,0,0,0,0,ZERO_OBSERVED_CENSORED,2.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_S15,0,0,1000,300000,63798,1000,0.21265999999999999,1,OBSERVED_ERRORS,0.21265999999999999,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,1,0.5,1000,300000,59961,1000,0.19986999999999999,1,OBSERVED_ERRORS,0.19986999999999999,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,2,1,1000,300000,56056,1000,0.18685333333333334,1,OBSERVED_ERRORS,0.18685333333333334,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,3,1.5,1000,300000,51325,1000,0.17108333333333334,1,OBSERVED_ERRORS,0.17108333333333334,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,4,2,1000,300000,46822,1000,0.15607333333333334,1,OBSERVED_ERRORS,0.15607333333333334,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,5,2.5,1000,300000,42252,1000,0.14083999999999999,1,OBSERVED_ERRORS,0.14083999999999999,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,6,3,1000,300000,37285,1000,0.12428333333333333,1,OBSERVED_ERRORS,0.12428333333333333,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,7,3.5,1000,300000,33427,1000,0.11142333333333333,1,OBSERVED_ERRORS,0.11142333333333333,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,8,4,1000,300000,29209,1000,0.09736333333333333,1,OBSERVED_ERRORS,0.09736333333333333,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,9,4.5,1000,300000,25202,1000,0.08400666666666666,1,OBSERVED_ERRORS,0.08400666666666666,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,10,5,1000,300000,21396,1000,0.071319999999999995,1,OBSERVED_ERRORS,0.071319999999999995,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,11,5.5,1000,300000,17229,999,0.057430000000000002,0.999,OBSERVED_ERRORS,0.057430000000000002,0.999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,12,6,1000,300000,14271,995,0.047570000000000001,0.995,OBSERVED_ERRORS,0.047570000000000001,0.995,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,13,6.5,1000,300000,11719,996,0.039063333333333332,0.996,OBSERVED_ERRORS,0.039063333333333332,0.996,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,14,7,1000,300000,9478,988,0.031593333333333334,0.98799999999999999,OBSERVED_ERRORS,0.031593333333333334,0.98799999999999999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,15,7.5,1000,300000,7710,956,0.025700000000000001,0.95599999999999996,OBSERVED_ERRORS,0.025700000000000001,0.95599999999999996,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,16,8,1000,300000,5977,912,0.019923333333333335,0.91200000000000003,OBSERVED_ERRORS,0.019923333333333335,0.91200000000000003,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,17,8.5,1000,300000,4352,844,0.014506666666666666,0.84399999999999997,OBSERVED_ERRORS,0.014506666666666666,0.84399999999999997,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,18,9,1000,300000,3479,779,0.011596666666666667,0.77900000000000003,OBSERVED_ERRORS,0.011596666666666667,0.77900000000000003,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,19,9.5,1000,300000,2516,652,0.0083866666666666673,0.65200000000000002,OBSERVED_ERRORS,0.0083866666666666673,0.65200000000000002,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,20,10,1000,300000,1955,546,0.0065166666666666663,0.54600000000000004,OBSERVED_ERRORS,0.0065166666666666663,0.54600000000000004,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,21,10.5,1000,300000,1408,449,0.0046933333333333332,0.44900000000000001,OBSERVED_ERRORS,0.0046933333333333332,0.44900000000000001,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,22,11,1000,300000,947,316,0.0031566666666666666,0.316,OBSERVED_ERRORS,0.0031566666666666666,0.316,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,23,11.5,1000,300000,691,252,0.0023033333333333334,0.252,OBSERVED_ERRORS,0.0023033333333333334,0.252,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,24,12,1124,337200,521,200,0.0015450771055753262,0.17793594306049823,OBSERVED_ERRORS,0.0015450771055753262,0.17793594306049823,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,25,12.5,1434,430200,520,200,0.001208740120874012,0.1394700139470014,OBSERVED_ERRORS,0.001208740120874012,0.1394700139470014,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,26,13,1926,577800,515,200,0.00089131187262028386,0.10384215991692627,OBSERVED_ERRORS,0.00089131187262028386,0.10384215991692627,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,27,13.5,3066,919800,500,200,0.00054359643400739288,0.065231572080887146,OBSERVED_ERRORS,0.00054359643400739288,0.065231572080887146,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,28,14,4956,1486800,485,200,0.00032620392789884316,0.040355125100887811,OBSERVED_ERRORS,0.00032620392789884316,0.040355125100887811,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,29,14.5,7408,2222400,486,200,0.00021868250539956803,0.026997840172786176,OBSERVED_ERRORS,0.00021868250539956803,0.026997840172786176,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,30,15,12400,3720000,478,200,0.00012849462365591399,0.016129032258064516,OBSERVED_ERRORS,0.00012849462365591399,0.016129032258064516,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,31,15.5,18680,5604000,485,200,8.6545324768022837e-05,0.010706638115631691,OBSERVED_ERRORS,8.6545324768022837e-05,0.010706638115631691,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,32,16,29873,8961900,494,200,5.5122239703634273e-05,0.0066950088708867539,OBSERVED_ERRORS,5.5122239703634273e-05,0.0066950088708867539,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,33,16.5,50000,15000000,364,154,2.4266666666666666e-05,0.0030799999999999998,OBSERVED_ERRORS,2.4266666666666666e-05,0.0030799999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,34,17,50000,15000000,199,86,1.3266666666666666e-05,0.00172,OBSERVED_ERRORS,1.3266666666666666e-05,0.00172,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,35,17.5,50000,15000000,97,38,6.4666666666666669e-06,0.00076000000000000004,OBSERVED_ERRORS,6.4666666666666669e-06,0.00076000000000000004,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_S15,36,18,50000,15000000,49,22,3.2666666666666666e-06,0.00044000000000000002,OBSERVED_ERRORS,3.2666666666666666e-06,0.00044000000000000002,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,0,0,1000,300000,56140,1000,0.18713333333333335,1,OBSERVED_ERRORS,0.18713333333333335,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,1,0.5,1000,300000,52727,1000,0.17575666666666667,1,OBSERVED_ERRORS,0.17575666666666667,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,2,1,1000,300000,49314,1000,0.16438,1,OBSERVED_ERRORS,0.16438,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,3,1.5,1000,300000,45966,1000,0.15322,1,OBSERVED_ERRORS,0.15322,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,4,2,1000,300000,42208,1000,0.14069333333333334,1,OBSERVED_ERRORS,0.14069333333333334,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,5,2.5,1000,300000,38628,1000,0.12876000000000001,1,OBSERVED_ERRORS,0.12876000000000001,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,6,3,1000,300000,35091,1000,0.11697,1,OBSERVED_ERRORS,0.11697,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,7,3.5,1000,300000,31827,1000,0.10609,1,OBSERVED_ERRORS,0.10609,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,8,4,1000,300000,28589,1000,0.095296666666666668,1,OBSERVED_ERRORS,0.095296666666666668,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,9,4.5,1000,300000,25592,1000,0.08530666666666667,1,OBSERVED_ERRORS,0.08530666666666667,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,10,5,1000,300000,22615,999,0.07538333333333333,0.999,OBSERVED_ERRORS,0.07538333333333333,0.999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,11,5.5,1000,300000,19823,998,0.066076666666666672,0.998,OBSERVED_ERRORS,0.066076666666666672,0.998,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,12,6,1000,300000,16661,994,0.055536666666666665,0.99399999999999999,OBSERVED_ERRORS,0.055536666666666665,0.99399999999999999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,13,6.5,1000,300000,13708,970,0.045693333333333336,0.96999999999999997,OBSERVED_ERRORS,0.045693333333333336,0.96999999999999997,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,14,7,1000,300000,10714,911,0.035713333333333333,0.91100000000000003,OBSERVED_ERRORS,0.035713333333333333,0.91100000000000003,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,15,7.5,1000,300000,7599,794,0.025329999999999998,0.79400000000000004,OBSERVED_ERRORS,0.025329999999999998,0.79400000000000004,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,16,8,1000,300000,5177,637,0.017256666666666667,0.63700000000000001,OBSERVED_ERRORS,0.017256666666666667,0.63700000000000001,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,17,8.5,1000,300000,3102,432,0.01034,0.432,OBSERVED_ERRORS,0.01034,0.432,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,18,9,1000,300000,1687,256,0.0056233333333333335,0.25600000000000001,OBSERVED_ERRORS,0.0056233333333333335,0.25600000000000001,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,19,9.5,1534,460200,1247,200,0.0027096914385049977,0.1303780964797914,OBSERVED_ERRORS,0.0027096914385049977,0.1303780964797914,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,20,10,3178,953400,1213,200,0.0012722886511432768,0.062932662051604776,OBSERVED_ERRORS,0.0012722886511432768,0.062932662051604776,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,21,10.5,6683,2004900,1184,200,0.00059055314479525159,0.02992667963489451,OBSERVED_ERRORS,0.00059055314479525159,0.02992667963489451,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,22,11,14051,4215300,1177,200,0.00027922093326690863,0.014233862358550993,OBSERVED_ERRORS,0.00027922093326690863,0.014233862358550993,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,23,11.5,36863,11058900,1233,200,0.00011149390988253805,0.0054254943981770342,OBSERVED_ERRORS,0.00011149390988253805,0.0054254943981770342,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,24,12,50000,15000000,832,145,5.5466666666666669e-05,0.0028999999999999998,OBSERVED_ERRORS,5.5466666666666669e-05,0.0028999999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,25,12.5,50000,15000000,363,58,2.4199999999999999e-05,0.00116,OBSERVED_ERRORS,2.4199999999999999e-05,0.00116,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,26,13,50000,15000000,172,28,1.1466666666666666e-05,0.00055999999999999995,OBSERVED_ERRORS,1.1466666666666666e-05,0.00055999999999999995,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,27,13.5,50000,15000000,75,11,5.0000000000000004e-06,0.00022000000000000001,OBSERVED_ERRORS,5.0000000000000004e-06,0.00022000000000000001,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,28,14,50000,15000000,32,6,2.1333333333333334e-06,0.00012,OBSERVED_ERRORS,2.1333333333333334e-06,0.00012,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,29,14.5,50000,15000000,31,5,2.0666666666666666e-06,0.0001,OBSERVED_ERRORS,2.0666666666666666e-06,0.0001,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,30,15,50000,15000000,6,1,3.9999999999999998e-07,2.0000000000000002e-05,OBSERVED_ERRORS,3.9999999999999998e-07,2.0000000000000002e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,31,15.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M255K207,32,16,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M255K207,33,16.5,50000,15000000,22,3,1.4666666666666667e-06,6.0000000000000002e-05,OBSERVED_ERRORS,1.4666666666666667e-06,6.0000000000000002e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,34,17,50000,15000000,7,1,4.6666666666666666e-07,2.0000000000000002e-05,OBSERVED_ERRORS,4.6666666666666666e-07,2.0000000000000002e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,35,17.5,50000,15000000,8,1,5.3333333333333334e-07,2.0000000000000002e-05,OBSERVED_ERRORS,5.3333333333333334e-07,2.0000000000000002e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M255K207,36,18,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,0,0,1000,300000,56195,1000,0.18731666666666666,1,OBSERVED_ERRORS,0.18731666666666666,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,1,0.5,1000,300000,52394,1000,0.17464666666666667,1,OBSERVED_ERRORS,0.17464666666666667,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,2,1,1000,300000,49300,1000,0.16433333333333333,1,OBSERVED_ERRORS,0.16433333333333333,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,3,1.5,1000,300000,45646,1000,0.15215333333333333,1,OBSERVED_ERRORS,0.15215333333333333,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,4,2,1000,300000,41940,1000,0.13980000000000001,1,OBSERVED_ERRORS,0.13980000000000001,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,5,2.5,1000,300000,38790,1000,0.1293,1,OBSERVED_ERRORS,0.1293,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,6,3,1000,300000,35253,1000,0.11751,1,OBSERVED_ERRORS,0.11751,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,7,3.5,1000,300000,31602,1000,0.10534,1,OBSERVED_ERRORS,0.10534,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,8,4,1000,300000,29029,1000,0.09676333333333334,1,OBSERVED_ERRORS,0.09676333333333334,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,9,4.5,1000,300000,25587,1000,0.085290000000000005,1,OBSERVED_ERRORS,0.085290000000000005,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,10,5,1000,300000,22749,1000,0.075829999999999995,1,OBSERVED_ERRORS,0.075829999999999995,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,11,5.5,1000,300000,19690,999,0.065633333333333335,0.999,OBSERVED_ERRORS,0.065633333333333335,0.999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,12,6,1000,300000,17443,993,0.058143333333333332,0.99299999999999999,OBSERVED_ERRORS,0.058143333333333332,0.99299999999999999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,13,6.5,1000,300000,14729,975,0.049096666666666663,0.97499999999999998,OBSERVED_ERRORS,0.049096666666666663,0.97499999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,14,7,1000,300000,12186,909,0.040620000000000003,0.90900000000000003,OBSERVED_ERRORS,0.040620000000000003,0.90900000000000003,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,15,7.5,1000,300000,9354,795,0.031179999999999999,0.79500000000000004,OBSERVED_ERRORS,0.031179999999999999,0.79500000000000004,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,16,8,1000,300000,6454,587,0.021513333333333332,0.58699999999999997,OBSERVED_ERRORS,0.021513333333333332,0.58699999999999997,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,17,8.5,1000,300000,3684,358,0.012279999999999999,0.35799999999999998,OBSERVED_ERRORS,0.012279999999999999,0.35799999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,18,9,1006,301800,1964,200,0.0065076209410205432,0.19880715705765409,OBSERVED_ERRORS,0.0065076209410205432,0.19880715705765409,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,19,9.5,2405,721500,1937,200,0.0026846846846846845,0.083160083160083165,OBSERVED_ERRORS,0.0026846846846846845,0.083160083160083165,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,20,10,5709,1712700,1856,200,0.0010836690605476732,0.035032404974601507,OBSERVED_ERRORS,0.0010836690605476732,0.035032404974601507,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,21,10.5,19950,5985000,1826,200,0.00030509607351712612,0.010025062656641603,OBSERVED_ERRORS,0.00030509607351712612,0.010025062656641603,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,22,11,50000,15000000,1474,159,9.8266666666666665e-05,0.0031800000000000001,OBSERVED_ERRORS,9.8266666666666665e-05,0.0031800000000000001,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,23,11.5,50000,15000000,472,52,3.1466666666666668e-05,0.0010399999999999999,OBSERVED_ERRORS,3.1466666666666668e-05,0.0010399999999999999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,24,12,50000,15000000,102,13,6.8000000000000001e-06,0.00025999999999999998,OBSERVED_ERRORS,6.8000000000000001e-06,0.00025999999999999998,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,25,12.5,50000,15000000,44,4,2.9333333333333333e-06,8.0000000000000007e-05,OBSERVED_ERRORS,2.9333333333333333e-06,8.0000000000000007e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,26,13,50000,15000000,23,2,1.5333333333333334e-06,4.0000000000000003e-05,OBSERVED_ERRORS,1.5333333333333334e-06,4.0000000000000003e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K421,27,13.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,28,14,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,29,14.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,30,15,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,31,15.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,32,16,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,33,16.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,34,17,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,35,17.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K421,36,18,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,0,0,1000,300000,56551,1000,0.18850333333333333,1,OBSERVED_ERRORS,0.18850333333333333,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,1,0.5,1000,300000,52845,1000,0.17615,1,OBSERVED_ERRORS,0.17615,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,2,1,1000,300000,48942,1000,0.16314000000000001,1,OBSERVED_ERRORS,0.16314000000000001,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,3,1.5,1000,300000,45748,1000,0.15249333333333334,1,OBSERVED_ERRORS,0.15249333333333334,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,4,2,1000,300000,41888,1000,0.13962666666666668,1,OBSERVED_ERRORS,0.13962666666666668,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,5,2.5,1000,300000,38780,1000,0.12926666666666667,1,OBSERVED_ERRORS,0.12926666666666667,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,6,3,1000,300000,35103,1000,0.11701,1,OBSERVED_ERRORS,0.11701,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,7,3.5,1000,300000,32110,1000,0.10703333333333333,1,OBSERVED_ERRORS,0.10703333333333333,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,8,4,1000,300000,28712,1000,0.095706666666666662,1,OBSERVED_ERRORS,0.095706666666666662,1,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,9,4.5,1000,300000,25585,999,0.085283333333333336,0.999,OBSERVED_ERRORS,0.085283333333333336,0.999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,10,5,1000,300000,22864,999,0.076213333333333327,0.999,OBSERVED_ERRORS,0.076213333333333327,0.999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,11,5.5,1000,300000,19808,996,0.066026666666666664,0.996,OBSERVED_ERRORS,0.066026666666666664,0.996,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,12,6,1000,300000,17137,985,0.057123333333333332,0.98499999999999999,OBSERVED_ERRORS,0.057123333333333332,0.98499999999999999,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,13,6.5,1000,300000,14005,907,0.046683333333333334,0.90700000000000003,OBSERVED_ERRORS,0.046683333333333334,0.90700000000000003,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,14,7,1000,300000,11123,780,0.037076666666666667,0.78000000000000003,OBSERVED_ERRORS,0.037076666666666667,0.78000000000000003,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,15,7.5,1000,300000,6908,533,0.023026666666666668,0.53300000000000003,OBSERVED_ERRORS,0.023026666666666668,0.53300000000000003,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,16,8,1000,300000,3890,323,0.012966666666666666,0.32300000000000001,OBSERVED_ERRORS,0.012966666666666666,0.32300000000000001,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,17,8.5,1334,400200,2395,200,0.0059845077461269363,0.14992503748125938,OBSERVED_ERRORS,0.0059845077461269363,0.14992503748125938,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,18,9,4225,1267500,2388,200,0.0018840236686390533,0.047337278106508875,OBSERVED_ERRORS,0.0018840236686390533,0.047337278106508875,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,19,9.5,12025,3607500,2263,200,0.00062730422730422728,0.016632016632016633,OBSERVED_ERRORS,0.00062730422730422728,0.016632016632016633,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,20,10,50000,15000000,2096,186,0.00013973333333333333,0.0037200000000000002,OBSERVED_ERRORS,0.00013973333333333333,0.0037200000000000002,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,21,10.5,50000,15000000,555,48,3.6999999999999998e-05,0.00096000000000000002,OBSERVED_ERRORS,3.6999999999999998e-05,0.00096000000000000002,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,22,11,50000,15000000,119,10,7.9333333333333342e-06,0.00020000000000000001,OBSERVED_ERRORS,7.9333333333333342e-06,0.00020000000000000001,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,23,11.5,50000,15000000,34,3,2.2666666666666668e-06,6.0000000000000002e-05,OBSERVED_ERRORS,2.2666666666666668e-06,6.0000000000000002e-05,errors observed; use measured rate with ordinary finite-sample uncertainty
300,K300_M511K385,24,12,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,25,12.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
