payloadLength,waveformSnrIndex,waveformSnrDb,berRanking,ferRanking,decoderFailureRateRanking,miscorrectionRateRanking,decodeTimeMeanNsRanking,equalizeTimeMeanNsRanking,berErrorFloorAwareRanking,ferErrorFloorAwareRanking,zeroObservedCensoredCases,errorFloorRankingNote
200,18,9,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K385;3:K200_M511K421;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K385;4:K200_M511K421,1:K200_M255K207;2:K200_S15;3:K200_M511K385;4:K200_M511K421,1:K200_M511K385:OBSERVED_ERRORS:upper=0.00064283902067740703;2:K200_M511K421:OBSERVED_ERRORS:upper=0.0024202516827626572;3:K200_M255K207:OBSERVED_ERRORS:upper=0.0074000000000000003;4:K200_S15:OBSERVED_ERRORS:upper=0.01166,1:K200_M511K385:OBSERVED_ERRORS:upper=0.012685525815045033;2:K200_M511K421:OBSERVED_ERRORS:upper=0.058530875036581796;3:K200_M255K207:OBSERVED_ERRORS:upper=0.21299999999999999;4:K200_S15:OBSERVED_ERRORS:upper=0.629,NONE,all cases have observed errors
200,19,9.5,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K385;3:K200_M511K421;4:K200_M255K207,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_M255K207;2:K200_S15;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_M511K385:OBSERVED_ERRORS:upper=0.00015540000000000001;2:K200_M511K421:OBSERVED_ERRORS:upper=0.00090640008935552333;3:K200_M255K207:OBSERVED_ERRORS:upper=0.0044614361702127658;4:K200_S15:OBSERVED_ERRORS:upper=0.0080850000000000002,1:K200_M511K385:OBSERVED_ERRORS:upper=0.0032000000000000002;2:K200_M511K421:OBSERVED_ERRORS:upper=0.022338880822070813;3:K200_M255K207:OBSERVED_ERRORS:upper=0.13297872340425532;4:K200_S15:OBSERVED_ERRORS:upper=0.496,NONE,all cases have observed errors
200,20,10,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K385;3:K200_M511K421;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_M255K207;2:K200_S15;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_M511K385;3:K200_M511K421;4:K200_S15,1:K200_M511K385:OBSERVED_ERRORS:upper=3.8800000000000001e-05;2:K200_M511K421:OBSERVED_ERRORS:upper=0.00032084188911704311;3:K200_M255K207:OBSERVED_ERRORS:upper=0.0022226062910473557;4:K200_S15:OBSERVED_ERRORS:upper=0.0063899999999999998,1:K200_M511K385:OBSERVED_ERRORS:upper=0.00076000000000000004;2:K200_M511K421:OBSERVED_ERRORS:upper=0.0078976465013426006;3:K200_M255K207:OBSERVED_ERRORS:upper=0.069132388524023508;4:K200_S15:OBSERVED_ERRORS:upper=0.40999999999999998,NONE,all cases have observed errors
200,21,10.5,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K385;3:K200_M511K421;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_S15;3:K200_M511K421;4:K200_M511K385,1:K200_M511K385:OBSERVED_ERRORS:upper=1.17e-05;2:K200_M511K421:OBSERVED_ERRORS:upper=0.0001103;3:K200_M255K207:OBSERVED_ERRORS:upper=0.0010676567656765677;4:K200_S15:OBSERVED_ERRORS:upper=0.0041250000000000002,1:K200_M511K385:OBSERVED_ERRORS:upper=0.00024000000000000001;2:K200_M511K421:OBSERVED_ERRORS:upper=0.0025799999999999998;3:K200_M255K207:OBSERVED_ERRORS:upper=0.033003300330033;4:K200_S15:OBSERVED_ERRORS:upper=0.29499999999999998,NONE,all cases have observed errors
200,22,11,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K385;3:K200_M511K421;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M511K385:OBSERVED_ERRORS:upper=3.3000000000000002e-06;2:K200_M511K421:OBSERVED_ERRORS:upper=3.79e-05;3:K200_M255K207:OBSERVED_ERRORS:upper=0.00037725090036014406;4:K200_S15:OBSERVED_ERRORS:upper=0.0031250000000000002,1:K200_M511K385:OBSERVED_ERRORS:upper=6.0000000000000002e-05;2:K200_M511K421:OBSERVED_ERRORS:upper=0.00093999999999999997;3:K200_M255K207:OBSERVED_ERRORS:upper=0.012004801920768308;4:K200_S15:OBSERVED_ERRORS:upper=0.22600000000000001,NONE,all cases have observed errors
200,23,11.5,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K385;3:K200_M511K421;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K421:OBSERVED_ERRORS:upper=1.03e-05;3:K200_M255K207:OBSERVED_ERRORS:upper=0.00017034509329076999;4:K200_S15:OBSERVED_ERRORS:upper=0.0024483082706766917,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K200_M511K421:OBSERVED_ERRORS:upper=0.00027999999999999998;3:K200_M255K207:OBSERVED_ERRORS:upper=0.0055038802355660736;4:K200_S15:OBSERVED_ERRORS:upper=0.18796992481203006,K200_M511K385,zero-error cases are censored and not strictly ordered by observed zero
200,24,12,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K385;3:K200_M511K421;4:K200_M255K207,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_S15;3:K200_M511K385;4:K200_M511K421,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K421:OBSERVED_ERRORS:upper=7.9999999999999996e-07;3:K200_M255K207:OBSERVED_ERRORS:upper=7.5099999999999996e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.0016644385026737968,1:K200_M511K421:OBSERVED_ERRORS:upper=4.0000000000000003e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M255K207:OBSERVED_ERRORS:upper=0.0022599999999999999;4:K200_S15:OBSERVED_ERRORS:upper=0.13368983957219252,K200_M511K385,zero-error cases are censored and not strictly ordered by observed zero
200,25,12.5,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_M511K385;2:K200_M511K421;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K385;3:K200_M511K421;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K421:OBSERVED_ERRORS:upper=2.5000000000000002e-06;3:K200_M255K207:OBSERVED_ERRORS:upper=2.51e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.0013333333333333333,1:K200_M511K421:OBSERVED_ERRORS:upper=6.0000000000000002e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M255K207:OBSERVED_ERRORS:upper=0.00084000000000000003;4:K200_S15:OBSERVED_ERRORS:upper=0.10335917312661498,K200_M511K385,zero-error cases are censored and not strictly ordered by observed zero
200,26,13,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K421;3:K200_M511K385;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_S15;2:K200_M511K421;3:K200_M255K207;4:K200_M511K385,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M255K207:OBSERVED_ERRORS:upper=6.0000000000000002e-06;4:K200_S15:OBSERVED_ERRORS:upper=0.00083851948902718639,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M255K207:OBSERVED_ERRORS:upper=0.00022000000000000001;4:K200_S15:OBSERVED_ERRORS:upper=0.065509335080248934,K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,27,13.5,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K421;3:K200_M511K385;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_S15;2:K200_M511K421;3:K200_M255K207;4:K200_M511K385,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M255K207:OBSERVED_ERRORS:upper=6.8000000000000001e-06;4:K200_S15:OBSERVED_ERRORS:upper=0.00050201207243460761,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M255K207:OBSERVED_ERRORS:upper=0.00018000000000000001;4:K200_S15:OBSERVED_ERRORS:upper=0.040241448692152917,K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,28,14,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K421;3:K200_M511K385;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_S15;2:K200_M511K421;3:K200_M255K207;4:K200_M511K385,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M255K207:OBSERVED_ERRORS:upper=6.9999999999999997e-07;4:K200_S15:OBSERVED_ERRORS:upper=0.00032306487403733195,1:K200_M255K207:OBSERVED_ERRORS:upper=2.0000000000000002e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.026106252447461165,K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,29,14.5,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K421;3:K200_M511K385;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M255K207:OBSERVED_ERRORS:upper=2.3e-06;4:K200_S15:OBSERVED_ERRORS:upper=0.0002086399445935417,1:K200_M255K207:OBSERVED_ERRORS:upper=6.0000000000000002e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.017314518223530431,K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,30,15,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K421;3:K200_M511K385;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M511K421;2:K200_M255K207;3:K200_S15;4:K200_M511K385,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M255K207:OBSERVED_ERRORS:upper=1.5999999999999999e-06;4:K200_S15:OBSERVED_ERRORS:upper=0.00013421329931784151,1:K200_M255K207:OBSERVED_ERRORS:upper=4.0000000000000003e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.011092008208086075,K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,31,15.5,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_S15;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;4:K200_S15:OBSERVED_ERRORS:upper=7.759186351706037e-05,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.0065616797900262466,K200_M255K207;K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,32,16,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_S15;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;4:K200_S15:OBSERVED_ERRORS:upper=4.0399999999999999e-05,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.0033,K200_M255K207;K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,33,16.5,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_S15;3:K200_M511K385;4:K200_M511K421,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;4:K200_S15:OBSERVED_ERRORS:upper=2.5599999999999999e-05,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.00216,K200_M255K207;K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,34,17,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_M511K421;2:K200_M511K385;3:K200_M255K207;4:K200_S15,1:K200_S15;2:K200_M511K421;3:K200_M511K385;4:K200_M255K207,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_S15;3:K200_M511K385;4:K200_M511K421,1:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M255K207:OBSERVED_ERRORS:upper=6.9999999999999997e-07;4:K200_S15:OBSERVED_ERRORS:upper=1.8600000000000001e-05,1:K200_M255K207:OBSERVED_ERRORS:upper=2.0000000000000002e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.0015200000000000001,K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,35,17.5,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;4:K200_S15:OBSERVED_ERRORS:upper=7.3000000000000004e-06,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.00054000000000000001,K200_M255K207;K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
200,36,18,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_M255K207;2:K200_M511K421;3:K200_M511K385;4:K200_S15,1:K200_S15;2:K200_M255K207;3:K200_M511K421;4:K200_M511K385,1:K200_S15;2:K200_M511K421;3:K200_M255K207;4:K200_M511K385,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=2.9999999999999999e-07;4:K200_S15:OBSERVED_ERRORS:upper=2.9000000000000002e-06,1:K200_M255K207:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K200_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K200_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K200_S15:OBSERVED_ERRORS:upper=0.00024000000000000001,K200_M255K207;K200_M511K385;K200_M511K421,zero-error cases are censored and not strictly ordered by observed zero
300,0,0,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_S15;4:K300_M511K385,1:K300_M255K207:OBSERVED_ERRORS:upper=0.18713333333333335;2:K300_M511K421:OBSERVED_ERRORS:upper=0.18731666666666666;3:K300_M511K385:OBSERVED_ERRORS:upper=0.18850333333333333;4:K300_S15:OBSERVED_ERRORS:upper=0.21265999999999999,1:K300_M255K207:OBSERVED_ERRORS:upper=1;2:K300_M511K385:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,1,0.5,1:K300_M511K421;2:K300_M255K207;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_M255K207;2:K300_M511K385;3:K300_S15;4:K300_M511K421,1:K300_M511K421:OBSERVED_ERRORS:upper=0.17464666666666667;2:K300_M255K207:OBSERVED_ERRORS:upper=0.17575666666666667;3:K300_M511K385:OBSERVED_ERRORS:upper=0.17615;4:K300_S15:OBSERVED_ERRORS:upper=0.19986999999999999,1:K300_M255K207:OBSERVED_ERRORS:upper=1;2:K300_M511K385:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,2,1,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_S15;3:K300_M511K421;4:K300_M511K385,1:K300_M511K385:OBSERVED_ERRORS:upper=0.16314000000000001;2:K300_M511K421:OBSERVED_ERRORS:upper=0.16433333333333333;3:K300_M255K207:OBSERVED_ERRORS:upper=0.16438;4:K300_S15:OBSERVED_ERRORS:upper=0.18685333333333334,1:K300_M255K207:OBSERVED_ERRORS:upper=1;2:K300_M511K385:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,3,1.5,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_M511K385;2:K300_M255K207;3:K300_S15;4:K300_M511K421,1:K300_M511K421:OBSERVED_ERRORS:upper=0.15215333333333333;2:K300_M511K385:OBSERVED_ERRORS:upper=0.15249333333333334;3:K300_M255K207:OBSERVED_ERRORS:upper=0.15322;4:K300_S15:OBSERVED_ERRORS:upper=0.17108333333333334,1:K300_M255K207:OBSERVED_ERRORS:upper=1;2:K300_M511K385:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,4,2,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K385:OBSERVED_ERRORS:upper=0.13962666666666668;2:K300_M511K421:OBSERVED_ERRORS:upper=0.13980000000000001;3:K300_M255K207:OBSERVED_ERRORS:upper=0.14069333333333334;4:K300_S15:OBSERVED_ERRORS:upper=0.15607333333333334,1:K300_M255K207:OBSERVED_ERRORS:upper=1;2:K300_M511K385:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,5,2.5,1:K300_M255K207;2:K300_M511K385;3:K300_M511K421;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_M255K207;2:K300_M511K385;3:K300_M511K421;4:K300_S15,1:K300_M255K207:OBSERVED_ERRORS:upper=0.12876000000000001;2:K300_M511K385:OBSERVED_ERRORS:upper=0.12926666666666667;3:K300_M511K421:OBSERVED_ERRORS:upper=0.1293;4:K300_S15:OBSERVED_ERRORS:upper=0.14083999999999999,1:K300_M255K207:OBSERVED_ERRORS:upper=1;2:K300_M511K385:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
