stageId,caseId,displayName,legendLabel,styleId,payloadLength,motherN,motherK,motherT,blockCount,encodedLength,actualRate,ebn0Index,ebn0Db,snrLinear,snrDb,sigma2,masterSeed,configHash,gitCommit,checkpointId,shardId,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,ber,fer,encodeTimeTotalNs,decodeTimeTotalNs,encodeTimeMeanNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,decodeTimeMaxNs,noiseChecksum,stopReason
stage06_awgn_formal,K200_M511K421,BCH421整块200,421整块200,STYLE_3,200,511,421,10,1,290,0.68965517241379315,0,3,2.7520859516812135,4.3966199342900634,0.36336074437977239,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K421_0,0,5000,1000000,43698,4191,4191,0,0,809,0.043698000000000001,0.83819999999999995,30321000,290885700,6064,58177,55900,81100,130700,661800,7086544891254504691,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K200_M511K421,BCH421整块200,421整块200,STYLE_3,200,511,421,10,1,290,0.68965517241379315,1,3.75,3.2708602836712486,5.1466199342900634,0.30572996498572214,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K421_1,0,5000,1000000,19291,2142,2142,0,0,2858,0.019290999999999999,0.4284,25423300,253654600,5084,50730,46200,74100,122300,510600,13626191657153415394,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K200_M511K421,BCH421整块200,421整块200,STYLE_3,200,511,421,10,1,290,0.68965517241379315,2,4.5,3.8874247327785572,5.8966199342900634,0.25723970719434219,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K421_2,0,5000,1000000,3976,482,482,0,0,4518,0.0039760000000000004,0.0964,29911100,239503500,5982,47900,45300,66500,128300,599800,3589073756582890935,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K200_M511K421,BCH421整块200,421整块200,STYLE_3,200,511,421,10,1,290,0.68965517241379315,3,5.25,4.6202129539010715,6.6466199342900634,0.21644023987155206,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K421_3,0,30340,6068000,1566,200,200,0,0,30140,0.00025807514831905075,0.0065919578114700065,166034300,1226814200,5472,40435,37000,59200,95300,13032200,16413444065232311073,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K200_M511K421,BCH421整块200,421整块200,STYLE_3,200,511,421,10,1,290,0.68965517241379315,4,6,5.4911333869447896,7.3966199342900634,0.18211176628444456,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K421_4,0,50000,10000000,61,8,8,0,0,49992,6.1e-06,0.00016000000000000001,285159200,1817174700,5703,36343,33600,52700,97400,5044500,1366611664121039730,MAX_FRAMES_REACHED
stage06_awgn_formal,K200_M511K385,BCH385整块200,385整块200,STYLE_4,200,511,385,14,1,326,0.61349693251533743,0,2.5,2.1819379264281262,3.388423912600234,0.45830818003013446,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K385_0,0,5000,1000000,68905,4852,4852,0,0,148,0.068904999999999994,0.97040000000000004,31766600,400980000,6353,80196,77500,110500,174100,955200,14457416419758695061,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K200_M511K385,BCH385整块200,385整块200,STYLE_4,200,511,385,14,1,326,0.61349693251533743,1,3.25,2.5932380856891371,4.138423912600234,0.3856182760536066,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K385_1,0,5000,1000000,44565,3802,3802,0,0,1198,0.044565,0.76039999999999996,36516600,439439300,7303,87887,81600,126200,234700,959000,1305433466086989427,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K200_M511K385,BCH385整块200,385整块200,STYLE_4,200,511,385,14,1,326,0.61349693251533743,2,4,3.0820692411160491,4.888423912600234,0.32445734400110027,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K385_2,0,5000,1000000,16297,1550,1550,0,0,3450,0.016296999999999999,0.31,35611800,407178000,7122,81435,76200,117000,217700,789700,6347045640725955767,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K200_M511K385,BCH385整块200,385整块200,STYLE_4,200,511,385,14,1,326,0.61349693251533743,3,4.75,3.6630461581815457,5.638423912600234,0.27299683291362953,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K385_3,0,5094,1018800,1936,200,200,0,0,4894,0.001900274833137024,0.039261876717707103,36429100,344413600,7151,67611,62300,96200,179400,1654100,5384157267920190792,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K200_M511K385,BCH385整块200,385整块200,STYLE_4,200,511,385,14,1,326,0.61349693251533743,4,5.5,4.3535385182033801,6.388423912600234,0.22969820889805298,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K200_M511K385_4,0,50000,10000000,723,78,78,0,0,49922,7.2299999999999996e-05,0.00156,303119700,2686324100,6062,53726,50700,77700,121400,1482500,3902776609030867505,MAX_FRAMES_REACHED
stage06_awgn_formal,K300_S15,BCH15分块300,分块300,STYLE_1,300,15,11,1,28,420,0.7142857142857143,0,5,4.5175395145262565,6.5490195998574317,0.22135943621178655,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_S15_0,0,5000,1500000,7643,2516,0,2516,0,2484,0.0050953333333333337,0.50319999999999998,26367900,62993300,5273,12598,11500,17900,34700,641000,2908129491496842402,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_S15,BCH15分块300,分块300,STYLE_1,300,15,11,1,28,420,0.7142857142857143,1,6,5.6872452936213893,7.5490195998574317,0.17583205020567061,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_S15_1,0,5000,1500000,2156,890,0,890,0,4110,0.0014373333333333334,0.17799999999999999,29553700,66085200,5910,13217,13400,17400,30200,914700,8253793691878297002,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_S15,BCH15分块300,分块300,STYLE_1,300,15,11,1,28,420,0.7142857142857143,2,7,7.1598176232467452,8.5490195998574325,0.1396683620478216,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_S15_2,0,5037,1511100,442,200,0,200,0,4837,0.00029250215075110847,0.039706174310105223,28466700,61284800,5651,12166,12100,17200,33300,153300,7425911889026350277,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_S15,BCH15分块300,分块300,STYLE_1,300,15,11,1,28,420,0.7142857142857143,3,8,9.0136763497170485,9.5490195998574325,0.11094252347227791,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_S15_3,0,39399,11819700,437,200,0,200,0,39199,3.6972173574625414e-05,0.0050762709713444501,235377600,498361000,5974,12649,11800,17600,39900,1757800,15647520523671782913,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_S15,BCH15分块300,分块300,STYLE_1,300,15,11,1,28,420,0.7142857142857143,4,9,11.347546210346881,10.549019599857433,0.088124778825591693,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_S15_4,0,50000,15000000,58,25,0,25,0,49975,3.8666666666666664e-06,0.00050000000000000001,284399800,606270700,5687,12125,12100,16600,31800,774200,3125759944899439918,MAX_FRAMES_REACHED
stage06_awgn_formal,K300_M255K207,BCH255双块300,255双块300,STYLE_2,300,255,207,6,2,396,0.75757575757575757,0,3.5,3.3920017251035444,5.3045606445813132,0.2948111708196357,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M255K207_0,0,5000,1500000,30904,3611,3607,4,0,1389,0.020602666666666665,0.72219999999999995,32751100,180262500,6550,36052,34600,47500,79000,1245200,4672548671507209063,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M255K207,BCH255双块300,255双块300,STYLE_2,300,255,207,6,2,396,0.75757575757575757,1,4.25,4.0314016057557724,6.0545606445813132,0.24805268683037313,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M255K207_1,0,5000,1500000,9545,1476,1476,0,0,3524,0.0063633333333333337,0.29520000000000002,32198500,164908800,6439,32981,30800,45300,72700,445200,15941489515079142591,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M255K207,BCH255双块300,255双块300,STYLE_2,300,255,207,6,2,396,0.75757575757575757,2,5,4.7913297881339085,6.8045606445813132,0.20871032557111302,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M255K207_2,0,5000,1500000,1395,237,237,0,0,4763,0.00093000000000000005,0.047399999999999998,32894700,144764200,6578,28952,27200,41000,64300,302100,11002559017914716123,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M255K207,BCH255双块300,255双块300,STYLE_2,300,255,207,6,2,396,0.75757575757575757,3,5.75,5.6945061255824863,7.5545606445813132,0.17560785394672146,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M255K207_3,0,50000,15000000,872,159,159,0,0,49841,5.8133333333333335e-05,0.0031800000000000001,341004300,1353200500,6820,27064,25600,38000,62900,649500,16885626220029250774,MAX_FRAMES_REACHED
stage06_awgn_formal,K300_M255K207,BCH255双块300,255双块300,STYLE_2,300,255,207,6,2,396,0.75757575757575757,4,6.5,6.7679332144085329,8.3045606445813132,0.1477555951455104,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M255K207_4,0,50000,15000000,43,7,7,0,0,49993,2.8666666666666666e-06,0.00013999999999999999,358400700,1278046900,7168,25560,24200,34500,60800,2243900,686557967593665998,MAX_FRAMES_REACHED
stage06_awgn_formal,K300_M511K421,BCH421整块300,421整块300,STYLE_3,300,511,421,10,1,390,0.76923076923076927,0,4,3.8644406638608926,5.8708664335714449,0.25876966085977321,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K421_0,0,5000,1500000,18241,1850,1850,0,0,3150,0.012160666666666667,0.37,34706300,282105400,6941,56421,55400,72800,115000,749100,17770683775736186193,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M511K421,BCH421整块300,421整块300,STYLE_3,300,511,421,10,1,390,0.76923076923076927,1,4.4000000000000004,4.2372749282125648,6.2708664335714452,0.23600073560056581,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K421_1,0,5000,1500000,6880,736,736,0,0,4264,0.0045866666666666668,0.1472,35603400,259121700,7120,51824,49800,68400,116300,514000,9869074855149363295,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M511K421,BCH421整块300,421整块300,STYLE_3,300,511,421,10,1,390,0.76923076923076927,2,4.7999999999999998,4.6460795698492561,6.6708664335714438,0.21523522896368419,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K421_2,0,5000,1500000,2115,241,241,0,0,4759,0.00141,0.0482,35368900,239625900,7073,47925,45700,65000,113100,347500,17627029413124696757,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M511K421,BCH421整块300,421整块300,STYLE_3,300,511,421,10,1,390,0.76923076923076927,3,5.2000000000000002,5.0943249458860178,7.0708664335714442,0.19629686182613101,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K421_3,0,24731,7419300,1809,200,200,0,0,24531,0.00024382354130443574,0.0080870162953378347,175301900,1089534700,7088,44055,40800,61600,103100,11126100,15456301492719835511,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M511K421,BCH421整块300,421整块300,STYLE_3,300,511,421,10,1,390,0.76923076923076927,4,5.5,5.4586675266703928,7.3708664335714449,0.18319489053218946,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K421_4,0,50000,15000000,856,96,96,0,0,49904,5.7066666666666667e-05,0.00192,349209100,2063047900,6984,41260,38200,59200,98000,2195300,10339475474056528832,MAX_FRAMES_REACHED
stage06_awgn_formal,K300_M511K385,BCH385整块300,385整块300,STYLE_4,300,511,385,14,1,426,0.70422535211267601,0,3,2.8102286126322245,4.4874165128092471,0.35584293587536336,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K385_0,0,5000,1500000,66516,4530,4530,0,0,470,0.044344000000000001,0.90600000000000003,40616000,426438500,8123,85287,84100,107700,159500,822300,11070980721635859434,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M511K385,BCH385整块300,385整块300,STYLE_4,300,511,385,14,1,426,0.70422535211267601,1,3.75,3.3399629657206402,5.2374165128092471,0.29940451743429347,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K385_1,0,5000,1500000,29155,2367,2367,0,0,2633,0.019436666666666668,0.47339999999999999,38977500,400896900,7795,80179,75400,109500,167800,633700,9968966202818796958,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M511K385,BCH385整块300,385整块300,STYLE_4,300,511,385,14,1,426,0.70422535211267601,2,4.5,3.9695534243161319,5.9874165128092471,0.25191750635583859,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K385_2,0,5000,1500000,4117,361,361,0,0,4639,0.0027446666666666665,0.0722,39092100,355214900,7818,71042,68600,96200,139200,616800,15121376238960676254,TARGET_FRAME_ERRORS_REACHED
stage06_awgn_formal,K300_M511K385,BCH385整块300,385整块300,STYLE_4,300,511,385,14,1,426,0.70422535211267601,3,5.25,4.7178230867299664,6.7374165128092471,0.21196216594317516,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K385_3,0,50000,15000000,1318,120,120,0,0,49880,8.786666666666667e-05,0.0023999999999999998,390798600,2990460900,7815,59809,56700,84100,125900,1714200,9640576369654968694,MAX_FRAMES_REACHED
stage06_awgn_formal,K300_M511K385,BCH385整块300,385整块300,STYLE_4,300,511,385,14,1,426,0.70422535211267601,4,6,5.6071432472323552,7.4874165128092471,0.17834393663718021,2026072706,9a91f87c7ab562d740695d5222d00e0fc15dfef346623dfe61a2962439dfbdcb,7c1f21fdbcca40e4248f7fd21c241078cd964357,formal_K300_M511K385_4,0,50000,15000000,0,0,0,0,0,50000,0,0,396902200,2657664000,7938,53153,49700,73700,115600,13491700,10292495450079799529,MAX_FRAMES_REACHED
