caseId,algorithm,decoder,payloadBits,actualLength,actualRate,Zc,fillerBits,parityLength,rankHp,rateMatching,rateRecover,interleaving,maxIterations,earlyStopPolicy,alpha,esN0Db,ebN0Db,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxIterationsUsed,earlyStopRate,maxIterationRate,correctValid,wrongValid,correctInvalid,wrongInvalid,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,edgeMessageUpdates,checkNodeUpdates,variableNodeUpdates,tanhCount,atanhCount,atanhClampCount,absCount,comparisonCount,min1Min2Count,signCount,alphaScaleCount,decoderMemoryBytes,payloadHash,codewordHash,llrHash,configHash,sourceRunId,sourceFile,sourceSha256
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,-2.5,0.21066772286537994,1000,41171,1000,0.13723666666666667,1.0,32.0,32.0,32.0,32,0.0,1.0,0,0,0,1000,2247.0137,2210.3,3508.17,6672.9,25088000,3584000,25088000,50176000,25088000,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,7648873446890196973,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,-2.5,0.21066772286537994,1000,43237,1000,0.14412333333333333,1.0,27.986,32.0,32.0,32,0.139,0.861,0,139,0,861,437.0684,497.45,677.8499999999999,2125.1,21941024,3134432,21941024,0,0,0,21941024,43882048,13147702,21941024,21941024,11312,14894215742951263112,9310751698180970364,7648873446890196973,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,-2.0,0.7106677228653799,1000,36367,1000,0.12122333333333334,1.0,32.0,32.0,32.0,32,0.0,1.0,0,0,0,1000,2252.4512,2184.0,3581.0299999999993,5178.3,25088000,3584000,25088000,50176000,25088000,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,10474111594519879137,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,-2.0,0.7106677228653799,1000,38362,1000,0.12787333333333334,1.0,27.478,32.0,32.0,32,0.156,0.844,0,156,0,844,428.228,480.55,764.0099999999996,1281.2,21542752,3077536,21542752,0,0,0,21542752,43085504,12918391,21542752,21542752,11312,14894215742951263112,9310751698180970364,10474111594519879137,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,-1.5,1.21066772286538,1000,31523,1000,0.10507666666666667,1.0,32.0,32.0,32.0,32,0.0,1.0,0,0,0,1000,2148.5082,2167.75,3248.0149999999994,5808.3,25088000,3584000,25088000,50176000,25088000,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,8255564222417336838,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,-1.5,1.21066772286538,1000,33057,1000,0.11019,1.0,26.737,32.0,32.0,32,0.182,0.818,0,182,0,818,410.6692,480.8,701.8199999999994,1811.0,20961808,2994544,20961808,0,0,0,20961808,41923616,12590571,20961808,20961808,11312,14894215742951263112,9310751698180970364,8255564222417336838,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,-1.0,1.71066772286538,1000,26711,1000,0.08903666666666667,1.0,32.0,32.0,32.0,32,0.0,1.0,0,0,0,1000,2102.0011,2156.5,3110.4549999999995,11833.8,25088000,3584000,25088000,50176000,25088000,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,5397032558257194880,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,-1.0,1.71066772286538,1000,27951,1000,0.09317,1.0,26.33,32.0,32.0,32,0.195,0.805,0,195,0,805,393.07590000000005,471.0,625.0799999999998,2007.6,20642720,2948960,20642720,0,0,0,20642720,41285440,12408755,20642720,20642720,11312,14894215742951263112,9310751698180970364,5397032558257194880,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,-0.5,2.21066772286538,1000,22109,1000,0.07369666666666666,1.0,32.0,32.0,32.0,32,0.0,1.0,0,0,0,1000,2076.4807,2164.7,3001.41,4844.2,25088000,3584000,25088000,50176000,25088000,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,6699738050037949524,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,-0.5,2.21066772286538,1000,23072,1000,0.07690666666666666,1.0,25.319,32.0,32.0,32,0.229,0.771,0,229,0,771,376.4276,427.8,628.0049999999999,1232.2,19850096,2835728,19850096,0,0,0,19850096,39700192,11944109,19850096,19850096,11312,14894215742951263112,9310751698180970364,6699738050037949524,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,0.0,2.71066772286538,1000,17483,1000,0.058276666666666664,1.0,32.0,32.0,32.0,32,0.0,1.0,0,0,0,1000,2146.5536,2182.1,3169.465,4537.6,25088000,3584000,25088000,50176000,25088000,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,16451782069040659358,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,0.0,2.71066772286538,1000,18189,1000,0.06063,1.0,23.391,32.0,32.0,32,0.295,0.705,0,295,0,705,371.4565,440.75,662.0249999999997,3269.3,18338544,2619792,18338544,0,0,0,18338544,36677088,11055721,18338544,18338544,11312,14894215742951263112,9310751698180970364,16451782069040659358,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,0.5,3.21066772286538,1000,13419,999,0.04473,0.999,31.94,32.0,32.0,32,0.002,0.998,0,2,1,997,2198.8428,2172.0,3322.209999999999,16938.8,25040960,3577280,25040960,50081920,25040960,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,1847027228780840914,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,0.5,3.21066772286538,1000,13871,999,0.04623666666666667,0.999,21.803,32.0,32.0,32,0.347,0.653,1,346,0,653,339.6576,375.05,610.0049999999994,2604.6,17093552,2441936,17093552,0,0,0,17093552,34187104,10305206,17093552,17093552,11312,14894215742951263112,9310751698180970364,1847027228780840914,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,1.0,3.71066772286538,1000,9815,998,0.032716666666666665,0.998,31.285,32.0,32.0,32,0.024,0.976,1,23,1,975,2116.4814,2161.1,3133.3149999999996,6399.2,24527440,3503920,24527440,49054880,24527440,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,12582115941906892720,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,1.0,3.71066772286538,1000,10054,999,0.03351333333333333,0.999,19.953,32.0,32.0,32,0.408,0.592,1,407,0,592,312.981,326.75,620.3699999999999,2594.1,15643152,2234736,15643152,0,0,0,15643152,31286304,9455101,15643152,15643152,11312,14894215742951263112,9310751698180970364,12582115941906892720,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,1.5,4.21066772286538,1000,6730,991,0.022433333333333333,0.991,28.991,32.0,32.0,32,0.101,0.899,6,95,3,896,1896.3573999999999,2103.1000000000004,3101.1349999999993,5735.6,22728944,3246992,22728944,45457888,22728944,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,7533676419093219325,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,1.5,4.21066772286538,1000,6926,990,0.023086666666666665,0.99,15.824,3.0,32.0,32,0.544,0.456,9,535,1,455,238.2156,63.7,571.9849999999999,1136.1,12406016,1772288,12406016,0,0,0,12406016,24812032,7510499,12406016,12406016,11312,14894215742951263112,9310751698180970364,7533676419093219325,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,2.0,4.71066772286538,1000,4380,944,0.0146,0.944,23.021,32.0,32.0,32,0.3,0.7,36,264,20,680,1506.4432,1743.4499999999998,2914.7149999999992,6802.9,18048464,2578352,18048464,36096928,18048464,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,17210875901085520301,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,2.0,4.71066772286538,1000,4453,944,0.014843333333333333,0.944,12.817,2.0,32.0,32,0.641,0.359,49,592,7,352,195.79420000000002,47.0,540.415,1467.4,10048528,1435504,10048528,0,0,0,10048528,20097056,6096680,10048528,10048528,11312,14894215742951263112,9310751698180970364,17210875901085520301,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,2.5,5.21066772286538,1000,2693,831,0.008976666666666668,0.831,14.441,2.0,32.0,32,0.584,0.416,135,449,34,382,803.8155,150.5,2204.505,5383.5,11321744,1617392,11321744,22643488,11321744,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,10996885027300446659,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,2.5,5.21066772286538,1000,2728,830,0.009093333333333333,0.83,9.033,2.0,32.0,32,0.764,0.236,156,608,14,222,126.4194,37.8,503.55999999999995,1267.0,7081872,1011696,7081872,0,0,0,7081872,14163744,4300178,7081872,7081872,11312,14894215742951263112,9310751698180970364,10996885027300446659,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,3.0,5.71066772286538,1000,1472,626,0.004906666666666667,0.626,8.679,2.0,32.0,32,0.77,0.23,336,434,38,192,473.27770000000004,97.30000000000001,2065.6099999999997,3074.2,6804336,972048,6804336,13608672,6804336,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,13458439868135765385,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,3.0,5.71066772286538,1000,1485,624,0.00495,0.624,7.375,2.0,32.0,32,0.813,0.187,343,470,33,154,98.7114,28.2,480.0,1167.8,5782000,826000,5782000,0,0,0,5782000,11564000,3515221,5782000,5782000,11312,14894215742951263112,9310751698180970364,13458439868135765385,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
