organization,rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
C_CONT_100x3,R12,-4.0,-4.0,-0.9036983257410122,0.4901960784313725,1.2559432157547905,100,3,1000,86494,1000,0.2883133333333333,1.0,0.2866951220966754,0.2899369657379931,0.9961732415144448,1.0,0.31230000000000002,0.28462307692307692,1.0972406151185103,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1530.7715000000003,1531.7,2161.2,7850.1,5,0.0,612,26112,143998000,866000,4706013249362863171,2026072001,2026072904,0-999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R12,-4.0,-4.0,-0.9036983257410122,0.4901960784313725,1.2559432157547905,150,2,1000,86494,1000,0.2883133333333333,1.0,0.2866951220966754,0.2899369657379931,0.9961732415144448,1.0,0.30645,0.28701785714285716,1.0677036023144404,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1508.7377999999997,1524.6,2053.1,6174.4,5,0.0,612,26112,143998000,866000,152492224671326351,2026072001,2026072904,0-999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-3.5,-3.5,-0.4036983257410122,0.4901960784313725,1.1193605692841695,300,1,1000,64512,997,0.21504,0.997,0.2135734725531653,0.2165138251007594,0.9912169859464968,0.9989792161188614,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,442.6954000000002,435.2,630.1,2389.3,5,0.0014705882352941,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-3.5,-3.5,-0.4036983257410122,0.4901960784313725,1.1193605692841695,50,6,1000,64634,997,0.2154466666666666,0.997,0.213979125786383,0.2169214947863867,0.9912169859464968,0.9989792161188614,0.23008999999999999,0.208125,1.1055375375375374,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1558.7870000000005,1558.8,2077.7,7486.5,5,0.0014705882352941,612,26112,143998000,866000,5485007781413027035,2026072001,2026072904,0-999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R12,-3.5,-3.5,-0.4036983257410122,0.4901960784313725,1.1193605692841695,100,3,1000,64634,997,0.2154466666666666,0.997,0.213979125786383,0.2169214947863867,0.9912169859464968,0.9989792161188614,0.23502500000000001,0.21243461538461539,1.1063404124345952,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1535.5173000000004,1521.4,2089.6,19470.6,5,0.0014705882352941,612,26112,143998000,866000,4706013249362863171,2026072001,2026072904,0-999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R12,-3.5,-3.5,-0.4036983257410122,0.4901960784313725,1.1193605692841695,150,2,1000,64634,997,0.2154466666666666,0.997,0.213979125786383,0.2169214947863867,0.9912169859464968,0.9989792161188614,0.22819999999999999,0.21453571428571427,1.0636923589145997,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1525.3970999999992,1534.8,2073.3,4174.2,5,0.0014705882352941,612,26112,143998000,866000,152492224671326351,2026072001,2026072904,0-999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-3.0,-3.0,0.0963016742589877,0.4901960784313725,0.9976311574844398,300,1,1000,41501,971,0.1383366666666666,0.971,0.1371058475991816,0.1395767477142329,0.9586616416633058,0.9797335518433012,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,453.1860999999998,443.5,609.2,1758.4,5,0.0142156862745098,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-3.0,-3.0,0.0963016742589877,0.4901960784313725,0.9976311574844398,50,6,1000,41794,973,0.1393133333333333,0.973,0.1380788511830952,0.1405570524518077,0.9610012692469598,0.981378617225705,0.14953,0.13420499999999999,1.1141909764911888,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1596.6224999999995,1580.6,2031.8,3772.7,5,0.013235294117647,612,26112,143998000,866000,5485007781413027035,2026072001,2026072904,0-999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R12,-3.0,-3.0,0.0963016742589877,0.4901960784313725,0.9976311574844398,100,3,1000,41794,973,0.1393133333333333,0.973,0.1380788511830952,0.1405570524518077,0.9610012692469598,0.981378617225705,0.153725,0.13709615384615384,1.1212933090194979,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1571.0861999999993,1558.9,1993.9,3791.0,5,0.013235294117647,612,26112,143998000,866000,4706013249362863171,2026072001,2026072904,0-999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R12,-3.0,-3.0,0.0963016742589877,0.4901960784313725,0.9976311574844398,150,2,1000,41794,973,0.1393133333333333,0.973,0.1380788511830952,0.1405570524518077,0.9610012692469598,0.981378617225705,0.15154999999999999,0.13843928571428571,1.0947037123029693,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1594.571900000002,1572.3,2044.7,4446.6,5,0.013235294117647,612,26112,143998000,866000,152492224671326351,2026072001,2026072904,0-999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-2.5,-2.5,0.5963016742589877,0.4901960784313725,0.8891397050194613,300,1,1000,23415,865,0.0780499999999999,0.8649999999999999,0.0770954903242065,0.0790153155610881,0.8424178447972049,0.8847886215083399,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,465.6588999999996,450.9,652.5,1780.6,5,0.0661764705882352,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-2.5,-2.5,0.5963016742589877,0.4901960784313725,0.8891397050194613,50,6,1000,23444,871,0.0781466666666666,0.871,0.0771916118806186,0.0791125248624343,0.8487959904982231,0.890364554705495,0.083269999999999997,0.075584999999999999,1.1016736124892506,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1619.130600000006,1601.4,2059.7,3479.1,5,0.063235294117647,612,26112,143998000,866000,5485007781413027035,2026072001,2026072904,0-999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R12,-2.5,-2.5,0.5963016742589877,0.4901960784313725,0.8891397050194613,100,3,1000,23444,871,0.0781466666666666,0.871,0.0771916118806186,0.0791125248624343,0.8487959904982231,0.890364554705495,0.084125000000000005,0.077226923076923082,1.089322177399273,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1601.2611000000018,1581.8,2052.3,5408.4,5,0.063235294117647,612,26112,143998000,866000,4706013249362863171,2026072001,2026072904,0-999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R12,-2.5,-2.5,0.5963016742589877,0.4901960784313725,0.8891397050194613,150,2,1000,23444,871,0.0781466666666666,0.871,0.0771916118806186,0.0791125248624343,0.8487959904982231,0.890364554705495,0.085150000000000003,0.077646428571428575,1.0966376891587324,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1596.9001999999998,1576.2,2027.8,4088.9,5,0.063235294117647,612,26112,143998000,866000,152492224671326351,2026072001,2026072904,0-999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-2.0,-2.0,1.0963016742589875,0.4901960784313725,0.7924465962305566,300,1,1000,10725,633,0.0357499999999999,0.633,0.0350915364885397,0.0364203526742711,0.6026706264751108,0.6623114557677315,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,457.5328999999999,446.5,630.6,1348.9,5,0.1799019607843137,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-2.0,-2.0,1.0963016742589875,0.4901960784313725,0.7924465962305566,50,6,1000,10698,636,0.0356599999999999,0.636,0.0350023434439008,0.0363295480237558,0.6057107726047039,0.6652483490872249,0.038309999999999997,0.034334999999999997,1.1157710790738313,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1627.5757000000017,1600.5,2058.7,5827.4,5,0.1784313725490195,612,26112,143998000,866000,5485007781413027035,2026072001,2026072904,0-999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R12,-2.0,-2.0,1.0963016742589875,0.4901960784313725,0.7924465962305566,100,3,1000,10698,636,0.0356599999999999,0.636,0.0350023434439008,0.0363295480237558,0.6057107726047039,0.6652483490872249,0.038175000000000001,0.035273076923076921,1.0822701995420347,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1605.3777999999995,1584.8,2051.0,3114.5,5,0.1784313725490195,612,26112,143998000,866000,4706013249362863171,2026072001,2026072904,0-999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R12,-2.0,-2.0,1.0963016742589875,0.4901960784313725,0.7924465962305566,150,2,1000,10698,636,0.0356599999999999,0.636,0.0350023434439008,0.0363295480237558,0.6057107726047039,0.6652483490872249,0.037699999999999997,0.035514285714285714,1.0615446500402252,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1605.1790999999996,1582.2,2062.9,3683.1,5,0.1784313725490195,612,26112,143998000,866000,152492224671326351,2026072001,2026072904,0-999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-1.5,-1.5,1.5963016742589875,0.4901960784313725,0.7062687723113771,300,1,1000,4257,391,0.0141899999999999,0.391,0.0137729487902231,0.0146194925111988,0.3612277495046385,0.4216064838452124,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,468.45499999999953,450.9,655.0,2771.7,5,0.2985294117647058,612,59776,39168000,306000,9450510713562636091,2026072001,2026072904,0-999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-1.5,-1.5,1.5963016742589875,0.4901960784313725,0.7062687723113771,50,6,1000,4279,392,0.0142633333333333,0.392,0.0138452048985276,0.0146939011915386,0.3622102251883648,0.4226163546445151,0.01555,0.01362,1.1417033773861966,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1633.643899999999,1601.8,2105.7,5670.4,5,0.2980392156862745,612,26112,143998000,866000,5485007781413027035,2026072001,2026072904,0-999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R12,-1.5,-1.5,1.5963016742589875,0.4901960784313725,0.7062687723113771,100,3,1000,4279,392,0.0142633333333333,0.392,0.0138452048985276,0.0146939011915386,0.3622102251883648,0.4226163546445151,0.016799999999999999,0.013873076923076924,1.2109786526199056,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1619.3397999999986,1593.5,2101.2,2831.3,5,0.2980392156862745,612,26112,143998000,866000,4706013249362863171,2026072001,2026072904,0-999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R12,-1.5,-1.5,1.5963016742589875,0.4901960784313725,0.7062687723113771,150,2,1000,4279,392,0.0142633333333333,0.392,0.0138452048985276,0.0146939011915386,0.3622102251883648,0.4226163546445151,0.016250000000000001,0.014121428571428571,1.1507334344967122,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1625.4594000000006,1596.7,2081.0,3201.5,5,0.2980392156862745,612,26112,143998000,866000,152492224671326351,2026072001,2026072904,0-999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-1.0,-1.0,2.096301674258988,0.4901960784313725,0.6294627058970836,300,1,1092,1672,200,0.0051037851037851,0.1831501831501831,0.0048655086336242,0.0053536678079972,0.1613332631071269,0.2071885295026307,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,425.826007326007,425.9,559.9,1013.8,5,0.400416576887165,612,59776,42771456,334152,11975849336440344023,2026072001,2026072904,0-1091,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-1.0,-1.0,2.096301674258988,0.4901960784313725,0.6294627058970836,50,6,1092,1672,200,0.0051037851037851,0.1831501831501831,0.0048655086336242,0.0053536678079972,0.1613332631071269,0.2071885295026307,0.006080586080586081,0.0046153846153846158,1.3174603174603174,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1515.097527472528,1518.2,1898.9,6118.0,5,0.400416576887165,612,26112,157245816,945672,8665677735450060583,2026072001,2026072904,0-1091,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R12,-1.0,-1.0,2.096301674258988,0.4901960784313725,0.6294627058970836,100,3,1092,1672,200,0.0051037851037851,0.1831501831501831,0.0048655086336242,0.0053536678079972,0.1613332631071269,0.2071885295026307,0.0057234432234432231,0.0050084530853761623,1.1427566807313643,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1500.1619047619038,1513.5,1870.5,2999.1,5,0.400416576887165,612,26112,157245816,945672,17625356810186359291,2026072001,2026072904,0-1091,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R12,-1.0,-1.0,2.096301674258988,0.4901960784313725,0.6294627058970836,150,2,1092,1672,200,0.0051037851037851,0.1831501831501831,0.0048655086336242,0.0053536678079972,0.1613332631071269,0.2071885295026307,0.0060897435897435898,0.0050333594976452118,1.2098765432098766,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1485.9856227106222,1498.7,1827.7,3333.1,5,0.400416576887165,612,26112,157245816,945672,9352981778594531551,2026072001,2026072904,0-1091,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,-0.5,-0.5,2.596301674258988,0.4901960784313725,0.5610092271509816,300,1,3368,1356,200,0.0013420427553444,0.0593824228028503,0.0012725308676431,0.0014153463428191,0.0518914376638513,0.0678773782050709,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,416.8630344418051,420.9,542.7,3640.2,5,0.4610870476456616,612,59776,131917824,1030608,14277203041277507835,2026072001,2026072904,0-3367,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,-0.5,-0.5,2.596301674258988,0.4901960784313725,0.5610092271509816,50,6,3368,1356,200,0.0013420427553444,0.0593824228028503,0.0012725308676431,0.0014153463428191,0.0518914376638513,0.0678773782050709,0.0014340855106888361,0.0012960213776722091,1.1065292096219932,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1469.4881828978582,1500.0,1790.9,4985.5,5,0.4610870476456616,612,26112,484985264,2916688,18060018485709190075,2026072001,2026072904,0-3367,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R12,-0.5,-0.5,2.596301674258988,0.4901960784313725,0.5610092271509816,100,3,3368,1356,200,0.0013420427553444,0.0593824228028503,0.0012725308676431,0.0014153463428191,0.0518914376638513,0.0678773782050709,0.0011282660332541568,0.0013749314818198429,0.82059800664451821,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1457.683461995248,1491.2,1806.8,3792.2,5,0.4610870476456616,612,26112,484985264,2916688,2397042994885271239,2026072001,2026072904,0-3367,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R12,-0.5,-0.5,2.596301674258988,0.4901960784313725,0.5610092271509816,150,2,3368,1356,200,0.0013420427553444,0.0593824228028503,0.0012725308676431,0.0014153463428191,0.0518914376638513,0.0678773782050709,0.0014548693586698338,0.0013339837122497455,1.0906200317965025,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1450.3032066508315,1484.2,1800.7,2827.4,5,0.4610870476456616,612,26112,484985264,2916688,10022230307553883071,2026072001,2026072904,0-3367,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R12,0.0,0.0,3.096301674258988,0.4901960784313725,0.5,300,1,11368,1087,200,0.0003187309406521,0.0175932441942294,0.0003003407047178,0.0003382468526692,0.0153344118367768,0.0201779948638502,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,453.9741819141456,428.6,609.6,5489.0,5,0.4815719391204758,612,59776,445261824,3478608,3872936703428441275,2026072001,2026072904,0-11367,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R12,0.0,0.0,3.096301674258988,0.4901960784313725,0.5,50,6,11368,1087,200,0.0003187309406521,0.0175932441942294,0.0003003407047178,0.0003382468526692,0.0153344118367768,0.0201779948638502,0.00033251231527093596,0.0003118402533427164,1.0662905500705218,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1603.3937368050686,1531.7,1988.2,12827.8,5,0.4815719391204758,612,26112,1636969264,9844688,18023254350807432499,2026072001,2026072904,0-11367,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R12,0.0,0.0,3.096301674258988,0.4901960784313725,0.5,100,3,11368,1087,200,0.0003187309406521,0.0175932441942294,0.0003003407047178,0.0003382468526692,0.0153344118367768,0.0201779948638502,0.00038045390570021112,0.00030923509987549399,1.2303063457330414,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1592.749868050672,1523.6,1980.8,15138.1,5,0.4815719391204758,612,26112,1636969264,9844688,2147204451796260951,2026072001,2026072904,0-11367,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R12,0.0,0.0,3.096301674258988,0.4901960784313725,0.5,150,2,11368,1087,200,0.0003187309406521,0.0175932441942294,0.0003003407047178,0.0003382468526692,0.0153344118367768,0.0201779948638502,0.00020672061928219565,0.00032673167789283201,0.63269230769230766,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1593.4241203377935,1523.7,1977.4,13071.6,5,0.4815719391204758,612,26112,1636969264,9844688,10453429803049020627,2026072001,2026072904,0-11367,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,TARGET_ERRORS_REACHED
