messageIndex,errorPosition,receivedBits,syndromeBefore,syndromeAfter,lookupHit,correctedPosition,status,correctedCodeword,decodedMessage
832,3,011110000000101,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,4,011000000000101,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,5,011011000000101,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,6,011010100000101,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,7,011010010000101,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,8,011010001000101,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,9,011010000100101,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,10,011010000010101,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,11,011010000001101,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,12,011010000000001,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,13,011010000000111,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
832,14,011010000000100,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010000000101,01101000000
833,0,111010000010110,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,1,001010000010110,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,2,010010000010110,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,3,011110000010110,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,4,011000000010110,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,5,011011000010110,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,6,011010100010110,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,7,011010010010110,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,8,011010001010110,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,9,011010000110110,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,10,011010000000110,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,11,011010000011110,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,12,011010000010010,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,13,011010000010100,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
833,14,011010000010111,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010000010110,01101000001
834,0,111010000100011,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,1,001010000100011,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,2,010010000100011,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,3,011110000100011,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,4,011000000100011,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,5,011011000100011,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,6,011010100100011,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,7,011010010100011,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,8,011010001100011,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,9,011010000000011,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,10,011010000110011,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,11,011010000101011,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,12,011010000100111,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,13,011010000100001,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
834,14,011010000100010,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010000100011,01101000010
835,0,111010000110000,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,1,001010000110000,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,2,010010000110000,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,3,011110000110000,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,4,011000000110000,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,5,011011000110000,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,6,011010100110000,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,7,011010010110000,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,8,011010001110000,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,9,011010000010000,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,10,011010000100000,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,11,011010000111000,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,12,011010000110100,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,13,011010000110010,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
835,14,011010000110001,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010000110000,01101000011
836,0,111010001001001,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,1,001010001001001,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,2,010010001001001,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,3,011110001001001,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,4,011000001001001,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,5,011011001001001,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,6,011010101001001,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,7,011010011001001,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,8,011010000001001,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,9,011010001101001,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,10,011010001011001,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,11,011010001000001,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,12,011010001001101,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,13,011010001001011,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
836,14,011010001001000,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010001001001,01101000100
837,0,111010001011010,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,1,001010001011010,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,2,010010001011010,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,3,011110001011010,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,4,011000001011010,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,5,011011001011010,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,6,011010101011010,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,7,011010011011010,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,8,011010000011010,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,9,011010001111010,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,10,011010001001010,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,11,011010001010010,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,12,011010001011110,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,13,011010001011000,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
837,14,011010001011011,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010001011010,01101000101
838,0,111010001101111,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,1,001010001101111,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,2,010010001101111,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,3,011110001101111,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,4,011000001101111,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,5,011011001101111,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,6,011010101101111,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,7,011010011101111,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,8,011010000101111,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,9,011010001001111,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,10,011010001111111,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,11,011010001100111,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,12,011010001101011,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,13,011010001101101,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
838,14,011010001101110,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010001101111,01101000110
839,0,111010001111100,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,1,001010001111100,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,2,010010001111100,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,3,011110001111100,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,4,011000001111100,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,5,011011001111100,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,6,011010101111100,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,7,011010011111100,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,8,011010000111100,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,9,011010001011100,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,10,011010001101100,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,11,011010001110100,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,12,011010001111000,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,13,011010001111110,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
839,14,011010001111101,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010001111100,01101000111
840,0,111010010001110,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,1,001010010001110,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,2,010010010001110,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,3,011110010001110,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,4,011000010001110,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,5,011011010001110,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,6,011010110001110,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,7,011010000001110,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,8,011010011001110,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,9,011010010101110,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,10,011010010011110,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,11,011010010000110,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,12,011010010001010,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,13,011010010001100,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
840,14,011010010001111,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010010001110,01101001000
841,0,111010010011101,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,1,001010010011101,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,2,010010010011101,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,3,011110010011101,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,4,011000010011101,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,5,011011010011101,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,6,011010110011101,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,7,011010000011101,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,8,011010011011101,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,9,011010010111101,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,10,011010010001101,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,11,011010010010101,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,12,011010010011001,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,13,011010010011111,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
841,14,011010010011100,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010010011101,01101001001
842,0,111010010101000,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,1,001010010101000,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,2,010010010101000,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,3,011110010101000,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,4,011000010101000,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,5,011011010101000,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,6,011010110101000,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,7,011010000101000,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,8,011010011101000,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,9,011010010001000,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,10,011010010111000,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,11,011010010100000,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,12,011010010101100,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,13,011010010101010,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
842,14,011010010101001,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010010101000,01101001010
843,0,111010010111011,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,1,001010010111011,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,2,010010010111011,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,3,011110010111011,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,4,011000010111011,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,5,011011010111011,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,6,011010110111011,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,7,011010000111011,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,8,011010011111011,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,9,011010010011011,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,10,011010010101011,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,11,011010010110011,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,12,011010010111111,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,13,011010010111001,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
843,14,011010010111010,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010010111011,01101001011
844,0,111010011000010,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,1,001010011000010,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,2,010010011000010,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,3,011110011000010,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,4,011000011000010,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,5,011011011000010,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,6,011010111000010,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,7,011010001000010,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,8,011010010000010,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,9,011010011100010,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,10,011010011010010,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,11,011010011001010,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,12,011010011000110,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,13,011010011000000,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
844,14,011010011000011,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010011000010,01101001100
845,0,111010011010001,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,1,001010011010001,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,2,010010011010001,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,3,011110011010001,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,4,011000011010001,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,5,011011011010001,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,6,011010111010001,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,7,011010001010001,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,8,011010010010001,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,9,011010011110001,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,10,011010011000001,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,11,011010011011001,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,12,011010011010101,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,13,011010011010011,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
845,14,011010011010000,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010011010001,01101001101
846,0,111010011100100,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,1,001010011100100,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,2,010010011100100,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,3,011110011100100,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,4,011000011100100,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,5,011011011100100,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,6,011010111100100,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,7,011010001100100,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,8,011010010100100,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,9,011010011000100,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,10,011010011110100,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,11,011010011101100,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,12,011010011100000,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,13,011010011100110,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
846,14,011010011100101,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010011100100,01101001110
847,0,111010011110111,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,1,001010011110111,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,2,010010011110111,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,3,011110011110111,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,4,011000011110111,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,5,011011011110111,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,6,011010111110111,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,7,011010001110111,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,8,011010010110111,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,9,011010011010111,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,10,011010011100111,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,11,011010011111111,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,12,011010011110011,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,13,011010011110101,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
847,14,011010011110110,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010011110111,01101001111
848,0,111010100000000,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,1,001010100000000,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,2,010010100000000,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,3,011110100000000,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,4,011000100000000,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,5,011011100000000,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,6,011010000000000,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,7,011010110000000,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,8,011010101000000,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,9,011010100100000,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,10,011010100010000,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,11,011010100001000,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,12,011010100000100,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,13,011010100000010,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
848,14,011010100000001,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010100000000,01101010000
849,0,111010100010011,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,1,001010100010011,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,2,010010100010011,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,3,011110100010011,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,4,011000100010011,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,5,011011100010011,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,6,011010000010011,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,7,011010110010011,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,8,011010101010011,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,9,011010100110011,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,10,011010100000011,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,11,011010100011011,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,12,011010100010111,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,13,011010100010001,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
849,14,011010100010010,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010100010011,01101010001
850,0,111010100100110,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,1,001010100100110,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,2,010010100100110,1111,0000,true,2,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,3,011110100100110,1110,0000,true,3,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,4,011000100100110,0111,0000,true,4,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,5,011011100100110,1010,0000,true,5,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,6,011010000100110,0101,0000,true,6,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,7,011010110100110,1011,0000,true,7,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,8,011010101100110,1100,0000,true,8,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,9,011010100000110,0110,0000,true,9,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,10,011010100110110,0011,0000,true,10,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,11,011010100101110,1000,0000,true,11,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,12,011010100100010,0100,0000,true,12,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,13,011010100100100,0010,0000,true,13,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
850,14,011010100100111,0001,0000,true,14,CORRECTED_SINGLE_ERROR,011010100100110,01101010010
851,0,111010100110101,1001,0000,true,0,CORRECTED_SINGLE_ERROR,011010100110101,01101010011
851,1,001010100110101,1101,0000,true,1,CORRECTED_SINGLE_ERROR,011010100110101,01101010011
