caseId,configurationId,snrIndex,targetSnrDb,cppDerivedEbN0Db,matlabDerivedEbN0Db,absoluteDifference,passed
K200_S15,BEST_LREP,3,1.5,3.03814864344529,3.03814864344529,0,1
K200_S15,BEST_LREP,4,2,3.53814864344529,3.53814864344529,0,1
K200_S15,BEST_LREP,5,2.5,4.03814864344529,4.03814864344529,0,1
K200_S15,BEST_LREP,6,3,4.53814864344529,4.53814864344529,0,1
K200_S15,BEST_LREP,7,3.5,5.03814864344529,5.03814864344529,0,1
K200_S15,BEST_LREP,8,4,5.53814864344529,5.53814864344529,0,1
K200_S15,BEST_LREP,9,4.5,6.03814864344529,6.03814864344529,0,1
K200_S15,BEST_LREP,10,5,6.53814864344529,6.53814864344529,0,1
K200_S15,BEST_LREP,11,5.5,7.03814864344529,7.03814864344529,0,1
K200_S15,BEST_LREP,12,6,7.53814864344529,7.53814864344529,0,1
K200_S15,BEST_LREP,13,6.5,8.03814864344529,8.03814864344529,0,1
K200_S15,BEST_LREP,14,7,8.53814864344529,8.53814864344529,0,1
K200_S15,BEST_LREP,15,7.5,9.03814864344529,9.03814864344529,0,1
K200_S15,BEST_LREP,16,8,9.53814864344529,9.53814864344529,0,1
K200_S15,BEST_LREP,17,8.5,10.0381486434453,10.0381486434453,0,1
K200_S15,BEST_LREP,18,9,10.5381486434453,10.5381486434453,0,1
K200_S15,BEST_LREP,19,9.5,11.0381486434453,11.0381486434453,0,1
K200_S15,BEST_LREP,20,10,11.5381486434453,11.5381486434453,0,1
K200_S15,BEST_LREP,21,10.5,12.0381486434453,12.0381486434453,0,1
K200_S15,BEST_LREP,22,11,12.5381486434453,12.5381486434453,0,1
K200_S15,BEST_LREP,23,11.5,13.0381486434453,13.0381486434453,0,1
K200_S15,BEST_LREP,24,12,13.5381486434453,13.5381486434453,0,1
K200_S15,BEST_LREP,25,12.5,14.0381486434453,14.0381486434453,0,1
K200_S15,BEST_LREP,26,13,14.5381486434453,14.5381486434453,0,1
K200_S15,BEST_LREP,27,13.5,15.0381486434453,15.0381486434453,0,1
K200_S15,BEST_LREP,28,14,15.5381486434453,15.5381486434453,0,1
K200_S15,BEST_LREP,29,14.5,16.0381486434453,16.0381486434453,0,1
K200_S15,BEST_LREP,30,15,16.5381486434453,16.5381486434453,0,1
K200_S15,BEST_LREP,31,15.5,17.0381486434453,17.0381486434453,0,1
K200_S15,BEST_LREP,32,16,17.5381486434453,17.5381486434453,0,1
K200_S15,BEST_LREP,33,16.5,18.0381486434453,18.0381486434453,0,1
K200_S15,BEST_LREP,34,17,18.5381486434453,18.5381486434453,0,1
K200_S15,BEST_LREP,35,17.5,19.0381486434453,19.0381486434453,0,1
K200_S15,BEST_LREP,36,18,19.5381486434453,19.5381486434453,0,1
K200_M255K207,NONE_L0,0,0,0.934216851622351,0.934216851622351,1.11022302462516e-16,1
K200_M255K207,NONE_L0,1,0.5,1.43421685162235,1.43421685162235,0,1
K200_M255K207,NONE_L0,2,1,1.93421685162235,1.93421685162235,0,1
K200_M255K207,NONE_L0,3,1.5,2.43421685162235,2.43421685162235,0,1
K200_M255K207,NONE_L0,4,2,2.93421685162235,2.93421685162235,0,1
K200_M255K207,NONE_L0,5,2.5,3.43421685162235,3.43421685162235,0,1
K200_M255K207,NONE_L0,6,3,3.93421685162235,3.93421685162235,0,1
K200_M255K207,NONE_L0,7,3.5,4.43421685162235,4.43421685162235,0,1
K200_M255K207,NONE_L0,8,4,4.93421685162235,4.93421685162235,0,1
K200_M255K207,NONE_L0,9,4.5,5.43421685162235,5.43421685162235,0,1
K200_M255K207,NONE_L0,10,5,5.93421685162235,5.93421685162235,0,1
K200_M255K207,NONE_L0,11,5.5,6.43421685162235,6.43421685162235,0,1
K200_M255K207,NONE_L0,12,6,6.93421685162235,6.93421685162235,0,1
K200_M255K207,NONE_L0,13,6.5,7.43421685162235,7.43421685162235,0,1
K200_M255K207,NONE_L0,14,7,7.93421685162235,7.93421685162235,0,1
K200_M255K207,NONE_L0,15,7.5,8.43421685162235,8.43421685162235,0,1
K200_M255K207,NONE_L0,16,8,8.93421685162235,8.93421685162235,0,1
K200_M255K207,NONE_L0,17,8.5,9.43421685162235,9.43421685162235,0,1
K200_M255K207,NONE_L0,18,9,9.93421685162235,9.93421685162235,0,1
K200_M255K207,NONE_L0,19,9.5,10.4342168516224,10.4342168516224,0,1
K200_M255K207,NONE_L0,20,10,10.9342168516224,10.9342168516224,0,1
K200_M255K207,NONE_L0,21,10.5,11.4342168516224,11.4342168516224,0,1
K200_M255K207,NONE_L0,22,11,11.9342168516224,11.9342168516224,0,1
K200_M255K207,NONE_L0,23,11.5,12.4342168516224,12.4342168516224,0,1
K200_M255K207,NONE_L0,24,12,12.9342168516224,12.9342168516224,0,1
K200_M255K207,NONE_L0,25,12.5,13.4342168516224,13.4342168516224,0,1
K200_M255K207,NONE_L0,26,13,13.9342168516224,13.9342168516224,0,1
K200_M255K207,NONE_L0,27,13.5,14.4342168516224,14.4342168516224,0,1
K200_M255K207,NONE_L0,28,14,14.9342168516224,14.9342168516224,0,1
K200_M255K207,NONE_L0,29,14.5,15.4342168516224,15.4342168516224,0,1
K200_M255K207,NONE_L0,30,15,15.9342168516224,15.9342168516224,0,1
K200_M255K207,NONE_L0,31,15.5,16.4342168516224,16.4342168516224,0,1
K200_M255K207,NONE_L0,32,16,16.9342168516224,16.9342168516224,0,1
K200_M255K207,NONE_L0,33,16.5,17.4342168516224,17.4342168516224,0,1
K200_M255K207,NONE_L0,34,17,17.9342168516224,17.9342168516224,0,1
K200_M255K207,NONE_L0,35,17.5,18.4342168516224,18.4342168516224,0,1
K200_M255K207,NONE_L0,36,18,18.9342168516224,18.9342168516224,0,1
K200_M255K207,NONE_LREP,0,0,0.934216851622351,0.934216851622351,1.11022302462516e-16,1
K200_M255K207,NONE_LREP,1,0.5,1.43421685162235,1.43421685162235,0,1
K200_M255K207,NONE_LREP,2,1,1.93421685162235,1.93421685162235,0,1
K200_M255K207,NONE_LREP,3,1.5,2.43421685162235,2.43421685162235,0,1
K200_M255K207,NONE_LREP,4,2,2.93421685162235,2.93421685162235,0,1
K200_M255K207,NONE_LREP,5,2.5,3.43421685162235,3.43421685162235,0,1
K200_M255K207,NONE_LREP,6,3,3.93421685162235,3.93421685162235,0,1
K200_M255K207,NONE_LREP,7,3.5,4.43421685162235,4.43421685162235,0,1
K200_M255K207,NONE_LREP,8,4,4.93421685162235,4.93421685162235,0,1
K200_M255K207,NONE_LREP,9,4.5,5.43421685162235,5.43421685162235,0,1
K200_M255K207,NONE_LREP,10,5,5.93421685162235,5.93421685162235,0,1
K200_M255K207,NONE_LREP,11,5.5,6.43421685162235,6.43421685162235,0,1
K200_M255K207,NONE_LREP,12,6,6.93421685162235,6.93421685162235,0,1
K200_M255K207,NONE_LREP,13,6.5,7.43421685162235,7.43421685162235,0,1
K200_M255K207,NONE_LREP,14,7,7.93421685162235,7.93421685162235,0,1
K200_M255K207,NONE_LREP,15,7.5,8.43421685162235,8.43421685162235,0,1
K200_M255K207,NONE_LREP,16,8,8.93421685162235,8.93421685162235,0,1
K200_M255K207,NONE_LREP,17,8.5,9.43421685162235,9.43421685162235,0,1
K200_M255K207,NONE_LREP,18,9,9.93421685162235,9.93421685162235,0,1
K200_M255K207,NONE_LREP,19,9.5,10.4342168516224,10.4342168516224,0,1
K200_M255K207,NONE_LREP,20,10,10.9342168516224,10.9342168516224,0,1
K200_M255K207,NONE_LREP,21,10.5,11.4342168516224,11.4342168516224,0,1
K200_M255K207,NONE_LREP,22,11,11.9342168516224,11.9342168516224,0,1
K200_M255K207,NONE_LREP,23,11.5,12.4342168516224,12.4342168516224,0,1
K200_M255K207,NONE_LREP,24,12,12.9342168516224,12.9342168516224,0,1
K200_M255K207,NONE_LREP,25,12.5,13.4342168516224,13.4342168516224,0,1
K200_M255K207,NONE_LREP,26,13,13.9342168516224,13.9342168516224,0,1
K200_M255K207,NONE_LREP,27,13.5,14.4342168516224,14.4342168516224,0,1
K200_M255K207,NONE_LREP,28,14,14.9342168516224,14.9342168516224,0,1
K200_M255K207,NONE_LREP,29,14.5,15.4342168516224,15.4342168516224,0,1
K200_M255K207,NONE_LREP,30,15,15.9342168516224,15.9342168516224,0,1
K200_M255K207,NONE_LREP,31,15.5,16.4342168516224,16.4342168516224,0,1
K200_M255K207,NONE_LREP,32,16,16.9342168516224,16.9342168516224,0,1
K200_M255K207,NONE_LREP,33,16.5,17.4342168516224,17.4342168516224,0,1
K200_M255K207,NONE_LREP,34,17,17.9342168516224,17.9342168516224,0,1
K200_M255K207,NONE_LREP,35,17.5,18.4342168516224,18.4342168516224,0,1
K200_M255K207,NONE_LREP,36,18,18.9342168516224,18.9342168516224,0,1
K200_M255K207,BEST_LREP,0,0,0.934216851622351,0.934216851622351,1.11022302462516e-16,1
K200_M255K207,BEST_LREP,1,0.5,1.43421685162235,1.43421685162235,0,1
K200_M255K207,BEST_LREP,2,1,1.93421685162235,1.93421685162235,0,1
K200_M255K207,BEST_LREP,3,1.5,2.43421685162235,2.43421685162235,0,1
K200_M255K207,BEST_LREP,4,2,2.93421685162235,2.93421685162235,0,1
K200_M255K207,BEST_LREP,5,2.5,3.43421685162235,3.43421685162235,0,1
K200_M255K207,BEST_LREP,6,3,3.93421685162235,3.93421685162235,0,1
K200_M255K207,BEST_LREP,7,3.5,4.43421685162235,4.43421685162235,0,1
K200_M255K207,BEST_LREP,8,4,4.93421685162235,4.93421685162235,0,1
K200_M255K207,BEST_LREP,9,4.5,5.43421685162235,5.43421685162235,0,1
K200_M255K207,BEST_LREP,10,5,5.93421685162235,5.93421685162235,0,1
K200_M255K207,BEST_LREP,11,5.5,6.43421685162235,6.43421685162235,0,1
K200_M255K207,BEST_LREP,12,6,6.93421685162235,6.93421685162235,0,1
K200_M255K207,BEST_LREP,13,6.5,7.43421685162235,7.43421685162235,0,1
K200_M255K207,BEST_LREP,14,7,7.93421685162235,7.93421685162235,0,1
K200_M255K207,BEST_LREP,15,7.5,8.43421685162235,8.43421685162235,0,1
K200_M255K207,BEST_LREP,16,8,8.93421685162235,8.93421685162235,0,1
K200_M255K207,BEST_LREP,17,8.5,9.43421685162235,9.43421685162235,0,1
K200_M255K207,BEST_LREP,18,9,9.93421685162235,9.93421685162235,0,1
K200_M255K207,BEST_LREP,19,9.5,10.4342168516224,10.4342168516224,0,1
K200_M255K207,BEST_LREP,20,10,10.9342168516224,10.9342168516224,0,1
K200_M255K207,BEST_LREP,21,10.5,11.4342168516224,11.4342168516224,0,1
K200_M255K207,BEST_LREP,22,11,11.9342168516224,11.9342168516224,0,1
K200_M255K207,BEST_LREP,23,11.5,12.4342168516224,12.4342168516224,0,1
K200_M255K207,BEST_LREP,24,12,12.9342168516224,12.9342168516224,0,1
K200_M255K207,BEST_LREP,25,12.5,13.4342168516224,13.4342168516224,0,1
K200_M255K207,BEST_LREP,26,13,13.9342168516224,13.9342168516224,0,1
K200_M255K207,BEST_LREP,27,13.5,14.4342168516224,14.4342168516224,0,1
K200_M255K207,BEST_LREP,28,14,14.9342168516224,14.9342168516224,0,1
K200_M255K207,BEST_LREP,29,14.5,15.4342168516224,15.4342168516224,0,1
K200_M255K207,BEST_LREP,30,15,15.9342168516224,15.9342168516224,0,1
K200_M255K207,BEST_LREP,31,15.5,16.4342168516224,16.4342168516224,0,1
K200_M255K207,BEST_LREP,32,16,16.9342168516224,16.9342168516224,0,1
K200_M255K207,BEST_LREP,33,16.5,17.4342168516224,17.4342168516224,0,1
K200_M255K207,BEST_LREP,34,17,17.9342168516224,17.9342168516224,0,1
K200_M255K207,BEST_LREP,35,17.5,18.4342168516224,18.4342168516224,0,1
K200_M255K207,BEST_LREP,36,18,18.9342168516224,18.9342168516224,0,1
K200_M511K421,NONE_L0,0,0,1.61368002234975,1.61368002234975,0,1
K200_M511K421,NONE_L0,1,0.5,2.11368002234975,2.11368002234975,0,1
K200_M511K421,NONE_L0,2,1,2.61368002234975,2.61368002234975,0,1
K200_M511K421,NONE_L0,3,1.5,3.11368002234975,3.11368002234975,0,1
K200_M511K421,NONE_L0,4,2,3.61368002234975,3.61368002234975,0,1
K200_M511K421,NONE_L0,5,2.5,4.11368002234975,4.11368002234975,0,1
K200_M511K421,NONE_L0,6,3,4.61368002234975,4.61368002234975,0,1
K200_M511K421,NONE_L0,7,3.5,5.11368002234975,5.11368002234975,0,1
K200_M511K421,NONE_L0,8,4,5.61368002234975,5.61368002234975,0,1
K200_M511K421,NONE_L0,9,4.5,6.11368002234975,6.11368002234975,0,1
K200_M511K421,NONE_L0,10,5,6.61368002234975,6.61368002234975,0,1
K200_M511K421,NONE_L0,11,5.5,7.11368002234975,7.11368002234975,0,1
K200_M511K421,NONE_L0,12,6,7.61368002234975,7.61368002234975,0,1
K200_M511K421,NONE_L0,13,6.5,8.11368002234975,8.11368002234975,0,1
K200_M511K421,NONE_L0,14,7,8.61368002234975,8.61368002234975,0,1
K200_M511K421,NONE_L0,15,7.5,9.11368002234975,9.11368002234975,0,1
K200_M511K421,NONE_L0,16,8,9.61368002234975,9.61368002234975,0,1
K200_M511K421,NONE_L0,17,8.5,10.1136800223497,10.1136800223497,0,1
K200_M511K421,NONE_L0,18,9,10.6136800223497,10.6136800223497,0,1
K200_M511K421,NONE_L0,19,9.5,11.1136800223497,11.1136800223497,0,1
K200_M511K421,NONE_L0,20,10,11.6136800223497,11.6136800223497,0,1
K200_M511K421,NONE_L0,21,10.5,12.1136800223497,12.1136800223497,0,1
K200_M511K421,NONE_L0,22,11,12.6136800223497,12.6136800223497,0,1
K200_M511K421,NONE_L0,23,11.5,13.1136800223497,13.1136800223497,0,1
K200_M511K421,NONE_L0,24,12,13.6136800223497,13.6136800223497,0,1
K200_M511K421,NONE_L0,25,12.5,14.1136800223497,14.1136800223497,0,1
K200_M511K421,NONE_L0,26,13,14.6136800223497,14.6136800223497,0,1
K200_M511K421,NONE_L0,27,13.5,15.1136800223497,15.1136800223497,0,1
K200_M511K421,NONE_L0,28,14,15.6136800223497,15.6136800223497,0,1
K200_M511K421,NONE_L0,29,14.5,16.1136800223497,16.1136800223497,0,1
K200_M511K421,NONE_L0,30,15,16.6136800223497,16.6136800223497,0,1
K200_M511K421,NONE_L0,31,15.5,17.1136800223497,17.1136800223497,0,1
K200_M511K421,NONE_L0,32,16,17.6136800223497,17.6136800223497,0,1
K200_M511K421,NONE_L0,33,16.5,18.1136800223497,18.1136800223497,0,1
K200_M511K421,NONE_L0,34,17,18.6136800223497,18.6136800223497,0,1
K200_M511K421,NONE_L0,35,17.5,19.1136800223497,19.1136800223497,0,1
K200_M511K421,NONE_L0,36,18,19.6136800223497,19.6136800223497,0,1
K200_M511K421,NONE_LREP,0,0,1.61368002234975,1.61368002234975,0,1
K200_M511K421,NONE_LREP,1,0.5,2.11368002234975,2.11368002234975,0,1
K200_M511K421,NONE_LREP,2,1,2.61368002234975,2.61368002234975,0,1
K200_M511K421,NONE_LREP,3,1.5,3.11368002234975,3.11368002234975,0,1
K200_M511K421,NONE_LREP,4,2,3.61368002234975,3.61368002234975,0,1
K200_M511K421,NONE_LREP,5,2.5,4.11368002234975,4.11368002234975,0,1
K200_M511K421,NONE_LREP,6,3,4.61368002234975,4.61368002234975,0,1
K200_M511K421,NONE_LREP,7,3.5,5.11368002234975,5.11368002234975,0,1
K200_M511K421,NONE_LREP,8,4,5.61368002234975,5.61368002234975,0,1
K200_M511K421,NONE_LREP,9,4.5,6.11368002234975,6.11368002234975,0,1
K200_M511K421,NONE_LREP,10,5,6.61368002234975,6.61368002234975,0,1
K200_M511K421,NONE_LREP,11,5.5,7.11368002234975,7.11368002234975,0,1
K200_M511K421,NONE_LREP,12,6,7.61368002234975,7.61368002234975,0,1
K200_M511K421,NONE_LREP,13,6.5,8.11368002234975,8.11368002234975,0,1
K200_M511K421,NONE_LREP,14,7,8.61368002234975,8.61368002234975,0,1
K200_M511K421,NONE_LREP,15,7.5,9.11368002234975,9.11368002234975,0,1
K200_M511K421,NONE_LREP,16,8,9.61368002234975,9.61368002234975,0,1
K200_M511K421,NONE_LREP,17,8.5,10.1136800223497,10.1136800223497,0,1
K200_M511K421,NONE_LREP,18,9,10.6136800223497,10.6136800223497,0,1
K200_M511K421,NONE_LREP,19,9.5,11.1136800223497,11.1136800223497,0,1
K200_M511K421,NONE_LREP,20,10,11.6136800223497,11.6136800223497,0,1
K200_M511K421,NONE_LREP,21,10.5,12.1136800223497,12.1136800223497,0,1
K200_M511K421,NONE_LREP,22,11,12.6136800223497,12.6136800223497,0,1
K200_M511K421,NONE_LREP,23,11.5,13.1136800223497,13.1136800223497,0,1
K200_M511K421,NONE_LREP,24,12,13.6136800223497,13.6136800223497,0,1
K200_M511K421,NONE_LREP,25,12.5,14.1136800223497,14.1136800223497,0,1
K200_M511K421,NONE_LREP,26,13,14.6136800223497,14.6136800223497,0,1
K200_M511K421,NONE_LREP,27,13.5,15.1136800223497,15.1136800223497,0,1
K200_M511K421,NONE_LREP,28,14,15.6136800223497,15.6136800223497,0,1
K200_M511K421,NONE_LREP,29,14.5,16.1136800223497,16.1136800223497,0,1
K200_M511K421,NONE_LREP,30,15,16.6136800223497,16.6136800223497,0,1
K200_M511K421,NONE_LREP,31,15.5,17.1136800223497,17.1136800223497,0,1
K200_M511K421,NONE_LREP,32,16,17.6136800223497,17.6136800223497,0,1
K200_M511K421,NONE_LREP,33,16.5,18.1136800223497,18.1136800223497,0,1
K200_M511K421,NONE_LREP,34,17,18.6136800223497,18.6136800223497,0,1
K200_M511K421,NONE_LREP,35,17.5,19.1136800223497,19.1136800223497,0,1
K200_M511K421,NONE_LREP,36,18,19.6136800223497,19.6136800223497,0,1
K200_M511K421,BEST_LREP,0,0,1.61368002234975,1.61368002234975,0,1
K200_M511K421,BEST_LREP,1,0.5,2.11368002234975,2.11368002234975,0,1
K200_M511K421,BEST_LREP,2,1,2.61368002234975,2.61368002234975,0,1
K200_M511K421,BEST_LREP,3,1.5,3.11368002234975,3.11368002234975,0,1
K200_M511K421,BEST_LREP,4,2,3.61368002234975,3.61368002234975,0,1
K200_M511K421,BEST_LREP,5,2.5,4.11368002234975,4.11368002234975,0,1
K200_M511K421,BEST_LREP,6,3,4.61368002234975,4.61368002234975,0,1
K200_M511K421,BEST_LREP,7,3.5,5.11368002234975,5.11368002234975,0,1
K200_M511K421,BEST_LREP,8,4,5.61368002234975,5.61368002234975,0,1
K200_M511K421,BEST_LREP,9,4.5,6.11368002234975,6.11368002234975,0,1
K200_M511K421,BEST_LREP,10,5,6.61368002234975,6.61368002234975,0,1
K200_M511K421,BEST_LREP,11,5.5,7.11368002234975,7.11368002234975,0,1
K200_M511K421,BEST_LREP,12,6,7.61368002234975,7.61368002234975,0,1
K200_M511K421,BEST_LREP,13,6.5,8.11368002234975,8.11368002234975,0,1
K200_M511K421,BEST_LREP,14,7,8.61368002234975,8.61368002234975,0,1
K200_M511K421,BEST_LREP,15,7.5,9.11368002234975,9.11368002234975,0,1
K200_M511K421,BEST_LREP,16,8,9.61368002234975,9.61368002234975,0,1
K200_M511K421,BEST_LREP,17,8.5,10.1136800223497,10.1136800223497,0,1
K200_M511K421,BEST_LREP,18,9,10.6136800223497,10.6136800223497,0,1
K200_M511K421,BEST_LREP,19,9.5,11.1136800223497,11.1136800223497,0,1
K200_M511K421,BEST_LREP,20,10,11.6136800223497,11.6136800223497,0,1
K200_M511K421,BEST_LREP,21,10.5,12.1136800223497,12.1136800223497,0,1
K200_M511K421,BEST_LREP,22,11,12.6136800223497,12.6136800223497,0,1
K200_M511K421,BEST_LREP,23,11.5,13.1136800223497,13.1136800223497,0,1
K200_M511K421,BEST_LREP,24,12,13.6136800223497,13.6136800223497,0,1
K200_M511K421,BEST_LREP,25,12.5,14.1136800223497,14.1136800223497,0,1
K200_M511K421,BEST_LREP,26,13,14.6136800223497,14.6136800223497,0,1
K200_M511K421,BEST_LREP,27,13.5,15.1136800223497,15.1136800223497,0,1
K200_M511K421,BEST_LREP,28,14,15.6136800223497,15.6136800223497,0,1
K200_M511K421,BEST_LREP,29,14.5,16.1136800223497,16.1136800223497,0,1
K200_M511K421,BEST_LREP,30,15,16.6136800223497,16.6136800223497,0,1
K200_M511K421,BEST_LREP,31,15.5,17.1136800223497,17.1136800223497,0,1
K200_M511K421,BEST_LREP,32,16,17.6136800223497,17.6136800223497,0,1
K200_M511K421,BEST_LREP,33,16.5,18.1136800223497,18.1136800223497,0,1
K200_M511K421,BEST_LREP,34,17,18.6136800223497,18.6136800223497,0,1
K200_M511K421,BEST_LREP,35,17.5,19.1136800223497,19.1136800223497,0,1
K200_M511K421,BEST_LREP,36,18,19.6136800223497,19.6136800223497,0,1
K200_M511K385,NONE_L0,0,0,2.12187604403958,2.12187604403958,0,1
K200_M511K385,NONE_L0,1,0.5,2.62187604403958,2.62187604403958,0,1
K200_M511K385,NONE_L0,2,1,3.12187604403958,3.12187604403958,0,1
K200_M511K385,NONE_L0,3,1.5,3.62187604403958,3.62187604403958,0,1
K200_M511K385,NONE_L0,4,2,4.12187604403958,4.12187604403958,0,1
K200_M511K385,NONE_L0,5,2.5,4.62187604403958,4.62187604403958,0,1
K200_M511K385,NONE_L0,6,3,5.12187604403958,5.12187604403958,0,1
K200_M511K385,NONE_L0,7,3.5,5.62187604403958,5.62187604403958,0,1
K200_M511K385,NONE_L0,8,4,6.12187604403958,6.12187604403958,0,1
K200_M511K385,NONE_L0,9,4.5,6.62187604403958,6.62187604403958,0,1
K200_M511K385,NONE_L0,10,5,7.12187604403958,7.12187604403958,0,1
K200_M511K385,NONE_L0,11,5.5,7.62187604403958,7.62187604403958,0,1
K200_M511K385,NONE_L0,12,6,8.12187604403958,8.12187604403958,0,1
