module,figureId,title,logScale,sourceFiles,pngPath,pngSha256,dataPath,manifestPath,gate
S6,bch_01_ber,200比特BCH误码率对比,true,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_formal_results.csv,Task/Comparison/S6/results/summary/figures/bch_01_ber/figure.png,8a6c2138d139aab8902e2761229a9a1666857679817b02439f3a6a2e6e8672af,Task/Comparison/S6/results/summary/figures/bch_01_ber/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_01_ber/plot_manifest.json,PASS
S6,bch_02_fer,200比特BCH误帧率对比,true,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_formal_results.csv,Task/Comparison/S6/results/summary/figures/bch_02_fer/figure.png,2910ed325cdb9ba3b6ce1e7b1b82881addf7badb69cacf64c4df062e4a121a6b,Task/Comparison/S6/results/summary/figures/bch_02_fer/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_02_fer/plot_manifest.json,PASS
S6,bch_03_segmented_operations,分组BCH平均译码操作量,false,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_complexity_results.csv,Task/Comparison/S6/results/summary/figures/bch_03_segmented_operations/figure.png,0b0084e74bc10e819d842b01b4e44025831a22b38bc4391febf6c7ba2c5f33ac,Task/Comparison/S6/results/summary/figures/bch_03_segmented_operations/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_03_segmented_operations/plot_manifest.json,PASS
S6,bch_04_block_operations,整块BCH平均译码操作量,false,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_complexity_results.csv,Task/Comparison/S6/results/summary/figures/bch_04_block_operations/figure.png,321755a4f3dcecfdfdb4f032c9a0accc24d4b5d597fb43962e0ca1f194dacd06,Task/Comparison/S6/results/summary/figures/bch_04_block_operations/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_04_block_operations/plot_manifest.json,PASS
S6,bch_05_operation_structure,BCH译码操作结构对比,false,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_complexity_results.csv,Task/Comparison/S6/results/summary/figures/bch_05_operation_structure/figure.png,6bfa4b7b75f82a5eea7415942490a6c71fee59d774cb5ce514f08fa6884e47b9,Task/Comparison/S6/results/summary/figures/bch_05_operation_structure/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_05_operation_structure/plot_manifest.json,PASS
S6,bch_06_memory,BCH译码存储开销对比,false,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_memory_results.csv,Task/Comparison/S6/results/summary/figures/bch_06_memory/figure.png,7e34f621cb538c1b96e94ddf38afe0b5d166c5dcd41dbc3631d5cea7400c2b90,Task/Comparison/S6/results/summary/figures/bch_06_memory/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_06_memory/plot_manifest.json,PASS
S6,bch_07_avg_time,200比特BCH平均译码时延,false,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_formal_results.csv,Task/Comparison/S6/results/summary/figures/bch_07_avg_time/figure.png,7d4fe2476b2e4e9aa720f081f1fdb7b26827e4a4ab6abbb733cdd936acee1f27,Task/Comparison/S6/results/summary/figures/bch_07_avg_time/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_07_avg_time/plot_manifest.json,PASS
S6,bch_08_p95_time,200比特BCH第95百分位译码时延,false,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_formal_results.csv,Task/Comparison/S6/results/summary/figures/bch_08_p95_time/figure.png,03320d1764cae59c40bd4ebb3565796f5a5f00379f5e5f61344b6bef0b523929,Task/Comparison/S6/results/summary/figures/bch_08_p95_time/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_08_p95_time/plot_manifest.json,PASS
S6,bch_09_p99_time,200比特BCH第99百分位译码时延,false,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_formal_results.csv,Task/Comparison/S6/results/summary/figures/bch_09_p99_time/figure.png,1a5e86cb2f54c5dc8cb5103beffbbb4897128d57f4d1417cd67a572995a862ed,Task/Comparison/S6/results/summary/figures/bch_09_p99_time/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_09_p99_time/plot_manifest.json,PASS
S6,bch_10_max_time,200比特BCH最大译码时延观测,false,Task/Comparison/S6/results/bch/formal_v02_20260804/bch_formal_results.csv,Task/Comparison/S6/results/summary/figures/bch_10_max_time/figure.png,a737054a4581f2e28f2692f4bc4b646a6aca9a9ef69ff3a188f94daffc1cf2f3,Task/Comparison/S6/results/summary/figures/bch_10_max_time/figure_data.csv,Task/Comparison/S6/results/summary/figures/bch_10_max_time/plot_manifest.json,PASS
S6,cc_01_block_ber,整块卷积码硬软判决误码率,true,Task/Comparison/S6/results/cc/cc_integrated_results.csv,Task/Comparison/S6/results/summary/figures/cc_01_block_ber/figure.png,e2566d1bad49bcd18ea7d8f59193250271e442cbd28bf7f1360539d8efd72c0a,Task/Comparison/S6/results/summary/figures/cc_01_block_ber/figure_data.csv,Task/Comparison/S6/results/summary/figures/cc_01_block_ber/plot_manifest.json,PASS
S6,cc_02_block_fer,整块卷积码硬软判决误帧率,true,Task/Comparison/S6/results/cc/cc_integrated_results.csv,Task/Comparison/S6/results/summary/figures/cc_02_block_fer/figure.png,8757aff3787227164f562c89184d11bc6109a03267d6ecd6a1b947e5ae92009e,Task/Comparison/S6/results/summary/figures/cc_02_block_fer/figure_data.csv,Task/Comparison/S6/results/summary/figures/cc_02_block_fer/plot_manifest.json,PASS
S6,cc_03_slot_fer,时隙卷积码硬软判决误帧率,true,Task/Comparison/S6/results/cc/cc_integrated_results.csv,Task/Comparison/S6/results/summary/figures/cc_03_slot_fer/figure.png,1f6251c1dbde30c97df34d9aee8ab2008d84d510196ab60f4bacbf8d8e17b7d5,Task/Comparison/S6/results/summary/figures/cc_03_slot_fer/figure_data.csv,Task/Comparison/S6/results/summary/figures/cc_03_slot_fer/plot_manifest.json,PASS
S6,cc_04_complexity,卷积码译码复杂度对比,false,Task/Comparison/S6/results/cc/cc_integrated_results.csv,Task/Comparison/S6/results/summary/figures/cc_04_complexity/figure.png,3ab604bf5f15a38210916312ae9bde17f6ec8d275215361d61db68ce111203c9,Task/Comparison/S6/results/summary/figures/cc_04_complexity/figure_data.csv,Task/Comparison/S6/results/summary/figures/cc_04_complexity/plot_manifest.json,PASS
S6,cc_05_memory,卷积码译码存储开销对比,false,Task/Comparison/S6/results/cc/cc_integrated_results.csv,Task/Comparison/S6/results/summary/figures/cc_05_memory/figure.png,6a664174106a1dbcd17a2c041793b606fb5d5e19219a962c90d6a6c178e9ea90,Task/Comparison/S6/results/summary/figures/cc_05_memory/figure_data.csv,Task/Comparison/S6/results/summary/figures/cc_05_memory/plot_manifest.json,PASS
S6,cc_06_avg_time,卷积码平均译码时延,false,Task/Comparison/S6/results/cc/cc_integrated_results.csv,Task/Comparison/S6/results/summary/figures/cc_06_avg_time/figure.png,b76cf0fced0d31663fb0a99fd9f74a6ba2fd6a7db61f86550652988fb6d0f7ab,Task/Comparison/S6/results/summary/figures/cc_06_avg_time/figure_data.csv,Task/Comparison/S6/results/summary/figures/cc_06_avg_time/plot_manifest.json,PASS
S6,cc_07_first_output,时隙卷积码首输出时延,false,Task/Comparison/S6/results/cc/cc_integrated_results.csv,Task/Comparison/S6/results/summary/figures/cc_07_first_output/figure.png,738292a8262ff2f0c57d39d9a78e9deaff0c91983df59285733368feae2b245a,Task/Comparison/S6/results/summary/figures/cc_07_first_output/figure_data.csv,Task/Comparison/S6/results/summary/figures/cc_07_first_output/plot_manifest.json,PASS
S6,cc_08_decision_delay,时隙卷积码决策时延,false,Task/Comparison/S6/results/cc/cc_integrated_results.csv,Task/Comparison/S6/results/summary/figures/cc_08_decision_delay/figure.png,24f9f210721c8225785079673f87dadd3ffab514e9ecc197b5942560c71dfdce,Task/Comparison/S6/results/summary/figures/cc_08_decision_delay/figure_data.csv,Task/Comparison/S6/results/summary/figures/cc_08_decision_delay/plot_manifest.json,PASS
S6,ldpc_01_ber,N560 BP与NMS误码率,true,Task/Comparison/S6/results/ldpc/ldpc_n560_integrated_results.csv,Task/Comparison/S6/results/summary/figures/ldpc_01_ber/figure.png,ebf47af98240aaab096691939d5f6c84e12680fd5880a94af62dd1462037dc5f,Task/Comparison/S6/results/summary/figures/ldpc_01_ber/figure_data.csv,Task/Comparison/S6/results/summary/figures/ldpc_01_ber/plot_manifest.json,PASS
S6,ldpc_02_fer,N560 BP与NMS误帧率,true,Task/Comparison/S6/results/ldpc/ldpc_n560_integrated_results.csv,Task/Comparison/S6/results/summary/figures/ldpc_02_fer/figure.png,4e5aebbb1d948110e04bc5a76192ccafb2f3e8b52d5d1336be80f0c1804f83a9,Task/Comparison/S6/results/summary/figures/ldpc_02_fer/figure_data.csv,Task/Comparison/S6/results/summary/figures/ldpc_02_fer/plot_manifest.json,PASS
S6,ldpc_03_iterations,N560 BP与NMS平均迭代次数,false,Task/Comparison/S6/results/ldpc/ldpc_n560_integrated_results.csv,Task/Comparison/S6/results/summary/figures/ldpc_03_iterations/figure.png,8fc13340c3f9371be43d6c6712a0e7e2058d038e616a6d2b1b6fafe88f88ecc2,Task/Comparison/S6/results/summary/figures/ldpc_03_iterations/figure_data.csv,Task/Comparison/S6/results/summary/figures/ldpc_03_iterations/plot_manifest.json,PASS
S6,ldpc_04_early_stop,N560 BP与NMS提前停止比例,false,Task/Comparison/S6/results/ldpc/ldpc_n560_integrated_results.csv,Task/Comparison/S6/results/summary/figures/ldpc_04_early_stop/figure.png,aa04cb99b44d90f7451470e334335795ebd805ad6e2692ebdfd36f0f42611550,Task/Comparison/S6/results/summary/figures/ldpc_04_early_stop/figure_data.csv,Task/Comparison/S6/results/summary/figures/ldpc_04_early_stop/plot_manifest.json,PASS
S6,ldpc_05_complexity,N560 BP与NMS译码复杂度,false,Task/Comparison/S6/results/ldpc/ldpc_n560_integrated_results.csv,Task/Comparison/S6/results/summary/figures/ldpc_05_complexity/figure.png,fce468c4e97cc71e1c900c71734865d2ed8681fbcacea09a7555b91ea41f7e41,Task/Comparison/S6/results/summary/figures/ldpc_05_complexity/figure_data.csv,Task/Comparison/S6/results/summary/figures/ldpc_05_complexity/plot_manifest.json,PASS
S6,ldpc_06_memory,N560 BP与NMS存储开销,false,Task/Comparison/S6/results/ldpc/ldpc_n560_integrated_results.csv,Task/Comparison/S6/results/summary/figures/ldpc_06_memory/figure.png,517272c844f0e5175577d35ffea06890d79d3d13be8a27ec608a3af23cc50101,Task/Comparison/S6/results/summary/figures/ldpc_06_memory/figure_data.csv,Task/Comparison/S6/results/summary/figures/ldpc_06_memory/plot_manifest.json,PASS
S6,ldpc_07_avg_time,N560 BP与NMS平均译码时延,false,Task/Comparison/S6/results/ldpc/ldpc_n560_integrated_results.csv,Task/Comparison/S6/results/summary/figures/ldpc_07_avg_time/figure.png,5cca2f4a68450d98636b859f25058bf57c36c342cf08aa866a944dfe4f7a2d9e,Task/Comparison/S6/results/summary/figures/ldpc_07_avg_time/figure_data.csv,Task/Comparison/S6/results/summary/figures/ldpc_07_avg_time/plot_manifest.json,PASS
S6,ldpc_08_max_time,N560 BP与NMS最大译码时延观测,false,Task/Comparison/S6/results/ldpc/ldpc_n560_integrated_results.csv,Task/Comparison/S6/results/summary/figures/ldpc_08_max_time/figure.png,e78c3873e0b60d626975fea8baef086f922e2a86da5266210e893f1bbb48433f,Task/Comparison/S6/results/summary/figures/ldpc_08_max_time/figure_data.csv,Task/Comparison/S6/results/summary/figures/ldpc_08_max_time/plot_manifest.json,PASS
