caseId,actualLength,snrDb,status,frames,bpFrameErrors,nmsFrameErrors,nextFrameIndex,updateTime,elapsedSeconds,checkpointPath
LDPC_BG2_K300_N560,560,6.5,COMPLETED,50000,138,147,150000,2026-07-30T03:09:37.844256+00:00,14.861695900006453,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n560_snr_p06p5/point_checkpoint_final.json
LDPC_BG2_K300_N560,560,7.0,COMPLETED,50000,44,47,150000,2026-07-30T03:09:38.463385+00:00,16.139376299994183,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n560_snr_p07p0/point_checkpoint_final.json
LDPC_BG2_K300_N560,560,7.5,COMPLETED,50000,18,19,150000,2026-07-30T03:09:38.484004+00:00,16.274133899991284,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n560_snr_p07p5/point_checkpoint_final.json
LDPC_BG2_K300_N560,560,8.0,COMPLETED,50000,1,1,150000,2026-07-30T03:09:38.461391+00:00,15.68854740000097,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n560_snr_p08p0/point_checkpoint_final.json
LDPC_BG2_K300_N560,560,8.5,COMPLETED,50000,0,0,150000,2026-07-30T03:09:41.037677+00:00,15.311392300005537,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n560_snr_p08p5/point_checkpoint_final.json
LDPC_BG2_K300_N560,560,9.0,COMPLETED,50000,0,0,150000,2026-07-30T03:09:45.217823+00:00,14.506208899998455,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n560_snr_p09p0/point_checkpoint_final.json
LDPC_BG2_K300_N560,560,9.5,COMPLETED,50000,0,0,150000,2026-07-30T03:09:53.594518+00:00,14.341115399991395,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n560_snr_p09p5/point_checkpoint_final.json
LDPC_BG2_K300_N560,560,10.0,COMPLETED,50000,0,0,150000,2026-07-30T03:09:55.055343+00:00,14.039421900000889,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n560_snr_p10p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-5.0,COMPLETED,1000,1000,1000,101000,2026-07-30T03:09:51.805708+00:00,9.283371800003806,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m05p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-4.5,COMPLETED,1000,1000,1000,101000,2026-07-30T03:09:52.053766+00:00,9.493117299993173,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m04p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-4.0,COMPLETED,1000,1000,1000,101000,2026-07-30T03:09:52.929795+00:00,9.482559999989462,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m04p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-3.5,COMPLETED,1000,1000,999,101000,2026-07-30T03:09:55.991058+00:00,9.707627700001467,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m03p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-3.0,COMPLETED,1000,993,993,101000,2026-07-30T03:10:00.899581+00:00,9.076299000007566,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m03p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-2.5,COMPLETED,1000,900,923,101000,2026-07-30T03:10:00.735432+00:00,8.669642799999565,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m02p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-2.0,COMPLETED,1000,597,653,101000,2026-07-30T03:09:59.783373+00:00,6.832429300004151,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m02p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-1.5,COMPLETED,1000,215,255,101000,2026-07-30T03:09:58.586055+00:00,3.8297386999911396,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m01p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-1.0,COMPLETED,5429,200,245,105429,2026-07-30T03:10:06.192103+00:00,10.263108700004523,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m01p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,-0.5,COMPLETED,41453,202,200,141453,2026-07-30T03:10:51.004177+00:00,55.908508100008476,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_m00p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,0.0,COMPLETED,50000,32,23,150000,2026-07-30T03:10:51.838346+00:00,54.62027859999216,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p00p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,0.5,COMPLETED,50000,6,3,150000,2026-07-30T03:10:44.797486+00:00,46.11217210000905,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p00p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,1.0,COMPLETED,50000,0,0,150000,2026-07-30T03:10:40.382201+00:00,41.62704270001268,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p01p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,1.5,COMPLETED,50000,0,0,150000,2026-07-30T03:10:37.198380+00:00,37.42444329999853,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p01p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,2.0,COMPLETED,50000,0,0,150000,2026-07-30T03:10:40.190194+00:00,35.69754589999502,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p02p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,2.5,COMPLETED,50000,0,0,150000,2026-07-30T03:11:09.191800+00:00,33.89781100000255,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p02p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,3.0,COMPLETED,50000,0,0,150000,2026-07-30T03:11:09.034785+00:00,29.885088499999256,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p03p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,3.5,COMPLETED,50000,0,0,150000,2026-07-30T03:11:06.525190+00:00,25.369934100002865,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p03p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,4.0,COMPLETED,50000,0,0,150000,2026-07-30T03:11:09.066944+00:00,26.150717199998326,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p04p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,4.5,COMPLETED,50000,0,0,150000,2026-07-30T03:11:14.580264+00:00,23.618857999987085,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p04p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,5.0,COMPLETED,50000,0,0,150000,2026-07-30T03:11:15.644427+00:00,23.761356800008798,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p05p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,5.5,COMPLETED,50000,0,0,150000,2026-07-30T03:11:30.559046+00:00,24.105396600003587,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p05p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,6.0,COMPLETED,50000,0,0,150000,2026-07-30T03:11:34.356777+00:00,25.369168699995498,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p06p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,6.5,COMPLETED,50000,0,0,150000,2026-07-30T03:11:34.315649+00:00,25.06806659999711,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p06p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,7.0,COMPLETED,50000,0,0,150000,2026-07-30T03:11:34.415124+00:00,25.146481900010258,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p07p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,7.5,COMPLETED,50000,0,0,150000,2026-07-30T03:11:37.443172+00:00,22.838811099994928,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p07p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,8.0,COMPLETED,50000,0,0,150000,2026-07-30T03:11:38.649369+00:00,22.91368619998684,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p08p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,8.5,COMPLETED,50000,0,0,150000,2026-07-30T03:11:52.276308+00:00,21.44058640000003,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p08p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,9.0,COMPLETED,50000,0,0,150000,2026-07-30T03:11:56.842826+00:00,22.332637700004852,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p09p0/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,9.5,COMPLETED,50000,0,0,150000,2026-07-30T03:11:56.980799+00:00,22.267915599994012,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p09p5/point_checkpoint_final.json
LDPC_BG2_K300_N640,640,10.0,COMPLETED,50000,0,0,150000,2026-07-30T03:11:56.685108+00:00,21.766992099990603,Task/LDPC/block/stages/stage15_formal_full_grid/results/points/n640_snr_p10p0/point_checkpoint_final.json
