stageId,gitCommit,configHash,caseId,displayName,legendLabel,styleId,payloadLength,motherN,motherK,motherT,blockCount,encodedLength,actualRate,snrIndex,snrDb,snrLinear,ebn0Db,sigma2,masterSeed,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,encodeTimeTotalNs,decodeTimeTotalNs,encodeTimeMeanNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,decodeTimeMaxNs,noiseChecksum,stopReason,checkpointId,pointRunId
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,10,5,3.1622776601683795,3.5278486868054784,0.31622776601683794,2026072707,1000,200000,4463,860,0,860,0,140,0.022315000000000002,0.85999999999999999,0,0.85999999999999999,0,0.14000000000000001,4403200,9321700,4403,9321,7500,14100,22800,219800,11787267583018965760,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_10,stage07_awgn_dense_formal_K200_S15_10
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,11,5.5,3.548133892335755,4.0278486868054788,0.28183829312644537,2026072707,1000,200000,3047,746,0,746,0,254,0.015235,0.746,0,0.746,0,0.254,3487000,7380300,3487,7380,6500,10900,14600,66000,14497361122521974342,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_11,stage07_awgn_dense_formal_K200_S15_11
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,12,6,3.9810717055349722,4.5278486868054788,0.25118864315095801,2026072707,1000,200000,1838,586,0,586,0,414,0.0091900000000000003,0.58599999999999997,0,0.58599999999999997,0,0.41399999999999998,3833600,7383000,3833,7383,6200,10600,12300,37000,6233534750159162711,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_12,stage07_awgn_dense_formal_K200_S15_12
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,13,6.5,4.4668359215096318,5.0278486868054788,0.22387211385683392,2026072707,1000,200000,1094,398,0,398,0,602,0.00547,0.39800000000000002,0,0.39800000000000002,0,0.60199999999999998,3853700,8228100,3853,8228,6400,12200,23300,165900,8444453474943122801,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_13,stage07_awgn_dense_formal_K200_S15_13
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,14,7,5.011872336272722,5.5278486868054788,0.199526231496888,2026072707,1000,200000,581,237,0,237,0,763,0.002905,0.23699999999999999,0,0.23699999999999999,0,0.76300000000000001,3491300,7259500,3491,7259,6200,10500,16500,35900,13742524458250212556,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_14,stage07_awgn_dense_formal_K200_S15_14
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,15,7.5,5.6234132519034912,6.0278486868054788,0.17782794100389226,2026072707,1539,307800,479,200,0,200,0,1339,0.0015562053281351527,0.12995451591942819,0,0.12995451591942819,0,0.87004548408057181,5288200,10794700,3436,7014,5900,10400,12300,40500,3667847705977559369,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_15,stage07_awgn_dense_formal_K200_S15_15
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,16,8,6.3095734448019334,6.5278486868054788,0.15848931924611132,2026072707,3224,644800,449,200,0,200,0,3024,0.00069633995037220848,0.062034739454094295,0,0.062034739454094295,0,0.93796526054590568,10834700,21950400,3360,6808,5800,10400,12600,39000,12332067331522165427,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_16,stage07_awgn_dense_formal_K200_S15_16
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,17,8.5,7.0794578438413787,7.0278486868054788,0.14125375446227545,2026072707,7089,1417800,442,200,0,200,0,6889,0.00031175059952038371,0.028212723938496262,0,0.028212723938496262,0,0.97178727606150372,24561000,49150200,3464,6933,5700,10100,13400,220800,17687585279966773738,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_17,stage07_awgn_dense_formal_K200_S15_17
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,18,9,7.9432823472428158,7.5278486868054788,0.1258925411794167,2026072707,20501,4100200,436,200,0,200,0,20301,0.00010633627627920589,0.0097556216769913665,0,0.0097556216769913665,0,0.9902443783230086,121938200,266577100,5947,13003,9400,14600,61900,5664400,1132791355900501691,TARGET_FRAME_ERRORS_REACHED,dense_K200_S15_18,stage07_awgn_dense_formal_K200_S15_18
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,19,9.5,8.9125093813374541,8.0278486868054788,0.11220184543019636,2026072707,50000,10000000,382,172,0,172,0,49828,3.82e-05,0.0034399999999999999,0,0.0034399999999999999,0,0.99656,252663900,521954300,5053,10439,9100,12800,30700,20036600,13205641773285731491,MAX_FRAMES_REACHED,dense_K200_S15_19,stage07_awgn_dense_formal_K200_S15_19
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,20,10,10,8.5278486868054788,0.10000000000000001,2026072707,50000,10000000,125,57,0,57,0,49943,1.2500000000000001e-05,0.00114,0,0.00114,0,0.99885999999999997,320558300,635925800,6411,12718,9700,14700,51000,10147000,363335116987685524,MAX_FRAMES_REACHED,dense_K200_S15_20,stage07_awgn_dense_formal_K200_S15_20
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,21,10.5,11.220184543019636,9.0278486868054788,0.089125093813374537,2026072707,50000,10000000,34,17,0,17,0,49983,3.4000000000000001e-06,0.00034000000000000002,0,0.00034000000000000002,0,0.99965999999999999,213389700,420186500,4267,8403,8500,11100,22500,587200,10722215396501368454,MAX_FRAMES_REACHED,dense_K200_S15_21,stage07_awgn_dense_formal_K200_S15_21
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,22,11,12.589254117941675,9.5278486868054788,0.079432823472428138,2026072707,50000,10000000,9,4,0,4,0,49996,8.9999999999999996e-07,8.0000000000000007e-05,0,8.0000000000000007e-05,0,0.99992000000000003,272496400,523074900,5449,10461,8800,12800,35000,17358700,5656089459548804236,MAX_FRAMES_REACHED,dense_K200_S15_22,stage07_awgn_dense_formal_K200_S15_22
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,23,11.5,14.12537544622754,10.027848686805479,0.070794578438413802,2026072707,50000,10000000,2,1,0,1,0,49999,1.9999999999999999e-07,2.0000000000000002e-05,0,2.0000000000000002e-05,0,0.99997999999999998,226993500,436833500,4539,8736,8700,11600,23400,742600,10973412340160627217,MAX_FRAMES_REACHED,dense_K200_S15_23,stage07_awgn_dense_formal_K200_S15_23
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,24,12,15.848931924611133,10.527848686805479,0.063095734448019331,2026072707,50000,10000000,3,1,0,1,0,49999,2.9999999999999999e-07,2.0000000000000002e-05,0,2.0000000000000002e-05,0,0.99997999999999998,265734400,528812700,5314,10576,8800,12800,33600,14186600,15508532288305156499,MAX_FRAMES_REACHED,dense_K200_S15_24,stage07_awgn_dense_formal_K200_S15_24
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,25,12.5,17.782794100389228,11.027848686805479,0.056234132519034905,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,216147200,422400300,4322,8448,8600,11000,21800,1000200,11337130581502975442,MAX_FRAMES_REACHED,dense_K200_S15_25,stage07_awgn_dense_formal_K200_S15_25
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,26,13,19.952623149688797,11.527848686805479,0.050118723362727227,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,319816700,614827000,6396,12296,9900,15100,47200,16622200,9301877385469624748,MAX_FRAMES_REACHED,dense_K200_S15_26,stage07_awgn_dense_formal_K200_S15_26
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,27,13.5,22.387211385683401,12.027848686805479,0.0446683592150963,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,316919600,618706000,6338,12374,9900,14700,47700,6441600,16097944787446915288,MAX_FRAMES_REACHED,dense_K200_S15_27,stage07_awgn_dense_formal_K200_S15_27
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,28,14,25.118864315095795,12.527848686805479,0.039810717055349734,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,298252400,610837600,5965,12216,9400,13700,38500,23060500,13794121887855812492,MAX_FRAMES_REACHED,dense_K200_S15_28,stage07_awgn_dense_formal_K200_S15_28
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,29,14.5,28.183829312644534,13.027848686805479,0.035481338923357551,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,333631700,773163500,6672,15463,9900,16100,66100,39251900,12616287944224928085,MAX_FRAMES_REACHED,dense_K200_S15_29,stage07_awgn_dense_formal_K200_S15_29
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,30,15,31.622776601683793,13.527848686805479,0.031622776601683791,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,433684900,1041747300,8673,20834,10600,23600,121900,81624800,5292145555154212602,MAX_FRAMES_REACHED,dense_K200_S15_30,stage07_awgn_dense_formal_K200_S15_30
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,31,15.5,35.481338923357548,14.027848686805479,0.028183829312644536,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,405147100,689394200,8102,13787,10100,15100,61600,6303100,8777375467267733497,MAX_FRAMES_REACHED,dense_K200_S15_31,stage07_awgn_dense_formal_K200_S15_31
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,32,16,39.810717055349734,14.527848686805479,0.025118864315095794,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,400883000,671792100,8017,13435,9700,15100,67500,9930300,2687145908088536630,MAX_FRAMES_REACHED,dense_K200_S15_32,stage07_awgn_dense_formal_K200_S15_32
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,33,16.5,44.668359215096302,15.027848686805479,0.022387211385683402,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,450012700,877952600,9000,17559,10200,22500,106500,22105800,5474269397019342492,MAX_FRAMES_REACHED,dense_K200_S15_33,stage07_awgn_dense_formal_K200_S15_33
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,34,17,50.118723362727224,15.527848686805479,0.019952623149688799,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,292428300,593667800,5848,11873,9600,14100,47500,14864400,6349302645852191289,MAX_FRAMES_REACHED,dense_K200_S15_34,stage07_awgn_dense_formal_K200_S15_34
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,35,17.5,56.234132519034908,16.027848686805477,0.017782794100389229,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,400998800,732323400,8019,14646,9400,15400,81900,14068400,10976349866804542689,MAX_FRAMES_REACHED,dense_K200_S15_35,stage07_awgn_dense_formal_K200_S15_35
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_S15,BCH15分块200,分块200,STYLE_1,200,15,11,1,19,285,0.70175438596491224,36,18,63.095734448019329,16.527848686805477,0.015848931924611134,2026072707,50000,10000000,0,0,0,0,0,50000,0,0,0,0,0,1,427651000,870770500,8553,17415,10200,23400,118800,41317600,4544326338577550883,MAX_FRAMES_REACHED,dense_K200_S15_36,stage07_awgn_dense_formal_K200_S15_36
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_M255K207,BCH255整块200,255整块200,STYLE_2,200,255,207,6,1,248,0.80645161290322576,0,0,1,-2.0760831050174611,1,2026072707,1000,200000,31397,1000,999,1,0,0,0.15698500000000001,1,0.999,0.001,0,0,19198800,46226700,19198,46226,26700,96800,418400,1574400,16905124977204703006,TARGET_FRAME_ERRORS_REACHED,dense_K200_M255K207_0,stage07_awgn_dense_formal_K200_M255K207_0
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_M255K207,BCH255整块200,255整块200,STYLE_2,200,255,207,6,1,248,0.80645161290322576,1,0.5,1.1220184543019633,-1.5760831050174611,0.89125093813374556,2026072707,1000,200000,29001,1000,999,1,0,0,0.145005,1,0.999,0.001,0,0,8655300,36574100,8655,36574,25200,40600,295100,2904800,13448173153957673739,TARGET_FRAME_ERRORS_REACHED,dense_K200_M255K207_1,stage07_awgn_dense_formal_K200_M255K207_1
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_M255K207,BCH255整块200,255整块200,STYLE_2,200,255,207,6,1,248,0.80645161290322576,2,1,1.2589254117941673,-1.0760831050174611,0.79432823472428149,2026072707,1000,200000,26062,1000,999,1,0,0,0.13031000000000001,1,0.999,0.001,0,0,7294400,35431800,7294,35431,25500,51400,158300,2302200,11810405639359702264,TARGET_FRAME_ERRORS_REACHED,dense_K200_M255K207_2,stage07_awgn_dense_formal_K200_M255K207_2
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_M255K207,BCH255整块200,255整块200,STYLE_2,200,255,207,6,1,248,0.80645161290322576,3,1.5,1.4125375446227544,-0.57608310501746107,0.70794578438413791,2026072707,1000,200000,23585,1000,999,1,0,0,0.117925,1,0.999,0.001,0,0,18283500,108320700,18283,108320,27200,253800,951500,34390000,7126933628422882744,TARGET_FRAME_ERRORS_REACHED,dense_K200_M255K207_3,stage07_awgn_dense_formal_K200_M255K207_3
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_M255K207,BCH255整块200,255整块200,STYLE_2,200,255,207,6,1,248,0.80645161290322576,4,2,1.5848931924611136,-0.076083105017461072,0.63095734448019325,2026072707,1000,200000,20679,1000,1000,0,0,0,0.103395,1,1,0,0,0,20708400,48540400,20708,48540,26100,122600,365500,5952700,5544293729535484252,TARGET_FRAME_ERRORS_REACHED,dense_K200_M255K207_4,stage07_awgn_dense_formal_K200_M255K207_4
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K200_M255K207,BCH255整块200,255整块200,STYLE_2,200,255,207,6,1,248,0.80645161290322576,5,2.5,1.7782794100389228,0.42391689498253893,0.56234132519034907,2026072707,1000,200000,18315,1000,997,3,0,0,0.091575000000000004,1,0.997,0.0030000000000000001,0,0,10256300,39430800,10256,39430,24700,60800,286600,3339400,2277664312495169781,TARGET_FRAME_ERRORS_REACHED,dense_K200_M255K207_5,stage07_awgn_dense_formal_K200_M255K207_5
