caseId,legendLabel,payloadLength,encodedLength,actualRate,ebn0Db,snrDb,targetSnrDb,metricName,metricValue,totalFrames,errorCount,isZeroObserved,plotSurrogateUsed,plotValue
K200_M511K421,421整块,200,290,0.68965517241379315,5.1136800223497483,3.5,3.5,miscorrectionRate,0,3600,0,1,1,0.00013888888888888889
K200_M511K421,421整块,200,290,0.68965517241379315,5.6136800223497483,4,4,miscorrectionRate,0,19900,0,1,1,2.5125628140703518e-05
K200_M511K421,421整块,200,290,0.68965517241379315,6.1136800223497483,4.5,4.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K421,421整块,200,290,0.68965517241379315,6.6136800223497483,5,5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K421,421整块,200,290,0.68965517241379315,7.1136800223497483,5.5,5.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K421,421整块,200,290,0.68965517241379315,7.6136800223497483,6,6,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K421,421整块,200,290,0.68965517241379315,8.1136800223497492,6.5000000000000009,6.5000000000000009,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K421,421整块,200,290,0.68965517241379315,8.6136800223497492,7.0000000000000009,7.0000000000000009,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K421,421整块,200,290,0.68965517241379315,9.1136800223497492,7.5000000000000009,7.5000000000000009,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K421,421整块,200,290,0.68965517241379315,9.6136800223497492,8,8,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K385,385整块,200,326,0.61349693251533743,2.1218760440395781,0,0,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K200_M511K385,385整块,200,326,0.61349693251533743,2.6218760440395781,0.5,0.5,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K200_M511K385,385整块,200,326,0.61349693251533743,3.1218760440395781,1,1,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K200_M511K385,385整块,200,326,0.61349693251533743,3.6218760440395781,1.5,1.5,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K200_M511K385,385整块,200,326,0.61349693251533743,4.1218760440395776,1.9999999999999996,1.9999999999999996,miscorrectionRate,0,1000,0,1,1,0.00050000000000000001
K200_M511K385,385整块,200,326,0.61349693251533743,4.6218760440395776,2.4999999999999996,2.4999999999999996,miscorrectionRate,0,1100,0,1,1,0.00045454545454545455
K200_M511K385,385整块,200,326,0.61349693251533743,5.1218760440395776,2.9999999999999996,2.9999999999999996,miscorrectionRate,0,4100,0,1,1,0.00012195121951219512
K200_M511K385,385整块,200,326,0.61349693251533743,5.6218760440395776,3.4999999999999996,3.4999999999999996,miscorrectionRate,0,28000,0,1,1,1.7857142857142858e-05
K200_M511K385,385整块,200,326,0.61349693251533743,6.1218760440395776,3.9999999999999996,3.9999999999999996,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K385,385整块,200,326,0.61349693251533743,6.6218760440395776,4.5,4.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K385,385整块,200,326,0.61349693251533743,7.1218760440395776,5,5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K385,385整块,200,326,0.61349693251533743,7.6218760440395776,5.5,5.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K385,385整块,200,326,0.61349693251533743,8.1218760440395776,6,6,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K385,385整块,200,326,0.61349693251533743,8.6218760440395776,6.5,6.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K385,385整块,200,326,0.61349693251533743,9.1218760440395776,7,7,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K385,385整块,200,326,0.61349693251533743,9.6218760440395776,7.5,7.5,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K200_M511K385,385整块,200,326,0.61349693251533743,10.121876044039578,8,8,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
