scheme,configurationId,method,comparisonRole,engineeringComparisonGroup,controlledComparisonGroup,pureMethodDifferenceAllowed,EsN0Db,burstRatioRequested,meanPositionFer,worstPositionFer,bestPositionFer,positionSensitivity,baselineMeanPositionFer,absoluteFerImprovement,relativeFerReductionPercent,improvementFactor,relativeMetricStatus,sourceAbsolutePath
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-2,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-2,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-2.5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-2.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-2.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-3,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-3,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-3,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-3.5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-3.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-3.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-4,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-4,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-4,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-4.5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-4.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-4.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-5,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,-5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,0,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,0,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,0,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,0.5,0.02,0.9998333333333335,1.0,0.999,0.0010000000000000009,0.9998333333333332,-2.220446049250313e-16,-2.2208161852811935e-14,0.9999999999999998,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,0.5,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,0.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,1,0.02,0.9998333333333335,1.0,0.999,0.0010000000000000009,0.9978333333333333,-0.002000000000000113,-0.20043427426090993,0.9979996666111017,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,1,0.050000000000000003,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,1,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,1.5,0.02,0.9976666666666666,0.998,0.996,0.0020000000000000018,0.9931666666666666,-0.0044999999999999485,-0.4530961570733293,0.9954894754426997,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,1.5,0.050000000000000003,1.0,1.0,1.0,0.0,0.9994999999999999,-0.000500000000000056,-0.05002501250625873,0.9994999999999999,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,1.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,10,0.02,0.00037666666666666664,0.00044,0.00032,0.00011999999999999999,0.8296133333333334,0.8292366666666667,99.95459732244741,2202.5132743362838,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,10,0.050000000000000003,0.0008966666666666666,0.00102,0.00082,0.0002000000000000001,1.0,0.9991033333333333,99.91033333333334,1115.2416356877325,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,10,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,2,0.02,0.9906666666666665,0.994,0.988,0.006000000000000005,0.9791666666666666,-0.011499999999999844,-1.1744680851063671,0.988391655450875,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,2,0.050000000000000003,0.9994999999999999,1.0,0.999,0.0010000000000000009,0.9979999999999999,-0.0015000000000000568,-0.1503006012024105,0.9984992496248124,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,2,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,2.5,0.02,0.967,0.976,0.96,0.016000000000000014,0.9596666666666667,-0.007333333333333303,-0.7641542202153494,0.9924164081351259,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,2.5,0.050000000000000003,0.9978333333333333,0.999,0.996,0.0030000000000000027,0.9973333333333333,-0.000500000000000056,-0.050133689839577805,0.9994989143143477,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,2.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,3,0.02,0.91,0.917,0.903,0.014000000000000012,0.9315000000000001,0.021500000000000075,2.308105206655939,1.0236263736263738,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,3,0.050000000000000003,0.9926666666666667,0.996,0.99,0.006000000000000005,0.9968333333333333,0.004166666666666652,0.4179903026249776,1.0041974479516453,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,3,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,3.5,0.02,0.8198333333333334,0.838,0.795,0.04299999999999993,0.9,0.08016666666666661,8.9074074074074,1.0977841024598496,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,3.5,0.050000000000000003,0.9708333333333333,0.975,0.965,0.010000000000000009,0.996,0.02516666666666667,2.526773761713521,1.0259227467811158,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,3.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,4,0.02,0.6851666666666666,0.716,0.643,0.07299999999999995,0.8738333333333332,0.18866666666666665,21.590692351707037,1.275358793480905,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,4,0.050000000000000003,0.9098333333333333,0.917,0.902,0.015000000000000013,0.9958333333333332,0.08599999999999997,8.635983263598323,1.0945228063747938,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,4,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,4.5,0.02,0.5478961195468789,0.586,0.498,0.08799999999999997,0.855268859966257,0.3073727404193781,35.9387269672726,1.5610055071636235,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,4.5,0.050000000000000003,0.8216666666666667,0.835,0.81,0.02499999999999991,0.9966666666666667,0.17500000000000004,17.55852842809365,1.2129817444219066,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,4.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,5,0.02,0.4023528976737932,0.428,0.3711173860427592,0.05688261395724081,0.8444462821029984,0.44209338442920526,52.353050016185925,2.098770226299281,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,5,0.050000000000000003,0.6903333333333332,0.699,0.677,0.02199999999999991,0.9975,0.3071666666666668,30.79365079365081,1.4449541284403673,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,5.5,0.02,0.27835544779957383,0.308,0.251,0.056999999999999995,0.8383469987510103,0.5599915509514364,66.79710809315539,3.011785849273735,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,5.5,0.050000000000000003,0.519,0.535,0.501,0.03400000000000003,0.9983333333333334,0.4793333333333334,48.01335559265443,1.9235709698137444,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,5.5,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6,0.02,0.17153438083100525,0.18165304268846502,0.16214869443890773,0.019504348249557296,0.8341256098313353,0.6625912290003301,79.43542569497531,4.8627313416143165,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6,0.050000000000000003,0.3546666666666667,0.361,0.345,0.016000000000000014,0.999,0.6443333333333333,64.49783116449784,2.8167293233082704,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6,0.10000000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,6.5,0.02,0.10515166030950175,0.11657142857142858,0.0946073793755913,0.021964049195837276,0.8313959860506633,0.7262443257411616,87.35239740463528,7.906636791121941,DEFINED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv
