organization,rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
A_BLOCK_300,R34,1.7000000000000002,1.7000000000000002,3.035389083702175,0.7352941176470588,0.3380414876959909,300,1,1311,2685,200,0.0068268497330282,0.15255530129672,0.0065742819340392,0.0070890513273098,0.134109079396093,0.1730317215814689,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,548.1404271548436,447.8,1111.5,3106.6,5,0.6231211019877058,408,59776,51349248,401166,1.445793595668442e+19,2026072001,2026072904,0-1310,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.7000000000000002,1.7000000000000002,3.035389083702175,0.7352941176470588,0.3380414876959909,50,6,1311,2690,200,0.0068395626748029,0.15255530129672,0.0065867569469997,0.0071020019495603,0.134109079396093,0.1730317215814689,0.0078718535469107544,0.0063234172387490462,1.2448733413751507,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333707,1831.4072463768068,1615.0,3051.8,9685.4,5,0.6231211019877058,408,32256,186432066,1392282,1.4891924704525087e+18,2026072001,2026072904,0-1310,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,1.8,1.8,3.135389083702175,0.7352941176470588,0.330346724003798,300,1,1570,2629,200,0.0055817409766454,0.1273885350318471,0.005372967712186,0.0057985790899025,0.1118010403839813,0.1447949823966736,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,489.0992993630576,440.3,840.7,2848.2,5,0.6416260771824654,408,59776,61493760,480420,9.190396224098025e+18,2026072001,2026072904,0-1569,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.8,1.8,3.135389083702175,0.7352941176470588,0.330346724003798,50,6,1570,2628,200,0.0055796178343949,0.1273885350318471,0.0053708848219306,0.005796415730289,0.1118010403839813,0.1447949823966736,0.0063375796178343951,0.0052006369426751591,1.2186160440906308,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.3333333333333,1628.3536942675155,1539.6,2326.5,5571.1,5,0.6416260771824654,408,32256,223263420,1667340,1.7432231388816908e+19,2026072001,2026072904,0-1569,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,300,1,2091,2552,200,0.0040682289175832,0.0956480153036824,0.0039137199120426,0.0042288118584343,0.0837732447206636,0.1090057635046363,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,606.6527498804406,447.1,1285.3,5267.3,5,0.6649646946296452,408,59776,81900288,639846,7.423762154754039e+18,2026072001,2026072904,0-2090,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,1.9,1.9,3.2353890837021746,0.7352941176470588,0.3228271145173277,50,6,2091,2582,202,0.0041160529252351,0.0966044954567192,0.0039606244688018,0.0042775547312532,0.0846720495860907,0.1100164110147851,0.0046676231468197032,0.0038402678144428505,1.2154420921544209,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333332843,2057.525968436152,1589.8,3390.7,21521.7,5,0.6642614003994712,408,32256,297352746,2220642,9.627138474167431e+18,2026072001,2026072904,0-2090,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.0,2.0,3.3353890837021747,0.7352941176470588,0.3154786722400966,300,1,2758,2416,200,0.0029199903311578,0.0725163161711385,0.0028060113243366,0.0030385850100174,0.0634205698842027,0.0828012407598934,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,435.62422044960215,415.8,644.4,2793.3,5,0.6819732969329864,408,59776,108025344,843948,5.967690280214638e+18,2026072001,2026072904,0-2757,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.0,2.0,3.3353890837021747,0.7352941176470588,0.3154786722400966,50,6,2758,2433,202,0.0029405366207396,0.0732414793328498,0.0028261504782715,0.0030595382444621,0.0641004299479621,0.0835696897535656,0.0034191443074691806,0.0027012327773749093,1.265771812080537,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.3333333333281,1456.6539158810697,1422.5,1917.3,3404.6,5,0.6814400887258457,408,32256,392204148,2928996,1.6958561016160152e+19,2026072001,2026072904,0-2757,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.1,2.1,3.4353890837021748,0.7352941176470588,0.3082975009307411,300,1,3401,2443,200,0.0023943938057434,0.0588062334607468,0.0023014155599337,0.0024911190362599,0.0513860899363066,0.0672219168401877,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,569.5599235518972,456.5,1071.8,6115.7,5,0.692054240102392,408,59776,133210368,1040706,7.808252263630698e+18,2026072001,2026072904,0-3400,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.1,2.1,3.4353890837021748,0.7352941176470588,0.3082975009307411,50,6,3401,2460,202,0.0024110555718906,0.0593942957953543,0.0023177487391926,0.0025081092638318,0.051936671413839,0.0678461330877116,0.0028168185827697734,0.0022081740664510437,1.2756324900133156,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333647,1938.2254925022044,1660.0,3368.8,16028.0,5,0.6916218413269454,408,32256,483642606,3611862,7.974403611954436e+18,2026072001,2026072904,0-3400,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.2,2.2,3.535389083702175,0.7352941176470588,0.3012797930371788,300,1,3988,2380,200,0.0019893012370444,0.0501504513540621,0.0019110430558855,0.0020707574814748,0.0437989420811948,0.0573677658120591,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,557.4437311935815,456.6,1064.6,8856.5,5,0.698418785769072,408,59776,156201984,1220328,8.250936381879424e+18,2026072001,2026072904,0-3987,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.2,2.2,3.535389083702175,0.7352941176470588,0.3012797930371788,50,6,3988,2391,201,0.0019984954864593,0.0504012036108324,0.0019200533875015,0.002080135589646,0.0440334915556207,0.0576342382395879,0.0023495486459378136,0.0018229689067201604,1.2888583218707017,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333334173,1877.8960130391192,1627.4,3166.9,33596.1,5,0.698234409109682,408,32256,567117528,4235256,1.5516984932362947e+19,2026072001,2026072904,0-3987,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.3,2.3,3.6353890837021754,0.7352941176470588,0.2944218276777944,300,1,5081,2204,200,0.0014459095978481,0.0393623302499507,0.0013868319188392,0.0015075001288963,0.0343542352748342,0.045066423577793,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,587.5937610706577,456.1,1218.5,6333.1,5,0.7063512277573891,408,59776,199012608,1554786,1.7987047333301512e+19,2026072001,2026072904,0-5080,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.3,2.3,3.6353890837021754,0.7352941176470588,0.2944218276777944,50,6,5081,2215,201,0.0014531260250606,0.0395591419012005,0.0013938982377145,0.0015148666280732,0.0345381384713465,0.0452758463121277,0.0016571541035229286,0.0013511119858295611,1.2265112891478516,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333334824,1997.1784097618536,1628.3,3314.3,42480.6,5,0.7062065133079408,408,32256,722548686,5396022,1.747687451736361e+19,2026072001,2026072904,0-5080,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.4000000000000004,2.4000000000000004,3.735389083702175,0.7352941176470588,0.2877199686685784,300,1,6307,2013,200,0.001063897257016,0.0317107975265577,0.0010184482636851,0.0011113721883011,0.0276632093680905,0.0363284883248126,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,553.6589186618044,451.9,1062.6,13627.0,5,0.711977354759884,408,59776,247032576,1929942,1.2162299867961627e+19,2026072001,2026072904,0-6306,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.4000000000000004,2.4000000000000004,3.735389083702175,0.7352941176470588,0.2877199686685784,50,6,6307,2016,201,0.0010654827968923,0.0318693515141905,0.0010199992451969,0.0011129922801038,0.0278112559436078,0.0364973566984428,0.0012731885206912954,0.00096162993499286512,1.3239901071722999,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333333263,1852.9066751228795,1626.4,3077.2,22190.8,5,0.7118607709454482,408,32256,896893242,6698034,7.641908390324756e+18,2026072001,2026072904,0-6306,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.5,2.5,3.835389083702175,0.7352941176470588,0.2811706625951745,300,1,8719,1877,200,0.0007175899376839,0.0229384103681614,0.0006858633090137,0.000750783072453,0.0199998084952735,0.0262971992776148,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,511.89894483312463,445.0,846.1,5687.4,5,0.7184276394351754,408,59776,341505792,2668014,3.1730625835896105e+18,2026072001,2026072904,0-8718,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.5,2.5,3.835389083702175,0.7352941176470588,0.2811706625951745,50,6,8719,1883,202,0.0007198837787208,0.0231677944718431,0.000688105371408,0.0007531286853948,0.0202138335450654,0.0265417403979044,0.00084757426310356695,0.0006560385365294185,1.2919580419580421,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333331132,1727.7184768895456,1559.7,2412.0,17323.3,5,0.7182589746530565,408,32256,1239894114,9259578,7.186861156652897e+18,2026072001,2026072904,0-8718,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.6,2.6,3.935389083702175,0.7352941176470588,0.2747704369288122,300,1,11523,1820,200,0.0005264832653533,0.017356591165495,0.0005028504807071,0.0005512261225005,0.0151279255578833,0.0199069502373121,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,461.5218085567984,421.5,679.3,8142.899999999999,5,0.7225319182606654,408,59776,451332864,3526038,7.296440110338416e+18,2026072001,2026072904,0-11522,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.6,2.6,3.935389083702175,0.7352941176470588,0.2747704369288122,50,6,11523,1820,200,0.0005264832653533,0.017356591165495,0.0005028504807071,0.0005512261225005,0.0151279255578833,0.0199069502373121,0.00061268766814197696,0.00048338106395903844,1.2675044883303412,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333332016,1549.4185715525389,1446.7,2059.4,14060.2,5,0.7225319182606654,408,32256,1638639738,12237426,1.3464680267239965e+19,2026072001,2026072904,0-11522,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.7,2.7,4.035389083702174,0.7352941176470588,0.2685158981851263,300,1,13427,1736,200,0.0004309724187582,0.0148953600953303,0.0004111744014364,0.0004517232783715,0.0129807871642213,0.0170874300847784,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,482.28795710136086,434.3,751.2999999999998,8967.5,5,0.7243416469887277,408,59776,525908736,4108662,6.099663493827656e+18,2026072001,2026072904,0-13426,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.7,2.7,4.035389083702174,0.7352941176470588,0.2685158981851263,50,6,13427,1736,200,0.0004309724187582,0.0148953600953303,0.0004111744014364,0.0004517232783715,0.0129807871642213,0.0170874300847784,0.00050048409920309825,0.00039621657853578608,1.2631578947368423,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333334403,1624.7120354509543,1504.9,2225.1,15315.9,5,0.7243416469887277,408,32256,1909399962,14259474,4.823858024727936e+18,2026072001,2026072904,0-13426,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.8000000000000003,2.8000000000000003,4.135389083702175,0.7352941176470588,0.2624037301248862,300,1,17794,1653,200,0.0003096549398673,0.0112397437338428,0.0002950849216958,0.0003249441287339,0.0097928740839929,0.0128975999128157,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,392.6526076205442,381.5,554.7,7540.6,5,0.7270296001957038,408,59776,696955392,5444964,3.2976590084135485e+18,2026072001,2026072904,0-17793,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.8000000000000003,2.8000000000000003,4.135389083702175,0.7352941176470588,0.2624037301248862,50,6,17794,1653,200,0.0003096549398673,0.0112397437338428,0.0002950849216958,0.0003249441287339,0.0097928740839929,0.0128975999128157,0.00034730808137574463,0.00029082836911318422,1.1942028985507247,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.3333333333795,1315.8992356974245,1300.9,1765.3,13641.6,5,0.7270296001957038,408,32256,2530413564,18897228,1.254975479474563e+19,2026072001,2026072904,0-17793,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,2.9000000000000004,2.9000000000000004,4.235389083702176,0.7352941176470588,0.2564306919956824,300,1,22896,1631,200,0.0002374505008152,0.0087351502445842,0.0002262042210569,0.0002492557766661,0.0076095382176032,0.010025582075561,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,548.4883560447229,450.8,1003.4,15640.0,5,0.7288712130554528,408,59776,896790528,7006176,3.901037176419289e+18,2026072001,2026072904,0-22895,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,2.9000000000000004,2.9000000000000004,4.235389083702176,0.7352941176470588,0.2564306919956824,50,6,22896,1631,200,0.0002374505008152,0.0087351502445842,0.0002262042210569,0.0002492557766661,0.0076095382176032,0.010025582075561,0.00025113556953179595,0.00023060796645702305,1.0890151515151516,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333336185,1859.361412473796,1604.8,2927.3,38678.3,5,0.7288712130554528,408,32256,3255948576,24315552,8.22793767082145e+17,2026072001,2026072904,0-22895,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
A_BLOCK_300,R34,3.0,3.0,4.335389083702175,0.7352941176470588,0.2505936168136361,300,1,33331,1551,200,0.00015511085776,0.006000420029402,0.0001475816814077,0.0001630240875602,0.0052263416195912,0.0068883540305911,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,406,207.0,206,386,406,407,0.0,0,1,1,0,408,408.0,497.5913173922194,435.6,836.6,19304.6,5,0.7308820440960279,408,59776,1305508608,10199286,1.0120140353542615e+19,2026072001,2026072904,0-33330,CC-O-R34-A_BLOCK_300,STAGE14-3400,NOT_APPLICABLE,dense,TARGET_ERRORS_REACHED
B_CONT_50x6,R34,3.0,3.0,4.335389083702175,0.7352941176470588,0.2505936168136361,50,6,33331,1551,200,0.00015511085776,0.006000420029402,0.0001475816814077,0.0001630240875602,0.0052263416195912,0.0068883540305911,0.00017041192883501845,0.00014746032222255558,1.1556459816887081,265,171.16666666666666,202,262,273,407,70.5,74,7,3,7,275,201.33333333325567,1681.0207044493104,1507.8,2572.0,38683.0,5,0.7308820440960279,408,32256,4739868186,35397522,1.1118455804349065e+19,2026072001,2026072904,0-33330,CC-O-R34-B_CONT_50x6,STAGE14-3400,APPLICABLE,dense,TARGET_ERRORS_REACHED
