caseName,burstMode,sourcePayloadEbN0Db,burstStartPolicy,targetFER,parameter,maximumToleratedParameter,lowerBound,upperBound,numberOfCrossings,firstCrossing,lastCrossing,method,status
BCH-S300,AWGN,9,FRAME_END,0.5,burstLength,,,,5,3.0..4.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S300,AWGN,9,FRAME_END,0.1,burstLength,,,,5,3.0..4.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S300,AWGN,9,FRAME_END,0.01,burstLength,,,,5,3.0..4.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S300,AWGN,9,FRAME_START,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,FRAME_START,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,FRAME_START,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,ONE_BEFORE_SEGMENT_BOUNDARY,0.5,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,ONE_BEFORE_SEGMENT_BOUNDARY,0.1,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,ONE_BEFORE_SEGMENT_BOUNDARY,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,ON_SEGMENT_BOUNDARY,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,ON_SEGMENT_BOUNDARY,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,ON_SEGMENT_BOUNDARY,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,SEGMENT_INTERIOR,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,SEGMENT_INTERIOR,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,SEGMENT_INTERIOR,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,UNIFORM_RANDOM,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,UNIFORM_RANDOM,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,AWGN,9,UNIFORM_RANDOM,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,FRAME_END,0.5,burstLength,,,,5,3.0..4.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S300,PURE,0,FRAME_END,0.1,burstLength,,,,5,3.0..4.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S300,PURE,0,FRAME_END,0.01,burstLength,,,,5,3.0..4.0,12.0..14.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,NON_MONOTONIC_NO_UNIQUE_THRESHOLD
BCH-S300,PURE,0,FRAME_START,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,FRAME_START,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,FRAME_START,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,ONE_BEFORE_SEGMENT_BOUNDARY,0.5,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,ONE_BEFORE_SEGMENT_BOUNDARY,0.1,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,ONE_BEFORE_SEGMENT_BOUNDARY,0.01,burstLength,,2.0,3.0,1,2.0..3.0,2.0..3.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,ON_SEGMENT_BOUNDARY,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,ON_SEGMENT_BOUNDARY,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,ON_SEGMENT_BOUNDARY,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,SEGMENT_INTERIOR,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,SEGMENT_INTERIOR,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,SEGMENT_INTERIOR,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,UNIFORM_RANDOM,0.5,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,UNIFORM_RANDOM,0.1,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
BCH-S300,PURE,0,UNIFORM_RANDOM,0.01,burstLength,,1.0,2.0,1,1.0..2.0,1.0..2.0,OBSERVED_POINTS_NO_SMOOTHING_NO_EXTRAPOLATION,BRACKETED_INTERVAL
