figureName,caseId,seriesLabel,payloadGroup,codeType,configuration,configurationId,snrIndex,snr,derivedEbN0Db,actualRate,ber,fer,payloadErrorBits,payloadBitsProcessed,payloadErrorFrames,framesProcessed,sourceBer,sourceFer,plotMetric,plotValue,zeroRemovedForPublication
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,0,0,1.6136800223497485,0.68965517241379315,0.11401500000000001,1,22803,200000,1000,1000,0.11401500000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,1,0.5,2.1136800223497483,0.68965517241379315,0.102395,1,20479,200000,1000,1000,0.102395,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,2,1,2.6136800223497483,0.68965517241379315,0.092804999999999999,1,18561,200000,1000,1000,0.092804999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,3,1.5,3.1136800223497483,0.68965517241379315,0.084495000000000001,1,16899,200000,1000,1000,0.084495000000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,4,2,3.6136800223497483,0.68965517241379315,0.075700000000000003,1,15140,200000,1000,1000,0.075700000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,5,2.5,4.1136800223497483,0.68965517241379315,0.069199999999999998,1,13840,200000,1000,1000,0.069199999999999998,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,6,3,4.6136800223497483,0.68965517241379315,0.062784999999999994,1,12557,200000,1000,1000,0.062784999999999994,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,7,3.5,5.1136800223497483,0.68965517241379315,0.05713,1,11426,200000,1000,1000,0.05713,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,8,4,5.6136800223497483,0.68965517241379315,0.053129999999999997,1,10626,200000,1000,1000,0.053129999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,9,4.5,6.1136800223497483,0.68965517241379315,0.049505,1,9901,200000,1000,1000,0.049505,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,10,5,6.6136800223497483,0.68965517241379315,0.046705000000000003,1,9341,200000,1000,1000,0.046705000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,11,5.5,7.1136800223497483,0.68965517241379315,0.044764999999999999,1,8953,200000,1000,1000,0.044764999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,12,6,7.6136800223497483,0.68965517241379315,0.043520000000000003,1,8704,200000,1000,1000,0.043520000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,13,6.5,8.1136800223497492,0.68965517241379315,0.042819999999999997,1,8564,200000,1000,1000,0.042819999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,14,7,8.6136800223497492,0.68965517241379315,0.042479999999999997,1,8496,200000,1000,1000,0.042479999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,15,7.5,9.1136800223497492,0.68965517241379315,0.041959999999999997,1,8392,200000,1000,1000,0.041959999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,16,8,9.6136800223497492,0.68965517241379315,0.041300000000000003,1,8260,200000,1000,1000,0.041300000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,17,8.5,10.113680022349749,0.68965517241379315,0.041660000000000003,1,8332,200000,1000,1000,0.041660000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,18,9,10.613680022349749,0.68965517241379315,0.041500000000000002,1,8300,200000,1000,1000,0.041500000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,19,9.5,11.113680022349749,0.68965517241379315,0.041640000000000003,1,8328,200000,1000,1000,0.041640000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,20,10,11.613680022349749,0.68965517241379315,0.041259999999999998,1,8252,200000,1000,1000,0.041259999999999998,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,21,10.5,12.113680022349749,0.68965517241379315,0.041685,1,8337,200000,1000,1000,0.041685,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,22,11,12.613680022349749,0.68965517241379315,0.041189999999999997,1,8238,200000,1000,1000,0.041189999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,23,11.5,13.113680022349749,0.68965517241379315,0.041605000000000003,1,8321,200000,1000,1000,0.041605000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,24,12,13.613680022349749,0.68965517241379315,0.041230000000000003,1,8246,200000,1000,1000,0.041230000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,25,12.5,14.113680022349749,0.68965517241379315,0.041244999999999997,1,8249,200000,1000,1000,0.041244999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,26,13,14.613680022349749,0.68965517241379315,0.041230000000000003,1,8246,200000,1000,1000,0.041230000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,27,13.5,15.113680022349749,0.68965517241379315,0.041579999999999999,1,8316,200000,1000,1000,0.041579999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,28,14,15.613680022349749,0.68965517241379315,0.041579999999999999,1,8316,200000,1000,1000,0.041579999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,29,14.5,16.113680022349747,0.68965517241379315,0.041520000000000001,1,8304,200000,1000,1000,0.041520000000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,30,15,16.613680022349747,0.68965517241379315,0.041119999999999997,1,8224,200000,1000,1000,0.041119999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,31,15.5,17.113680022349747,0.68965517241379315,0.041105000000000003,1,8221,200000,1000,1000,0.041105000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,32,16,17.613680022349747,0.68965517241379315,0.041274999999999999,1,8255,200000,1000,1000,0.041274999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,33,16.5,18.113680022349747,0.68965517241379315,0.041730000000000003,1,8346,200000,1000,1000,0.041730000000000003,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,34,17,18.613680022349747,0.68965517241379315,0.041160000000000002,1,8232,200000,1000,1000,0.041160000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,35,17.5,19.113680022349747,0.68965517241379315,0.041360000000000001,1,8272,200000,1000,1000,0.041360000000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K421,421整块-交织突发,200,421,交织突发,BEST_LREP,36,18,19.613680022349747,0.68965517241379315,0.041329999999999999,1,8266,200000,1000,1000,0.041329999999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无突发,200,385,无突发,NONE_L0,0,0,2.1218760440395781,0.61349693251533743,0.078115000000000004,0.996,15623,200000,996,1000,0.078115000000000004,0.996,FER,0.996,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无突发,200,385,无突发,NONE_L0,1,0.5,2.6218760440395781,0.61349693251533743,0.064390000000000003,0.94899999999999995,12878,200000,949,1000,0.064390000000000003,0.94899999999999995,FER,0.94899999999999995,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无突发,200,385,无突发,NONE_L0,2,1,3.1218760440395781,0.61349693251533743,0.049849999999999998,0.83199999999999996,9970,200000,832,1000,0.049849999999999998,0.83199999999999996,FER,0.83199999999999996,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无突发,200,385,无突发,NONE_L0,3,1.5,3.6218760440395781,0.61349693251533743,0.030380000000000001,0.55800000000000005,6076,200000,558,1000,0.030380000000000001,0.55800000000000005,FER,0.55800000000000005,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无突发,200,385,无突发,NONE_L0,4,2,4.1218760440395776,0.61349693251533743,0.011285,0.223,2257,200000,223,1000,0.011285,0.223,FER,0.223,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无突发,200,385,无突发,NONE_L0,5,2.5,4.6218760440395776,0.61349693251533743,0.0030682520074119825,0.061766522544780732,1987,647600,200,3238,0.0030682520074119825,0.061766522544780732,FER,0.061766522544780732,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无突发,200,385,无突发,NONE_L0,6,3,5.1218760440395776,0.61349693251533743,0.00045717012646146507,0.00954426151276545,1916,4191000,200,20955,0.00045717012646146507,0.00954426151276545,FER,0.00954426151276545,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无突发,200,385,无突发,NONE_L0,7,3.5,5.6218760440395776,0.61349693251533743,3.01e-05,0.00062,301,10000000,31,50000,3.01e-05,0.00062,FER,0.00062,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无突发,200,385,无突发,NONE_L0,8,4,6.1218760440395776,0.61349693251533743,5.9999999999999997e-07,2.0000000000000002e-05,6,10000000,1,50000,5.9999999999999997e-07,2.0000000000000002e-05,FER,2.0000000000000002e-05,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,0,0,2.1218760440395781,0.61349693251533743,0.10831499999999999,1,21663,200000,1000,1000,0.10831499999999999,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,1,0.5,2.6218760440395781,0.61349693251533743,0.098220000000000002,1,19644,200000,1000,1000,0.098220000000000002,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,2,1,3.1218760440395781,0.61349693251533743,0.088450000000000001,1,17690,200000,1000,1000,0.088450000000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,3,1.5,3.6218760440395781,0.61349693251533743,0.080274999999999999,0.999,16055,200000,999,1000,0.080274999999999999,0.999,FER,0.999,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,4,2,4.1218760440395776,0.61349693251533743,0.071940000000000004,0.998,14388,200000,998,1000,0.071940000000000004,0.998,FER,0.998,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,5,2.5,4.6218760440395776,0.61349693251533743,0.064850000000000005,0.99399999999999999,12970,200000,994,1000,0.064850000000000005,0.99399999999999999,FER,0.99399999999999999,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,6,3,5.1218760440395776,0.61349693251533743,0.05586,0.96499999999999997,11172,200000,965,1000,0.05586,0.96499999999999997,FER,0.96499999999999997,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,7,3.5,5.6218760440395776,0.61349693251533743,0.047945000000000002,0.878,9589,200000,878,1000,0.047945000000000002,0.878,FER,0.878,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,8,4,6.1218760440395776,0.61349693251533743,0.035529999999999999,0.69899999999999995,7106,200000,699,1000,0.035529999999999999,0.69899999999999995,FER,0.69899999999999995,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,9,4.5,6.6218760440395776,0.61349693251533743,0.024025000000000001,0.47599999999999998,4805,200000,476,1000,0.024025000000000001,0.47599999999999998,FER,0.47599999999999998,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,10,5,7.1218760440395776,0.61349693251533743,0.01192,0.26600000000000001,2384,200000,266,1000,0.01192,0.26600000000000001,FER,0.26600000000000001,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,11,5.5,7.6218760440395776,0.61349693251533743,0.0054287369640787951,0.11587485515643106,1874,345200,200,1726,0.0054287369640787951,0.11587485515643106,FER,0.11587485515643106,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,12,6,8.1218760440395776,0.61349693251533743,0.0019675272287212587,0.040338846308995563,1951,991600,200,4958,0.0019675272287212587,0.040338846308995563,FER,0.040338846308995563,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,13,6.5,8.6218760440395776,0.61349693251533743,0.00051889573840793355,0.010720986330742428,1936,3731000,200,18655,0.00051889573840793355,0.010720986330742428,FER,0.010720986330742428,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,14,7,9.1218760440395776,0.61349693251533743,8.3399999999999994e-05,0.0019599999999999999,834,10000000,98,50000,8.3399999999999994e-05,0.0019599999999999999,FER,0.0019599999999999999,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,15,7.5,9.6218760440395776,0.61349693251533743,1.45e-05,0.00034000000000000002,145,10000000,17,50000,1.45e-05,0.00034000000000000002,FER,0.00034000000000000002,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-无交织突发,200,385,无交织突发,NONE_LREP,16,8,10.121876044039578,0.61349693251533743,3.1999999999999999e-06,6.0000000000000002e-05,32,10000000,3,50000,3.1999999999999999e-06,6.0000000000000002e-05,FER,6.0000000000000002e-05,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,0,0,2.1218760440395781,0.61349693251533743,0.10989500000000001,1,21979,200000,1000,1000,0.10989500000000001,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,1,0.5,2.6218760440395781,0.61349693251533743,0.098409999999999997,1,19682,200000,1000,1000,0.098409999999999997,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,2,1,3.1218760440395781,0.61349693251533743,0.089834999999999998,1,17967,200000,1000,1000,0.089834999999999998,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,3,1.5,3.6218760440395781,0.61349693251533743,0.079159999999999994,1,15832,200000,1000,1000,0.079159999999999994,1,FER,1,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,4,2,4.1218760440395776,0.61349693251533743,0.071565000000000004,0.997,14313,200000,997,1000,0.071565000000000004,0.997,FER,0.997,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,5,2.5,4.6218760440395776,0.61349693251533743,0.064265000000000003,0.98699999999999999,12853,200000,987,1000,0.064265000000000003,0.98699999999999999,FER,0.98699999999999999,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,6,3,5.1218760440395776,0.61349693251533743,0.055995000000000003,0.95899999999999996,11199,200000,959,1000,0.055995000000000003,0.95899999999999996,FER,0.95899999999999996,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,7,3.5,5.6218760440395776,0.61349693251533743,0.048015000000000002,0.88300000000000001,9603,200000,883,1000,0.048015000000000002,0.88300000000000001,FER,0.88300000000000001,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,8,4,6.1218760440395776,0.61349693251533743,0.036880000000000003,0.72199999999999998,7376,200000,722,1000,0.036880000000000003,0.72199999999999998,FER,0.72199999999999998,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,9,4.5,6.6218760440395776,0.61349693251533743,0.024805000000000001,0.503,4961,200000,503,1000,0.024805000000000001,0.503,FER,0.503,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,10,5,7.1218760440395776,0.61349693251533743,0.012959999999999999,0.27300000000000002,2592,200000,273,1000,0.012959999999999999,0.27300000000000002,FER,0.27300000000000002,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,11,5.5,7.6218760440395776,0.61349693251533743,0.006233509234828496,0.13192612137203166,1890,303200,200,1516,0.006233509234828496,0.13192612137203166,FER,0.13192612137203166,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,12,6,8.1218760440395776,0.61349693251533743,0.0017970565453137102,0.038729666924864445,1856,1032800,200,5164,0.0017970565453137102,0.038729666924864445,FER,0.038729666924864445,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,13,6.5,8.6218760440395776,0.61349693251533743,0.00050868624077260362,0.011100627185435977,1833,3603400,200,18017,0.00050868624077260362,0.011100627185435977,FER,0.011100627185435977,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,14,7,9.1218760440395776,0.61349693251533743,0.0001027,0.0022200000000000002,1027,10000000,111,50000,0.0001027,0.0022200000000000002,FER,0.0022200000000000002,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,15,7.5,9.6218760440395776,0.61349693251533743,1.3699999999999999e-05,0.00029999999999999997,137,10000000,15,50000,1.3699999999999999e-05,0.00029999999999999997,FER,0.00029999999999999997,false
s16_nm_k200_fer_overview,K200_M511K385,385整块-交织突发,200,385,交织突发,BEST_LREP,16,8,10.121876044039578,0.61349693251533743,1.7e-06,4.0000000000000003e-05,17,10000000,2,50000,1.7e-06,4.0000000000000003e-05,FER,4.0000000000000003e-05,false
