phase,caseId,snrDb,ebN0Db,actualRate,sigmaSquared,N_transmitted,framesProcessed,payloadBitErrors,payloadErrorFrames,BER,FER,payloadSuccessRate,avgEncodeTime_us,maxEncodeTime_us,avgDecodeTime_us,p95DecodeTime_us,maxDecodeTime_us,rawDecodeThroughput_Mbps,successfulDecodeThroughput_Mbps,normalizedGoodput,stopReason
prescan,CC-B-R12-S,1,4.0963016742589877,0.49019607843137253,0.39716411736214075,612,2000,8,2,1.3333333333333333e-05,0.001,0.999,5.9470999999999936,373.80000000000001,418.50139999999971,620.79999999999995,1306.2,0.71684348009349597,0.71612663661340248,0.48970588235294116,MAX_FRAMES_REACHED
prescan,CC-B-R12-H,1.5,4.5963016742589877,0.49019607843137253,0.35397289219206896,612,2000,899,144,0.0014983333333333333,0.071999999999999995,0.92800000000000005,5.6802500000000009,133.40000000000001,319.48844999999989,462.39999999999998,1708.2,0.93900108125974535,0.87139300340904369,0.45490196078431372,MAX_FRAMES_REACHED
prescan,CC-B-R12-S,1.5,4.5963016742589877,0.49019607843137253,0.35397289219206896,612,2000,0,0,0,0,1,5.6802500000000009,133.40000000000001,408.42034999999976,589.70000000000005,4862.8000000000002,0.73453734614350186,0.73453734614350186,0.49019607843137253,MAX_FRAMES_REACHED
prescan,CC-B-R12-H,2,5.0963016742589877,0.49019607843137253,0.31547867224009662,612,2000,268,51,0.00044666666666666666,0.025499999999999998,0.97450000000000003,5.3870999999999958,90.799999999999997,321.52399999999983,470.10000000000002,1423.0999999999999,0.93305631927943222,0.90926338313780675,0.47769607843137252,MAX_FRAMES_REACHED
prescan,CC-B-R12-S,2,5.0963016742589877,0.49019607843137253,0.31547867224009662,612,2000,0,0,0,0,1,5.3870999999999958,90.799999999999997,408.23484999999994,616,2948.4000000000001,0.73487111646641645,0.73487111646641645,0.49019607843137253,MAX_FRAMES_REACHED
prescan,CC-B-R23-H,-0.5,1.3469143081759878,0.65359477124183007,0.56100922715098167,459,300,24433,300,0.27147777777777776,1,0,5.6603333333333312,51.200000000000003,316.20266666666657,484.80000000000001,951,0.94875860207799245,0,0,TARGET_ERRORS_REACHED
prescan,CC-B-R23-S,-0.5,1.3469143081759878,0.65359477124183007,0.56100922715098167,459,300,7149,223,0.079433333333333328,0.74333333333333329,0.25666666666666671,5.6603333333333312,51.200000000000003,405.39933333333306,590.29999999999995,1055.4000000000001,0.74001108372156554,0.18993617815520186,0.16775599128540308,TARGET_ERRORS_REACHED
prescan,CC-B-R23-H,0,1.8469143081759878,0.65359477124183007,0.5,459,300,18427,297,0.20474444444444445,0.98999999999999999,0.010000000000000009,6.7429999999999994,183.80000000000001,325.32333333333321,470.19999999999999,1132.7,0.92215949260735508,0.0092215949260735595,0.0065359477124183069,TARGET_ERRORS_REACHED
prescan,CC-B-R23-S,0,1.8469143081759878,0.65359477124183007,0.5,459,300,2901,140,0.032233333333333336,0.46666666666666667,0.53333333333333333,6.7429999999999994,183.80000000000001,417.98833333333317,634.20000000000005,1191.4000000000001,0.71772338143409131,0.38278580343151536,0.34858387799564272,TARGET_ERRORS_REACHED
prescan,CC-B-R23-H,0.5,2.3469143081759878,0.65359477124183007,0.44562546906687278,459,300,12040,284,0.13377777777777777,0.94666666666666666,0.053333333333333344,5.9746666666666686,74.5,345.53533333333337,517,1303.7,0.86821801147205391,0.046304960611842881,0.03485838779956428,TARGET_ERRORS_REACHED
prescan,CC-B-R23-S,0.5,2.3469143081759878,0.65359477124183007,0.44562546906687278,459,300,1006,69,0.011177777777777778,0.23000000000000001,0.77000000000000002,5.9746666666666686,74.5,439.58366666666649,684.89999999999998,1423.8,0.68246393746810452,0.5254972318504405,0.50326797385620914,TARGET_ERRORS_REACHED
prescan,CC-B-R23-H,1,2.8469143081759878,0.65359477124183007,0.39716411736214075,459,325,7393,260,0.07582564102564103,0.80000000000000004,0.19999999999999996,5.5538461538461492,34.5,319.83846153846162,496.5,914.79999999999995,0.93797349623608051,0.18759469924721606,0.13071895424836599,TARGET_ERRORS_REACHED
prescan,CC-B-R23-S,1,2.8469143081759878,0.65359477124183007,0.39716411736214075,459,325,390,30,0.0040000000000000001,0.092307692307692313,0.90769230769230769,5.5538461538461492,34.5,408.62123076923086,635.70000000000005,994,0.7341762429603792,0.66640612822557499,0.59326294620412268,TARGET_ERRORS_REACHED
prescan,CC-B-R23-H,1.5,3.3469143081759878,0.65359477124183007,0.35397289219206896,459,915,11079,551,0.04036065573770492,0.6021857923497268,0.3978142076502732,5.5048087431693977,54.5,321.52808743169368,491.39999999999998,1319.8,0.9330444577839031,0.37117834167578218,0.26000928604593021,TARGET_ERRORS_REACHED
prescan,CC-B-R23-S,1.5,3.3469143081759878,0.65359477124183007,0.35397289219206896,459,915,312,30,0.0011366120218579234,0.032786885245901641,0.96721311475409832,5.5048087431693977,54.5,420.89224043715825,672.20000000000005,2027.8,0.71277151531329264,0.68940195743416821,0.63216543447980289,TARGET_ERRORS_REACHED
prescan,CC-B-R23-H,2,3.8469143081759878,0.65359477124183007,0.31547867224009662,459,2000,11543,791,0.019238333333333333,0.39550000000000002,0.60450000000000004,5.8740999999999941,306.89999999999998,308.85849999999965,449.69999999999999,2716.5999999999999,0.9713185811625723,0.587162082312775,0.39509803921568631,MAX_FRAMES_REACHED
prescan,CC-B-R23-S,2,3.8469143081759878,0.65359477124183007,0.31547867224009662,459,2000,161,19,0.00026833333333333331,0.0094999999999999998,0.99050000000000005,5.8740999999999941,306.89999999999998,405.68439999999981,611.60000000000002,4495.6000000000004,0.73949109209030506,0.73246592671544719,0.64738562091503271,MAX_FRAMES_REACHED
prescan,CC-B-R23-H,2.5,4.3469143081759878,0.65359477124183007,0.28117066259517454,459,2000,4205,383,0.0070083333333333334,0.1915,0.8085,5.9311000000000105,357.60000000000002,320.98525000000006,488.89999999999998,3081.4000000000001,0.93462238529652042,0.7556421985122368,0.52843137254901962,MAX_FRAMES_REACHED
prescan,CC-B-R23-S,2.5,4.3469143081759878,0.65359477124183007,0.28117066259517454,459,2000,8,2,1.3333333333333333e-05,0.001,0.999,5.9311000000000105,357.60000000000002,420.98470000000037,655,1607.2,0.7126149715179666,0.71190235654644862,0.65294117647058825,MAX_FRAMES_REACHED
prescan,CC-B-R23-H,3,4.8469143081759878,0.65359477124183007,0.25059361681363618,459,2000,1491,170,0.0024849999999999998,0.085000000000000006,0.91500000000000004,5.9203000000000019,429.69999999999999,304.31199999999984,448.30000000000001,1315,0.98583033202765635,0.90203475380530562,0.59803921568627449,MAX_FRAMES_REACHED
prescan,CC-B-R23-S,3,4.8469143081759878,0.65359477124183007,0.25059361681363618,459,2000,0,0,0,0,1,5.9203000000000019,429.69999999999999,398.79184999999995,587.60000000000002,1206.5999999999999,0.75227214397686426,0.75227214397686426,0.65359477124183007,MAX_FRAMES_REACHED
prescan,CC-B-R23-H,3.5,5.3469143081759878,0.65359477124183007,0.22334179607548157,459,2000,415,58,0.00069166666666666671,0.029000000000000001,0.97099999999999997,6.9781999999999922,2618.8000000000002,310.11569999999955,448.89999999999998,4491.5,0.96738088397330557,0.93932683833807973,0.63464052287581696,MAX_FRAMES_REACHED
prescan,CC-B-R23-S,3.5,5.3469143081759878,0.65359477124183007,0.22334179607548157,459,2000,0,0,0,0,1,6.9781999999999922,2618.8000000000002,404.3875999999994,587.89999999999998,1789.5,0.74186251012642435,0.74186251012642435,0.65359477124183007,MAX_FRAMES_REACHED
prescan,CC-B-R23-H,4,5.8469143081759878,0.65359477124183007,0.19905358527674863,459,2000,91,17,0.00015166666666666668,0.0085000000000000006,0.99150000000000005,5.8133999999999961,280.80000000000001,314.45699999999965,480.19999999999999,1450.8,0.95402551064215557,0.94591629380169728,0.64803921568627454,MAX_FRAMES_REACHED
prescan,CC-B-R23-S,4,5.8469143081759878,0.65359477124183007,0.19905358527674863,459,2000,0,0,0,0,1,5.8133999999999961,280.80000000000001,418.36124999999953,635.89999999999998,1443.0999999999999,0.71708362091374456,0.71708362091374456,0.65359477124183007,MAX_FRAMES_REACHED
prescan,CC-B-R34-H,0.5,1.8353890837021747,0.73529411764705888,0.44562546906687278,408,300,24170,298,0.26855555555555555,0.99333333333333329,0.0066666666666667096,6.1793333333333331,141.09999999999999,313.8739999999998,449.10000000000002,777.20000000000005,0.9557975493350841,0.0063719836622339347,0.0049019607843137575,TARGET_ERRORS_REACHED
prescan,CC-B-R34-S,0.5,1.8353890837021747,0.73529411764705888,0.44562546906687278,408,300,6556,219,0.072844444444444448,0.72999999999999998,0.27000000000000002,6.1793333333333331,141.09999999999999,395.75599999999991,601.5,1313.9000000000001,0.75804283447376686,0.20467156530791705,0.1985294117647059,TARGET_ERRORS_REACHED
prescan,CC-B-R34-H,1,2.3353890837021747,0.73529411764705888,0.39716411736214075,408,300,17558,291,0.1950888888888889,0.96999999999999997,0.030000000000000027,7.564333333333332,427,326.25799999999998,511.5,5629.1999999999998,0.91951768232503117,0.027585530469750961,0.022058823529411787,TARGET_ERRORS_REACHED
prescan,CC-B-R34-S,1,2.3353890837021747,0.73529411764705888,0.39716411736214075,408,300,2889,137,0.032099999999999997,0.45666666666666667,0.54333333333333333,7.564333333333332,427,408.69133333333315,619.89999999999998,4087.6999999999998,0.73405031017703692,0.39883400186285672,0.39950980392156865,TARGET_ERRORS_REACHED
prescan,CC-B-R34-H,1.5,2.8353890837021747,0.73529411764705888,0.35397289219206896,408,300,11713,271,0.13014444444444445,0.90333333333333332,0.096666666666666679,5.5306666666666633,29.5,319.32333333333321,497,878.10000000000002,0.93948662275436634,0.090817040199588764,0.071078431372549031,TARGET_ERRORS_REACHED
prescan,CC-B-R34-S,1.5,2.8353890837021747,0.73529411764705888,0.35397289219206896,408,300,879,59,0.0097666666666666666,0.19666666666666666,0.80333333333333334,5.5306666666666633,29.5,400.45833333333354,609.29999999999995,953.70000000000005,0.74914160857350909,0.60181042555405229,0.59068627450980393,TARGET_ERRORS_REACHED
prescan,CC-B-R34-H,2,3.3353890837021747,0.73529411764705888,0.31547867224009662,408,614,14989,476,0.081373507057546146,0.77524429967426711,0.22475570032573289,5.6368078175895828,135.40000000000001,306.86758957654746,451.69999999999999,989.60000000000002,0.97762034893934491,0.21972574617854981,0.16526154435715654,TARGET_ERRORS_REACHED
prescan,CC-B-R34-S,2,3.3353890837021747,0.73529411764705888,0.31547867224009662,408,614,336,30,0.0018241042345276872,0.048859934853420196,0.95114006514657978,5.6368078175895828,135.40000000000001,386.69739413680793,579.29999999999995,1472.8,0.77580041797195132,0.73789486009058558,0.69936769496072049,TARGET_ERRORS_REACHED
prescan,CC-B-R34-H,2.5,3.8353890837021747,0.73529411764705888,0.28117066259517454,408,1075,13466,609,0.041755038759689923,0.56651162790697673,0.43348837209302327,5.9998139534883741,195.09999999999999,324.18148837209247,482.60000000000002,2222.3000000000002,0.9254075595324025,0.40115341650427866,0.31874145006839949,TARGET_ERRORS_REACHED
prescan,CC-B-R34-S,2.5,3.8353890837021747,0.73529411764705888,0.28117066259517454,408,1075,263,30,0.0008155038759689922,0.027906976744186046,0.97209302325581393,5.9998139534883741,195.09999999999999,422.0198139534881,663.70000000000005,1458.5,0.71086709694882666,0.69102894540606874,0.71477428180574554,TARGET_ERRORS_REACHED
prescan,CC-B-R34-H,3,4.3353890837021751,0.73529411764705888,0.25059361681363618,408,2000,10308,640,0.017180000000000001,0.32000000000000001,0.67999999999999994,6.1156499999999987,480.19999999999999,319.08885000000026,503.80000000000001,1211.5999999999999,0.94017700712513064,0.63932036484508881,0.5,MAX_FRAMES_REACHED
prescan,CC-B-R34-S,3,4.3353890837021751,0.73529411764705888,0.25059361681363618,408,2000,83,11,0.00013833333333333333,0.0054999999999999997,0.99450000000000005,6.1156499999999987,480.19999999999999,407.88474999999988,623.79999999999995,1741.8,0.73550187890084173,0.73145661856688715,0.73125000000000007,MAX_FRAMES_REACHED
prescan,CC-B-R34-H,3.5,4.8353890837021751,0.73529411764705888,0.22334179607548157,408,2000,3761,288,0.0062683333333333332,0.14399999999999999,0.85599999999999998,5.5408999999999891,92.700000000000003,308.59880000000061,452.60000000000002,1319.0999999999999,0.97213599015938945,0.83214840757643738,0.62941176470588234,MAX_FRAMES_REACHED
prescan,CC-B-R34-S,3.5,4.8353890837021751,0.73529411764705888,0.22334179607548157,408,2000,15,2,2.5000000000000001e-05,0.001,0.999,5.5408999999999891,92.700000000000003,400.42604999999958,581.20000000000005,1881.8,0.74920200621313304,0.74845280420691995,0.73455882352941182,MAX_FRAMES_REACHED
prescan,CC-B-R34-H,4,5.3353890837021751,0.73529411764705888,0.19905358527674863,408,2000,982,103,0.0016366666666666667,0.051499999999999997,0.94850000000000001,6.2694999999999848,544.39999999999998,315.02679999999918,473.5,1429.5,0.95229993130743407,0.90325648484510124,0.69742647058823537,MAX_FRAMES_REACHED
prescan,CC-B-R34-S,4,5.3353890837021751,0.73529411764705888,0.19905358527674863,408,2000,0,0,0,0,1,6.2694999999999848,544.39999999999998,412.38875000000041,620.60000000000002,1707.7,0.72746892343692615,0.72746892343692615,0.73529411764705888,MAX_FRAMES_REACHED
