caseId,actualLength,frameIndex,snrDb,decoderType,alpha,earlyStopPolicy,iteration,syndromeWeight,payloadErrorCount,hardDecisionHash,posteriorLlrHash,checkMessageHash,usedIterationsSoFar
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,28,1,1,17272461741095328094,14805241974348690042,15395081671602220391,28
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,29,1,1,17272461741095328094,14805241974348690042,9565044582312592381,29
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,30,1,1,17272461741095328094,14805241974348690042,15395081671602220391,30
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,31,1,1,17272461741095328094,14805241974348690042,9565044582312592381,31
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,32,1,1,17272461741095328094,14805241974348690042,15395081671602220391,32
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,1,1,1,17272461741095328094,8362245711406371599,9007987784871179085,1
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,2,1,1,17272461741095328094,5801985117703649636,10992482143637431806,2
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,3,1,1,17272461741095328094,9649855189152157338,15295889681550318800,3
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,4,1,1,17272461741095328094,10590360026250896996,8691830591375689166,4
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,5,1,1,17272461741095328094,6832100408850757587,16291722436017507940,5
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,6,1,1,17272461741095328094,11749147868880900305,156349884377181315,6
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,7,1,1,17272461741095328094,9992360395195498298,10791248372984226058,7
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,8,1,1,17272461741095328094,11749147868880900305,11602636729206894274,8
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,9,1,1,17272461741095328094,9992360395195498298,10791248372984226058,9
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,10,1,1,17272461741095328094,11749147868880900305,11602636729206894274,10
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,11,1,1,17272461741095328094,9992360395195498298,10791248372984226058,11
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,12,1,1,17272461741095328094,11749147868880900305,11602636729206894274,12
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,13,1,1,17272461741095328094,9992360395195498298,10791248372984226058,13
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,14,1,1,17272461741095328094,11749147868880900305,11602636729206894274,14
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,15,1,1,17272461741095328094,9992360395195498298,10791248372984226058,15
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,16,1,1,17272461741095328094,11749147868880900305,11602636729206894274,16
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,17,1,1,17272461741095328094,9992360395195498298,10791248372984226058,17
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,18,1,1,17272461741095328094,11749147868880900305,11602636729206894274,18
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,19,1,1,17272461741095328094,9992360395195498298,10791248372984226058,19
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,20,1,1,17272461741095328094,11749147868880900305,11602636729206894274,20
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,21,1,1,17272461741095328094,9992360395195498298,10791248372984226058,21
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,22,1,1,17272461741095328094,11749147868880900305,11602636729206894274,22
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,23,1,1,17272461741095328094,9992360395195498298,10791248372984226058,23
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,24,1,1,17272461741095328094,11749147868880900305,11602636729206894274,24
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,25,1,1,17272461741095328094,9992360395195498298,10791248372984226058,25
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,26,1,1,17272461741095328094,11749147868880900305,11602636729206894274,26
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,27,1,1,17272461741095328094,9992360395195498298,10791248372984226058,27
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,28,1,1,17272461741095328094,11749147868880900305,11602636729206894274,28
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,29,1,1,17272461741095328094,9992360395195498298,10791248372984226058,29
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,30,1,1,17272461741095328094,11749147868880900305,11602636729206894274,30
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,31,1,1,17272461741095328094,9992360395195498298,10791248372984226058,31
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,32,1,1,17272461741095328094,11749147868880900305,11602636729206894274,32
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,1,1,1,17272461741095328094,11113473459496544204,6964098759318451890,1
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,2,1,1,17272461741095328094,15409817577494582699,9114390379182322246,2
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,3,1,1,17272461741095328094,2164781771797950251,583049359685011847,3
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,4,1,1,17272461741095328094,205847266430851981,13546666067182628580,4
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,5,1,1,17272461741095328094,1422493621836379262,7611968920812908562,5
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,6,1,1,17272461741095328094,8128627692434983857,16933401751736376759,6
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,7,1,1,17272461741095328094,4336013782940679983,15564435016769606306,7
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,8,1,1,17272461741095328094,4386636191777180605,15564435016769606306,8
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,9,1,1,17272461741095328094,6508852093510462171,15564435016769606306,9
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,10,1,1,17272461741095328094,17986328488563351465,15564435016769606306,10
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,11,1,1,17272461741095328094,8535213400835831367,15564435016769606306,11
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,12,1,1,17272461741095328094,3401284792218359829,15564435016769606306,12
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,13,1,1,17272461741095328094,16501020381489034003,15564435016769606306,13
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,14,1,1,17272461741095328094,6678437968797088609,15564435016769606306,14
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,15,1,1,17272461741095328094,15240160969641954975,15564435016769606306,15
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,16,1,1,17272461741095328094,7586087230820247277,15564435016769606306,16
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,17,1,1,17272461741095328094,5867392606618930059,15564435016769606306,17
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,18,1,1,17272461741095328094,9942580525433510937,15564435016769606306,18
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,19,1,1,17272461741095328094,2466516957809468407,15564435016769606306,19
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,20,1,1,17272461741095328094,17129001547368959493,15564435016769606306,20
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,21,1,1,17272461741095328094,6012594214620646147,15564435016769606306,21
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,22,1,1,17272461741095328094,13181854947156516817,15564435016769606306,22
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,23,1,1,17272461741095328094,8417799917957181391,15564435016769606306,23
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,24,1,1,17272461741095328094,9223011714568846941,15564435016769606306,24
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,25,1,1,17272461741095328094,17357451027943002235,15564435016769606306,25
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,26,1,1,17272461741095328094,3072204620653159881,15564435016769606306,26
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,27,1,1,17272461741095328094,2897925280241833191,15564435016769606306,27
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,28,1,1,17272461741095328094,7233720598243066549,15564435016769606306,28
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,29,1,1,17272461741095328094,16057840494397297203,15564435016769606306,29
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,30,1,1,17272461741095328094,7572753489878902145,15564435016769606306,30
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,31,1,1,17272461741095328094,2185929833739136319,15564435016769606306,31
LDPC_BG2_K300_N480,480,30000,3,DIRECT_LAYERED_NMS,0.69999999999999996,SYNDROME_AFTER_FULL_ITERATION,32,1,1,17272461741095328094,7857075548057777293,15564435016769606306,32
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,1,1,3,3717694102552738183,3058162349253167976,16141619544657380420,1
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_SPA_BP,0,SYNDROME_AFTER_FULL_ITERATION,2,0,2,12689643792497216252,12355773786870427105,5382115412148408928,2
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,1,4,2,17473632857185178855,6640202461704525771,10542814161507363202,1
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,2,4,2,17473632857185178855,17160547239373882783,9125875757472218715,2
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,3,4,2,17473632857185178855,17602177619876217866,9920392254981222008,3
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,4,4,2,17473632857185178855,4152485864564197827,16057550516141358445,4
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,5,4,2,17473632857185178855,216492485283417427,174045121112257824,5
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,6,4,2,17473632857185178855,6180906423490356713,9473850911607848751,6
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,7,4,2,17473632857185178855,4155533952740048335,16795030098072235893,7
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,8,4,2,17473632857185178855,4155533952740048335,3022299999457762389,8
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,9,4,2,17473632857185178855,4155533952740048335,16795030098072235893,9
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,10,4,2,17473632857185178855,4155533952740048335,3022299999457762389,10
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,11,4,2,17473632857185178855,4155533952740048335,16795030098072235893,11
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,12,4,2,17473632857185178855,4155533952740048335,3022299999457762389,12
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,13,4,2,17473632857185178855,4155533952740048335,16795030098072235893,13
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,14,4,2,17473632857185178855,4155533952740048335,3022299999457762389,14
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,15,4,2,17473632857185178855,4155533952740048335,16795030098072235893,15
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,16,4,2,17473632857185178855,4155533952740048335,3022299999457762389,16
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,17,4,2,17473632857185178855,4155533952740048335,16795030098072235893,17
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,18,4,2,17473632857185178855,4155533952740048335,3022299999457762389,18
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,19,4,2,17473632857185178855,4155533952740048335,16795030098072235893,19
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,20,4,2,17473632857185178855,4155533952740048335,3022299999457762389,20
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,21,4,2,17473632857185178855,4155533952740048335,16795030098072235893,21
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,22,4,2,17473632857185178855,4155533952740048335,3022299999457762389,22
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,23,4,2,17473632857185178855,4155533952740048335,16795030098072235893,23
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,24,4,2,17473632857185178855,4155533952740048335,3022299999457762389,24
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,25,4,2,17473632857185178855,4155533952740048335,16795030098072235893,25
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,26,4,2,17473632857185178855,4155533952740048335,3022299999457762389,26
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,27,4,2,17473632857185178855,4155533952740048335,16795030098072235893,27
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,28,4,2,17473632857185178855,4155533952740048335,3022299999457762389,28
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,29,4,2,17473632857185178855,4155533952740048335,16795030098072235893,29
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,30,4,2,17473632857185178855,4155533952740048335,3022299999457762389,30
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,31,4,2,17473632857185178855,4155533952740048335,16795030098072235893,31
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.59999999999999998,SYNDROME_AFTER_FULL_ITERATION,32,4,2,17473632857185178855,4155533952740048335,3022299999457762389,32
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,1,4,2,17473632857185178855,8016177893086943409,10476629587753335985,1
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,2,2,2,2721655660738109504,1086599584667240803,12693007035773559879,2
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,3,2,2,2721655660738109504,15671319378092884324,17977774653798920710,3
LDPC_BG2_K300_N480,480,30002,3,DIRECT_LAYERED_NMS,0.65000000000000002,SYNDROME_AFTER_FULL_ITERATION,4,2,2,2721655660738109504,13294288197038169343,1704687196126559428,4
