organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer,decisionMode
D_CONT_150x2,R23,-1.0,-5,332,1000,0.332,0.303504,0.361782,coarse,Hard
D_CONT_150x2,R23,-1.0,-4,378,1000,0.378,0.348468,0.408466,coarse,Hard
D_CONT_150x2,R23,-1.0,-3,356,1000,0.356,0.326926,0.386176,coarse,Hard
D_CONT_150x2,R23,-1.0,-2,396,1000,0.396,0.366141,0.426655,coarse,Hard
D_CONT_150x2,R23,-1.0,-1,333,1000,0.333,0.304478,0.3628,coarse,Hard
D_CONT_150x2,R23,-1.0,0,364,1000,0.364,0.334752,0.394289,coarse,Hard
D_CONT_150x2,R23,-1.0,1,340,1000,0.34,0.311302,0.369923,coarse,Hard
D_CONT_150x2,R23,-1.0,2,381,1000,0.381,0.35141,0.4115,coarse,Hard
D_CONT_150x2,R23,-1.0,3,356,1000,0.356,0.326926,0.386176,coarse,Hard
D_CONT_150x2,R23,-1.0,4,364,1000,0.364,0.334752,0.394289,coarse,Hard
D_CONT_150x2,R23,-1.0,5,346,1000,0.346,0.317157,0.376022,coarse,Hard
D_CONT_150x2,R23,-1.0,6,373,1000,0.373,0.343566,0.403406,coarse,Hard
D_CONT_150x2,R23,-1.0,7,348,1000,0.348,0.319109,0.378054,coarse,Hard
D_CONT_150x2,R23,-1.0,8,411,1000,0.411,0.380902,0.441779,coarse,Hard
D_CONT_150x2,R23,-1.0,9,372,1000,0.372,0.342586,0.402394,coarse,Hard
B_CONT_50x6,R23,-0.5,-10,1560,5000,0.312,0.299306,0.324982,coarse,Hard
B_CONT_50x6,R23,-0.5,-9,1477,5000,0.2954,0.282915,0.308199,coarse,Hard
B_CONT_50x6,R23,-0.5,-8,1491,5000,0.2982,0.285679,0.311031,coarse,Hard
B_CONT_50x6,R23,-0.5,-7,1458,5000,0.2916,0.279166,0.304354,coarse,Hard
B_CONT_50x6,R23,-0.5,-6,1538,5000,0.3076,0.29496,0.320536,coarse,Hard
B_CONT_50x6,R23,-0.5,-5,1490,5000,0.298,0.285481,0.310829,coarse,Hard
B_CONT_50x6,R23,-0.5,-4,1564,5000,0.3128,0.300097,0.325791,coarse,Hard
B_CONT_50x6,R23,-0.5,-3,1500,5000,0.3,0.287455,0.312852,coarse,Hard
B_CONT_50x6,R23,-0.5,-2,1544,5000,0.3088,0.296145,0.321748,coarse,Hard
B_CONT_50x6,R23,-0.5,-1,1488,5000,0.2976,0.285087,0.310424,coarse,Hard
B_CONT_50x6,R23,-0.5,0,1536,5000,0.3072,0.294565,0.320131,coarse,Hard
B_CONT_50x6,R23,-0.5,1,1468,5000,0.2936,0.281139,0.306378,coarse,Hard
B_CONT_50x6,R23,-0.5,2,1548,5000,0.3096,0.296935,0.322557,coarse,Hard
B_CONT_50x6,R23,-0.5,3,1501,5000,0.3002,0.287653,0.313054,coarse,Hard
B_CONT_50x6,R23,-0.5,4,1499,5000,0.2998,0.287258,0.312649,coarse,Hard
B_CONT_50x6,R23,-0.5,5,1430,5000,0.286,0.273643,0.298686,coarse,Hard
B_CONT_50x6,R23,-0.5,6,1568,5000,0.3136,0.300887,0.326599,coarse,Hard
B_CONT_50x6,R23,-0.5,7,1456,5000,0.2912,0.278771,0.303949,coarse,Hard
B_CONT_50x6,R23,-0.5,8,1606,5000,0.3212,0.308399,0.334276,coarse,Hard
B_CONT_50x6,R23,-0.5,9,1457,5000,0.2914,0.278969,0.304152,coarse,Hard
C_CONT_100x3,R23,-0.5,-10,627,2000,0.3135,0.293542,0.334173,coarse,Hard
C_CONT_100x3,R23,-0.5,-9,566,2000,0.283,0.263689,0.303143,coarse,Hard
C_CONT_100x3,R23,-0.5,-8,631,2000,0.3155,0.295504,0.336204,coarse,Hard
C_CONT_100x3,R23,-0.5,-7,583,2000,0.2915,0.271998,0.311802,coarse,Hard
C_CONT_100x3,R23,-0.5,-6,616,2000,0.308,0.288151,0.328585,coarse,Hard
C_CONT_100x3,R23,-0.5,-5,586,2000,0.293,0.273465,0.313329,coarse,Hard
C_CONT_100x3,R23,-0.5,-4,599,2000,0.2995,0.279826,0.319943,coarse,Hard
C_CONT_100x3,R23,-0.5,-3,604,2000,0.302,0.282274,0.322486,coarse,Hard
C_CONT_100x3,R23,-0.5,-2,612,2000,0.306,0.286191,0.326552,coarse,Hard
C_CONT_100x3,R23,-0.5,-1,598,2000,0.299,0.279336,0.319434,coarse,Hard
C_CONT_100x3,R23,-0.5,0,613,2000,0.3065,0.286681,0.327061,coarse,Hard
C_CONT_100x3,R23,-0.5,1,614,2000,0.307,0.287171,0.327569,coarse,Hard
C_CONT_100x3,R23,-0.5,2,618,2000,0.309,0.289131,0.329601,coarse,Hard
C_CONT_100x3,R23,-0.5,3,590,2000,0.295,0.275422,0.315364,coarse,Hard
C_CONT_100x3,R23,-0.5,4,621,2000,0.3105,0.290601,0.331125,coarse,Hard
C_CONT_100x3,R23,-0.5,5,579,2000,0.2895,0.270042,0.309765,coarse,Hard
C_CONT_100x3,R23,-0.5,6,641,2000,0.3205,0.300409,0.34128,coarse,Hard
C_CONT_100x3,R23,-0.5,7,589,2000,0.2945,0.274932,0.314855,coarse,Hard
C_CONT_100x3,R23,-0.5,8,651,2000,0.3255,0.305316,0.346353,coarse,Hard
C_CONT_100x3,R23,-0.5,9,590,2000,0.295,0.275422,0.315364,coarse,Hard
D_CONT_150x2,R23,-0.5,-10,333,1000,0.333,0.304478,0.3628,coarse,Hard
D_CONT_150x2,R23,-0.5,-9,308,1000,0.308,0.280166,0.337303,coarse,Hard
D_CONT_150x2,R23,-0.5,-8,300,1000,0.3,0.272407,0.329124,coarse,Hard
D_CONT_150x2,R23,-0.5,-7,296,1000,0.296,0.268531,0.32503,coarse,Hard
D_CONT_150x2,R23,-0.5,-6,315,1000,0.315,0.286964,0.344452,coarse,Hard
D_CONT_150x2,R23,-0.5,-5,306,1000,0.306,0.278225,0.335259,coarse,Hard
D_CONT_150x2,R23,-0.5,-4,331,1000,0.331,0.30253,0.360764,coarse,Hard
D_CONT_150x2,R23,-0.5,-3,309,1000,0.309,0.281137,0.338325,coarse,Hard
D_CONT_150x2,R23,-0.5,-2,347,1000,0.347,0.318133,0.377038,coarse,Hard
D_CONT_150x2,R23,-0.5,-1,307,1000,0.307,0.279196,0.336281,coarse,Hard
D_CONT_150x2,R23,-0.5,0,309,1000,0.309,0.281137,0.338325,coarse,Hard
D_CONT_150x2,R23,-0.5,1,298,1000,0.298,0.270469,0.327077,coarse,Hard
D_CONT_150x2,R23,-0.5,2,302,1000,0.302,0.274346,0.33117,coarse,Hard
D_CONT_150x2,R23,-0.5,3,312,1000,0.312,0.28405,0.341389,coarse,Hard
D_CONT_150x2,R23,-0.5,4,303,1000,0.303,0.275315,0.332192,coarse,Hard
D_CONT_150x2,R23,-0.5,5,307,1000,0.307,0.279196,0.336281,coarse,Hard
D_CONT_150x2,R23,-0.5,6,319,1000,0.319,0.290852,0.348534,coarse,Hard
D_CONT_150x2,R23,-0.5,7,294,1000,0.294,0.266594,0.322983,coarse,Hard
D_CONT_150x2,R23,-0.5,8,345,1000,0.345,0.316181,0.375006,coarse,Hard
D_CONT_150x2,R23,-0.5,9,309,1000,0.309,0.281137,0.338325,coarse,Hard
B_CONT_50x6,R23,0.0,-10,1273,5000,0.2546,0.242717,0.26686,coarse,Hard
B_CONT_50x6,R23,0.0,-9,1120,5000,0.224,0.212658,0.235766,coarse,Hard
B_CONT_50x6,R23,0.0,-8,1194,5000,0.2388,0.227186,0.250815,coarse,Hard
B_CONT_50x6,R23,0.0,-7,1096,5000,0.2192,0.207951,0.23088,coarse,Hard
B_CONT_50x6,R23,0.0,-6,1175,5000,0.235,0.223454,0.246953,coarse,Hard
B_CONT_50x6,R23,0.0,-5,1125,5000,0.225,0.213639,0.236783,coarse,Hard
B_CONT_50x6,R23,0.0,-4,1248,5000,0.2496,0.237799,0.261785,coarse,Hard
B_CONT_50x6,R23,0.0,-3,1129,5000,0.2258,0.214424,0.237597,coarse,Hard
B_CONT_50x6,R23,0.0,-2,1195,5000,0.239,0.227382,0.251019,coarse,Hard
B_CONT_50x6,R23,0.0,-1,1142,5000,0.2284,0.216975,0.240242,coarse,Hard
B_CONT_50x6,R23,0.0,0,1171,5000,0.2342,0.222668,0.24614,coarse,Hard
B_CONT_50x6,R23,0.0,1,1143,5000,0.2286,0.217171,0.240445,coarse,Hard
B_CONT_50x6,R23,0.0,2,1259,5000,0.2518,0.239963,0.264018,coarse,Hard
B_CONT_50x6,R23,0.0,3,1134,5000,0.2268,0.215405,0.238614,coarse,Hard
B_CONT_50x6,R23,0.0,4,1205,5000,0.241,0.229347,0.253051,coarse,Hard
B_CONT_50x6,R23,0.0,5,1132,5000,0.2264,0.215013,0.238208,coarse,Hard
B_CONT_50x6,R23,0.0,6,1206,5000,0.2412,0.229543,0.253254,coarse,Hard
B_CONT_50x6,R23,0.0,7,1097,5000,0.2194,0.208147,0.231084,coarse,Hard
B_CONT_50x6,R23,0.0,8,1201,5000,0.2402,0.228561,0.252238,coarse,Hard
B_CONT_50x6,R23,0.0,9,1131,5000,0.2262,0.214816,0.238004,coarse,Hard
C_CONT_100x3,R23,0.0,-10,508,2000,0.254,0.235407,0.273537,coarse,Hard
C_CONT_100x3,R23,0.0,-9,438,2000,0.219,0.201423,0.237654,coarse,Hard
C_CONT_100x3,R23,0.0,-8,500,2000,0.25,0.231514,0.269444,coarse,Hard
C_CONT_100x3,R23,0.0,-7,456,2000,0.228,0.210145,0.246898,coarse,Hard
C_CONT_100x3,R23,0.0,-6,489,2000,0.2445,0.226165,0.263814,coarse,Hard
C_CONT_100x3,R23,0.0,-5,465,2000,0.2325,0.21451,0.251515,coarse,Hard
C_CONT_100x3,R23,0.0,-4,502,2000,0.251,0.232487,0.270468,coarse,Hard
C_CONT_100x3,R23,0.0,-3,468,2000,0.234,0.215966,0.253054,coarse,Hard
C_CONT_100x3,R23,0.0,-2,500,2000,0.25,0.231514,0.269444,coarse,Hard
C_CONT_100x3,R23,0.0,-1,482,2000,0.241,0.222764,0.260229,coarse,Hard
C_CONT_100x3,R23,0.0,0,480,2000,0.24,0.221792,0.259205,coarse,Hard
C_CONT_100x3,R23,0.0,1,473,2000,0.2365,0.218393,0.255617,coarse,Hard
C_CONT_100x3,R23,0.0,2,531,2000,0.2655,0.246609,0.28529,coarse,Hard
C_CONT_100x3,R23,0.0,3,462,2000,0.231,0.213055,0.249977,coarse,Hard
C_CONT_100x3,R23,0.0,4,496,2000,0.248,0.229569,0.267398,coarse,Hard
C_CONT_100x3,R23,0.0,5,466,2000,0.233,0.214995,0.252028,coarse,Hard
C_CONT_100x3,R23,0.0,6,515,2000,0.2575,0.238814,0.277115,coarse,Hard
C_CONT_100x3,R23,0.0,7,449,2000,0.2245,0.206751,0.243305,coarse,Hard
C_CONT_100x3,R23,0.0,8,475,2000,0.2375,0.219364,0.256642,coarse,Hard
C_CONT_100x3,R23,0.0,9,465,2000,0.2325,0.21451,0.251515,coarse,Hard
D_CONT_150x2,R23,0.0,-10,273,1000,0.273,0.246296,0.301441,coarse,Hard
D_CONT_150x2,R23,0.0,-9,237,1000,0.237,0.211681,0.264332,coarse,Hard
D_CONT_150x2,R23,0.0,-8,243,1000,0.243,0.217433,0.270533,coarse,Hard
D_CONT_150x2,R23,0.0,-7,241,1000,0.241,0.215515,0.268467,coarse,Hard
D_CONT_150x2,R23,0.0,-6,228,1000,0.228,0.203067,0.255015,coarse,Hard
D_CONT_150x2,R23,0.0,-5,227,1000,0.227,0.202111,0.253979,coarse,Hard
D_CONT_150x2,R23,0.0,-4,276,1000,0.276,0.249191,0.304523,coarse,Hard
D_CONT_150x2,R23,0.0,-3,229,1000,0.229,0.204023,0.256051,coarse,Hard
D_CONT_150x2,R23,0.0,-2,241,1000,0.241,0.215515,0.268467,coarse,Hard
D_CONT_150x2,R23,0.0,-1,228,1000,0.228,0.203067,0.255015,coarse,Hard
D_CONT_150x2,R23,0.0,0,252,1000,0.252,0.226075,0.279823,coarse,Hard
D_CONT_150x2,R23,0.0,1,251,1000,0.251,0.225114,0.278792,coarse,Hard
D_CONT_150x2,R23,0.0,2,265,1000,0.265,0.238583,0.293215,coarse,Hard
D_CONT_150x2,R23,0.0,3,242,1000,0.242,0.216474,0.2695,coarse,Hard
D_CONT_150x2,R23,0.0,4,250,1000,0.25,0.224153,0.27776,coarse,Hard
D_CONT_150x2,R23,0.0,5,240,1000,0.24,0.214557,0.267433,coarse,Hard
D_CONT_150x2,R23,0.0,6,257,1000,0.257,0.230882,0.284978,coarse,Hard
D_CONT_150x2,R23,0.0,7,228,1000,0.228,0.203067,0.255015,coarse,Hard
D_CONT_150x2,R23,0.0,8,259,1000,0.259,0.232806,0.287038,coarse,Hard
D_CONT_150x2,R23,0.0,9,251,1000,0.251,0.225114,0.278792,coarse,Hard
B_CONT_50x6,R23,0.5,-10,869,5000,0.1738,0.163548,0.184553,coarse,Hard
B_CONT_50x6,R23,0.5,-9,758,5000,0.1516,0.141927,0.161808,coarse,Hard
B_CONT_50x6,R23,0.5,-8,811,5000,0.1622,0.152242,0.172677,coarse,Hard
B_CONT_50x6,R23,0.5,-7,758,5000,0.1516,0.141927,0.161808,coarse,Hard
B_CONT_50x6,R23,0.5,-6,816,5000,0.1632,0.153216,0.173701,coarse,Hard
B_CONT_50x6,R23,0.5,-5,773,5000,0.1546,0.144845,0.164886,coarse,Hard
B_CONT_50x6,R23,0.5,-4,845,5000,0.169,0.158868,0.179641,coarse,Hard
B_CONT_50x6,R23,0.5,-3,757,5000,0.1514,0.141733,0.161603,coarse,Hard
B_CONT_50x6,R23,0.5,-2,815,5000,0.163,0.153021,0.173496,coarse,Hard
B_CONT_50x6,R23,0.5,-1,758,5000,0.1516,0.141927,0.161808,coarse,Hard
B_CONT_50x6,R23,0.5,0,799,5000,0.1598,0.149905,0.170217,coarse,Hard
B_CONT_50x6,R23,0.5,1,773,5000,0.1546,0.144845,0.164886,coarse,Hard
B_CONT_50x6,R23,0.5,2,831,5000,0.1662,0.156139,0.176774,coarse,Hard
B_CONT_50x6,R23,0.5,3,796,5000,0.1592,0.149321,0.169602,coarse,Hard
B_CONT_50x6,R23,0.5,4,852,5000,0.1704,0.160232,0.181074,coarse,Hard
B_CONT_50x6,R23,0.5,5,753,5000,0.1506,0.140955,0.160782,coarse,Hard
B_CONT_50x6,R23,0.5,6,850,5000,0.17,0.159842,0.180664,coarse,Hard
B_CONT_50x6,R23,0.5,7,750,5000,0.15,0.140372,0.160166,coarse,Hard
B_CONT_50x6,R23,0.5,8,797,5000,0.1594,0.149516,0.169807,coarse,Hard
B_CONT_50x6,R23,0.5,9,761,5000,0.1522,0.142511,0.162424,coarse,Hard
C_CONT_100x3,R23,0.5,-10,350,2000,0.175,0.158975,0.192271,coarse,Hard
C_CONT_100x3,R23,0.5,-9,302,2000,0.151,0.135978,0.16736,coarse,Hard
C_CONT_100x3,R23,0.5,-8,348,2000,0.174,0.158014,0.191236,coarse,Hard
C_CONT_100x3,R23,0.5,-7,306,2000,0.153,0.137889,0.169441,coarse,Hard
C_CONT_100x3,R23,0.5,-6,345,2000,0.1725,0.156574,0.189682,coarse,Hard
C_CONT_100x3,R23,0.5,-5,325,2000,0.1625,0.146982,0.179312,coarse,Hard
C_CONT_100x3,R23,0.5,-4,351,2000,0.1755,0.159455,0.192789,coarse,Hard
C_CONT_100x3,R23,0.5,-3,319,2000,0.1595,0.144108,0.176197,coarse,Hard
C_CONT_100x3,R23,0.5,-2,344,2000,0.172,0.156094,0.189164,coarse,Hard
C_CONT_100x3,R23,0.5,-1,314,2000,0.157,0.141715,0.1736,coarse,Hard
C_CONT_100x3,R23,0.5,0,328,2000,0.164,0.148419,0.180869,coarse,Hard
C_CONT_100x3,R23,0.5,1,323,2000,0.1615,0.146024,0.178274,coarse,Hard
C_CONT_100x3,R23,0.5,2,360,2000,0.18,0.163781,0.197446,coarse,Hard
C_CONT_100x3,R23,0.5,3,332,2000,0.166,0.150337,0.182944,coarse,Hard
C_CONT_100x3,R23,0.5,4,338,2000,0.169,0.153214,0.186055,coarse,Hard
C_CONT_100x3,R23,0.5,5,305,2000,0.1525,0.137411,0.168921,coarse,Hard
C_CONT_100x3,R23,0.5,6,369,2000,0.1845,0.168111,0.202099,coarse,Hard
C_CONT_100x3,R23,0.5,7,304,2000,0.152,0.136934,0.168401,coarse,Hard
C_CONT_100x3,R23,0.5,8,313,2000,0.1565,0.141237,0.17308,coarse,Hard
C_CONT_100x3,R23,0.5,9,314,2000,0.157,0.141715,0.1736,coarse,Hard
D_CONT_150x2,R23,0.5,-10,183,1000,0.183,0.160263,0.208163,coarse,Hard
D_CONT_150x2,R23,0.5,-9,161,1000,0.161,0.139525,0.18507,coarse,Hard
D_CONT_150x2,R23,0.5,-8,153,1000,0.153,0.132019,0.176637,coarse,Hard
D_CONT_150x2,R23,0.5,-7,160,1000,0.16,0.138585,0.184017,coarse,Hard
D_CONT_150x2,R23,0.5,-6,151,1000,0.151,0.130146,0.174525,coarse,Hard
D_CONT_150x2,R23,0.5,-5,157,1000,0.157,0.135769,0.180856,coarse,Hard
D_CONT_150x2,R23,0.5,-4,170,1000,0.17,0.147992,0.194534,coarse,Hard
D_CONT_150x2,R23,0.5,-3,158,1000,0.158,0.136708,0.18191,coarse,Hard
D_CONT_150x2,R23,0.5,-2,159,1000,0.159,0.137646,0.182964,coarse,Hard
D_CONT_150x2,R23,0.5,-1,160,1000,0.16,0.138585,0.184017,coarse,Hard
D_CONT_150x2,R23,0.5,0,153,1000,0.153,0.132019,0.176637,coarse,Hard
D_CONT_150x2,R23,0.5,1,157,1000,0.157,0.135769,0.180856,coarse,Hard
D_CONT_150x2,R23,0.5,2,165,1000,0.165,0.143285,0.189279,coarse,Hard
D_CONT_150x2,R23,0.5,3,169,1000,0.169,0.14705,0.193484,coarse,Hard
D_CONT_150x2,R23,0.5,4,178,1000,0.178,0.155538,0.202927,coarse,Hard
D_CONT_150x2,R23,0.5,5,149,1000,0.149,0.128274,0.172412,coarse,Hard
D_CONT_150x2,R23,0.5,6,165,1000,0.165,0.143285,0.189279,coarse,Hard
D_CONT_150x2,R23,0.5,7,168,1000,0.168,0.146108,0.192433,coarse,Hard
D_CONT_150x2,R23,0.5,8,179,1000,0.179,0.156482,0.203975,coarse,Hard
D_CONT_150x2,R23,0.5,9,164,1000,0.164,0.142344,0.188227,coarse,Hard
B_CONT_50x6,R23,1.0,-10,486,5000,0.0972,0.0892956,0.105723,coarse,Hard
B_CONT_50x6,R23,1.0,-9,451,5000,0.0902,0.0825711,0.0984581,coarse,Hard
B_CONT_50x6,R23,1.0,-8,494,5000,0.0988,0.0908346,0.107381,coarse,Hard
B_CONT_50x6,R23,1.0,-7,453,5000,0.0906,0.082955,0.0988736,coarse,Hard
B_CONT_50x6,R23,1.0,-6,466,5000,0.0932,0.0854514,0.101573,coarse,Hard
B_CONT_50x6,R23,1.0,-5,442,5000,0.0884,0.0808442,0.0965878,coarse,Hard
B_CONT_50x6,R23,1.0,-4,471,5000,0.0942,0.086412,0.102611,coarse,Hard
B_CONT_50x6,R23,1.0,-3,442,5000,0.0884,0.0808442,0.0965878,coarse,Hard
B_CONT_50x6,R23,1.0,-2,483,5000,0.0966,0.0887187,0.105101,coarse,Hard
B_CONT_50x6,R23,1.0,-1,453,5000,0.0906,0.082955,0.0988736,coarse,Hard
B_CONT_50x6,R23,1.0,0,479,5000,0.0958,0.0879496,0.104271,coarse,Hard
B_CONT_50x6,R23,1.0,1,455,5000,0.091,0.0833389,0.0992891,coarse,Hard
B_CONT_50x6,R23,1.0,2,490,5000,0.098,0.090065,0.106552,coarse,Hard
B_CONT_50x6,R23,1.0,3,462,5000,0.0924,0.084683,0.100743,coarse,Hard
B_CONT_50x6,R23,1.0,4,471,5000,0.0942,0.086412,0.102611,coarse,Hard
B_CONT_50x6,R23,1.0,5,453,5000,0.0906,0.082955,0.0988736,coarse,Hard
B_CONT_50x6,R23,1.0,6,481,5000,0.0962,0.0883342,0.104686,coarse,Hard
B_CONT_50x6,R23,1.0,7,454,5000,0.0908,0.0831469,0.0990814,coarse,Hard
B_CONT_50x6,R23,1.0,8,470,5000,0.094,0.0862199,0.102404,coarse,Hard
B_CONT_50x6,R23,1.0,9,432,5000,0.0864,0.0789265,0.0945085,coarse,Hard
C_CONT_100x3,R23,1.0,-10,199,2000,0.0995,0.0871393,0.113396,coarse,Hard
C_CONT_100x3,R23,1.0,-9,183,2000,0.0915,0.0796351,0.104931,coarse,Hard
C_CONT_100x3,R23,1.0,-8,207,2000,0.1035,0.0909014,0.117619,coarse,Hard
C_CONT_100x3,R23,1.0,-7,201,2000,0.1005,0.0880792,0.114452,coarse,Hard
C_CONT_100x3,R23,1.0,-6,201,2000,0.1005,0.0880792,0.114452,coarse,Hard
C_CONT_100x3,R23,1.0,-5,191,2000,0.0955,0.0833838,0.109167,coarse,Hard
C_CONT_100x3,R23,1.0,-4,192,2000,0.096,0.0838528,0.109696,coarse,Hard
C_CONT_100x3,R23,1.0,-3,189,2000,0.0945,0.0824459,0.108109,coarse,Hard
C_CONT_100x3,R23,1.0,-2,210,2000,0.105,0.0923137,0.119201,coarse,Hard
C_CONT_100x3,R23,1.0,-1,197,2000,0.0985,0.0861998,0.11234,coarse,Hard
C_CONT_100x3,R23,1.0,0,201,2000,0.1005,0.0880792,0.114452,coarse,Hard
C_CONT_100x3,R23,1.0,1,193,2000,0.0965,0.084322,0.110225,coarse,Hard
C_CONT_100x3,R23,1.0,2,210,2000,0.105,0.0923137,0.119201,coarse,Hard
C_CONT_100x3,R23,1.0,3,188,2000,0.094,0.0819772,0.107579,coarse,Hard
C_CONT_100x3,R23,1.0,4,194,2000,0.097,0.0847913,0.110754,coarse,Hard
C_CONT_100x3,R23,1.0,5,188,2000,0.094,0.0819772,0.107579,coarse,Hard
C_CONT_100x3,R23,1.0,6,213,2000,0.1065,0.0937269,0.120782,coarse,Hard
C_CONT_100x3,R23,1.0,7,181,2000,0.0905,0.078699,0.103871,coarse,Hard
C_CONT_100x3,R23,1.0,8,188,2000,0.094,0.0819772,0.107579,coarse,Hard
C_CONT_100x3,R23,1.0,9,170,2000,0.085,0.0735591,0.098032,coarse,Hard
D_CONT_150x2,R23,1.0,-10,102,1000,0.102,0.0847391,0.122307,coarse,Hard
D_CONT_150x2,R23,1.0,-9,101,1000,0.101,0.083824,0.12123,coarse,Hard
D_CONT_150x2,R23,1.0,-8,103,1000,0.103,0.0856548,0.123384,coarse,Hard
D_CONT_150x2,R23,1.0,-7,86,1000,0.086,0.0701685,0.105,coarse,Hard
D_CONT_150x2,R23,1.0,-6,90,1000,0.09,0.0737961,0.109342,coarse,Hard
D_CONT_150x2,R23,1.0,-5,93,1000,0.093,0.0765237,0.112591,coarse,Hard
D_CONT_150x2,R23,1.0,-4,98,1000,0.098,0.081082,0.117995,coarse,Hard
D_CONT_150x2,R23,1.0,-3,92,1000,0.092,0.0756139,0.111509,coarse,Hard
D_CONT_150x2,R23,1.0,-2,99,1000,0.099,0.0819954,0.119074,coarse,Hard
D_CONT_150x2,R23,1.0,-1,89,1000,0.089,0.0728882,0.108257,coarse,Hard
D_CONT_150x2,R23,1.0,0,91,1000,0.091,0.0747047,0.110426,coarse,Hard
D_CONT_150x2,R23,1.0,1,91,1000,0.091,0.0747047,0.110426,coarse,Hard
D_CONT_150x2,R23,1.0,2,93,1000,0.093,0.0765237,0.112591,coarse,Hard
D_CONT_150x2,R23,1.0,3,88,1000,0.088,0.071981,0.107172,coarse,Hard
D_CONT_150x2,R23,1.0,4,97,1000,0.097,0.0801692,0.116915,coarse,Hard
D_CONT_150x2,R23,1.0,5,91,1000,0.091,0.0747047,0.110426,coarse,Hard
D_CONT_150x2,R23,1.0,6,80,1000,0.08,0.064748,0.0984664,coarse,Hard
D_CONT_150x2,R23,1.0,7,86,1000,0.086,0.0701685,0.105,coarse,Hard
D_CONT_150x2,R23,1.0,8,98,1000,0.098,0.081082,0.117995,coarse,Hard
D_CONT_150x2,R23,1.0,9,88,1000,0.088,0.071981,0.107172,coarse,Hard
B_CONT_50x6,R23,1.5,-10,250,5000,0.05,0.0442969,0.056394,coarse,Hard
B_CONT_50x6,R23,1.5,-9,208,5000,0.0416,0.0364083,0.0474955,coarse,Hard
B_CONT_50x6,R23,1.5,-8,248,5000,0.0496,0.0439201,0.0559715,coarse,Hard
B_CONT_50x6,R23,1.5,-7,216,5000,0.0432,0.0379067,0.0491947,coarse,Hard
B_CONT_50x6,R23,1.5,-6,237,5000,0.0474,0.0418496,0.0536453,coarse,Hard
B_CONT_50x6,R23,1.5,-5,206,5000,0.0412,0.036034,0.0470704,coarse,Hard
B_CONT_50x6,R23,1.5,-4,237,5000,0.0474,0.0418496,0.0536453,coarse,Hard
B_CONT_50x6,R23,1.5,-3,218,5000,0.0436,0.0382816,0.0496192,coarse,Hard
B_CONT_50x6,R23,1.5,-2,230,5000,0.046,0.0405338,0.0521633,coarse,Hard
B_CONT_50x6,R23,1.5,-1,216,5000,0.0432,0.0379067,0.0491947,coarse,Hard
B_CONT_50x6,R23,1.5,0,244,5000,0.0488,0.0431668,0.055126,coarse,Hard
B_CONT_50x6,R23,1.5,1,220,5000,0.044,0.0386566,0.0500435,coarse,Hard
B_CONT_50x6,R23,1.5,2,262,5000,0.0524,0.04656,0.0589273,coarse,Hard
B_CONT_50x6,R23,1.5,3,222,5000,0.0444,0.0390318,0.0504677,coarse,Hard
B_CONT_50x6,R23,1.5,4,254,5000,0.0508,0.0450508,0.0572389,coarse,Hard
B_CONT_50x6,R23,1.5,5,224,5000,0.0448,0.0394071,0.0508918,coarse,Hard
B_CONT_50x6,R23,1.5,6,238,5000,0.0476,0.0420377,0.0538569,coarse,Hard
B_CONT_50x6,R23,1.5,7,240,5000,0.048,0.0424139,0.0542801,coarse,Hard
B_CONT_50x6,R23,1.5,8,250,5000,0.05,0.0442969,0.056394,coarse,Hard
B_CONT_50x6,R23,1.5,9,214,5000,0.0428,0.0375319,0.0487701,coarse,Hard
C_CONT_100x3,R23,1.5,-10,99,2000,0.0495,0.0408273,0.0599,coarse,Hard
C_CONT_100x3,R23,1.5,-9,74,2000,0.037,0.0295753,0.0461999,coarse,Hard
C_CONT_100x3,R23,1.5,-8,96,2000,0.048,0.0394669,0.0582661,coarse,Hard
C_CONT_100x3,R23,1.5,-7,97,2000,0.0485,0.0399201,0.058811,coarse,Hard
C_CONT_100x3,R23,1.5,-6,106,2000,0.053,0.0440105,0.0637034,coarse,Hard
C_CONT_100x3,R23,1.5,-5,84,2000,0.042,0.0340516,0.0517044,coarse,Hard
C_CONT_100x3,R23,1.5,-4,99,2000,0.0495,0.0408273,0.0599,coarse,Hard
C_CONT_100x3,R23,1.5,-3,90,2000,0.045,0.0367538,0.0549907,coarse,Hard
C_CONT_100x3,R23,1.5,-2,94,2000,0.047,0.0385614,0.0571754,coarse,Hard
C_CONT_100x3,R23,1.5,-1,85,2000,0.0425,0.0345012,0.0522529,coarse,Hard
C_CONT_100x3,R23,1.5,0,110,2000,0.055,0.0458348,0.0658714,coarse,Hard
C_CONT_100x3,R23,1.5,1,87,2000,0.0435,0.0354013,0.053349,coarse,Hard
C_CONT_100x3,R23,1.5,2,98,2000,0.049,0.0403735,0.0593556,coarse,Hard
C_CONT_100x3,R23,1.5,3,99,2000,0.0495,0.0408273,0.0599,coarse,Hard
C_CONT_100x3,R23,1.5,4,100,2000,0.05,0.0412812,0.0604441,coarse,Hard
C_CONT_100x3,R23,1.5,5,87,2000,0.0435,0.0354013,0.053349,coarse,Hard
C_CONT_100x3,R23,1.5,6,99,2000,0.0495,0.0408273,0.0599,coarse,Hard
