caseName,burstMode,sourcePayloadEbN0Db,burstLength,burstStartPolicy,processedFrames,processedPayloadBits,decodedBitErrors,decodedFrameErrors,BER,FER,aggregation,seriesLabel,visualStyleKey,plotted,omissionReason
BCH-B300,PURE,0,20,UNIFORM_RANDOM,5000,1500000,79172,4082,0.05278133333333333,0.8164,RAW_COUNTS,BCH-B300,BCH-B300|DEFAULT|#9467bd|:|D,true,
BCH-B300,PURE,0,24,UNIFORM_RANDOM,5000,1500000,94243,4077,0.06282866666666667,0.8154,RAW_COUNTS,BCH-B300,BCH-B300|DEFAULT|#9467bd|:|D,true,
BCH-B300,PURE,0,29,UNIFORM_RANDOM,5000,1500000,114850,4144,0.07656666666666667,0.8288,RAW_COUNTS,BCH-B300,BCH-B300|DEFAULT|#9467bd|:|D,true,
BCH-B300,PURE,0,30,UNIFORM_RANDOM,5000,1500000,118929,4156,0.079286,0.8312,RAW_COUNTS,BCH-B300,BCH-B300|DEFAULT|#9467bd|:|D,true,
BCH-B300,PURE,0,31,UNIFORM_RANDOM,5000,1500000,121911,4149,0.081274,0.8298,RAW_COUNTS,BCH-B300,BCH-B300|DEFAULT|#9467bd|:|D,true,
BCH-B300,PURE,0,32,UNIFORM_RANDOM,5000,1500000,126797,4184,0.08453133333333333,0.8368,RAW_COUNTS,BCH-B300,BCH-B300|DEFAULT|#9467bd|:|D,true,
BCH-B300,PURE,0,48,UNIFORM_RANDOM,5000,1500000,194103,4382,0.129402,0.8764,RAW_COUNTS,BCH-B300,BCH-B300|DEFAULT|#9467bd|:|D,true,
BCH-B300,PURE,0,64,UNIFORM_RANDOM,5000,1500000,261538,4573,0.17435866666666666,0.9146,RAW_COUNTS,BCH-B300,BCH-B300|DEFAULT|#9467bd|:|D,true,
BCH-B300-426,PURE,0,1,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,2,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,3,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,4,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,5,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,6,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,7,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,8,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,10,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,12,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,14,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-B300-426,PURE,0,15,UNIFORM_RANDOM,5000,1500000,53232,3631,0.035488,0.7262,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,PURE,0,16,UNIFORM_RANDOM,5000,1500000,57040,3650,0.03802666666666667,0.73,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,PURE,0,20,UNIFORM_RANDOM,5000,1500000,72668,3746,0.04844533333333333,0.7492,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,PURE,0,24,UNIFORM_RANDOM,5000,1500000,86082,3741,0.057388,0.7482,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,PURE,0,29,UNIFORM_RANDOM,5000,1500000,103156,3730,0.06877066666666666,0.746,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,PURE,0,30,UNIFORM_RANDOM,5000,1500000,108083,3773,0.07205533333333333,0.7546,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,PURE,0,31,UNIFORM_RANDOM,5000,1500000,111219,3772,0.074146,0.7544,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,PURE,0,32,UNIFORM_RANDOM,5000,1500000,116631,3819,0.077754,0.7638,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,PURE,0,48,UNIFORM_RANDOM,5000,1500000,174646,3951,0.11643066666666667,0.7902,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,PURE,0,64,UNIFORM_RANDOM,5000,1500000,236684,4137,0.15778933333333334,0.8274,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-S200,PURE,0,1,UNIFORM_RANDOM,5000,1000000,0,0,0.0,0.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-S200,PURE,0,2,UNIFORM_RANDOM,5000,1000000,10222,4529,0.010222,0.9058,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,3,UNIFORM_RANDOM,5000,1000000,13605,4859,0.013605,0.9718,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,4,UNIFORM_RANDOM,5000,1000000,17278,4845,0.017278,0.969,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,5,UNIFORM_RANDOM,5000,1000000,21685,4873,0.021685,0.9746,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,6,UNIFORM_RANDOM,5000,1000000,24646,4907,0.024646,0.9814,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,7,UNIFORM_RANDOM,5000,1000000,23723,4887,0.023723,0.9774,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,8,UNIFORM_RANDOM,5000,1000000,30978,4940,0.030978,0.988,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,10,UNIFORM_RANDOM,5000,1000000,36172,4929,0.036172,0.9858,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,12,UNIFORM_RANDOM,5000,1000000,41984,4967,0.041984,0.9934,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,14,UNIFORM_RANDOM,5000,1000000,49930,5000,0.04993,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,15,UNIFORM_RANDOM,5000,1000000,53522,5000,0.053522,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,16,UNIFORM_RANDOM,5000,1000000,57192,5000,0.057192,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,20,UNIFORM_RANDOM,5000,1000000,72057,5000,0.072057,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,24,UNIFORM_RANDOM,5000,1000000,86574,5000,0.086574,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,29,UNIFORM_RANDOM,5000,1000000,105009,5000,0.105009,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,30,UNIFORM_RANDOM,5000,1000000,108388,5000,0.108388,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,31,UNIFORM_RANDOM,5000,1000000,112106,5000,0.112106,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,32,UNIFORM_RANDOM,5000,1000000,115831,5000,0.115831,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,48,UNIFORM_RANDOM,5000,1000000,174369,5000,0.174369,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,PURE,0,64,UNIFORM_RANDOM,5000,1000000,232882,5000,0.232882,1.0,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S300,PURE,0,1,UNIFORM_RANDOM,5000,1500000,0,0,0.0,0.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,false,ZERO_OBSERVATION_ON_LOG_AXIS
BCH-S300,PURE,0,2,UNIFORM_RANDOM,5000,1500000,10417,4587,0.006944666666666667,0.9174,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,3,UNIFORM_RANDOM,5000,1500000,13742,4931,0.009161333333333334,0.9862,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,4,UNIFORM_RANDOM,5000,1500000,17625,4932,0.01175,0.9864,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,5,UNIFORM_RANDOM,5000,1500000,22398,4943,0.014932,0.9886,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,6,UNIFORM_RANDOM,5000,1500000,25004,4944,0.016669333333333335,0.9888,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,7,UNIFORM_RANDOM,5000,1500000,24157,4915,0.016104666666666666,0.983,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,8,UNIFORM_RANDOM,5000,1500000,31022,4948,0.020681333333333333,0.9896,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,10,UNIFORM_RANDOM,5000,1500000,36643,4962,0.024428666666666668,0.9924,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,12,UNIFORM_RANDOM,5000,1500000,42457,4989,0.028304666666666665,0.9978,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,14,UNIFORM_RANDOM,5000,1500000,50598,5000,0.033732,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,15,UNIFORM_RANDOM,5000,1500000,54034,5000,0.03602266666666667,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,16,UNIFORM_RANDOM,5000,1500000,57773,5000,0.03851533333333333,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,20,UNIFORM_RANDOM,5000,1500000,72378,5000,0.048252,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,24,UNIFORM_RANDOM,5000,1500000,87063,5000,0.058042,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,29,UNIFORM_RANDOM,5000,1500000,105633,5000,0.070422,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,30,UNIFORM_RANDOM,5000,1500000,109210,5000,0.07280666666666667,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,31,UNIFORM_RANDOM,5000,1500000,112769,5000,0.07517933333333333,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,32,UNIFORM_RANDOM,5000,1500000,116403,5000,0.077602,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,48,UNIFORM_RANDOM,5000,1500000,174997,5000,0.11666466666666667,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,PURE,0,64,UNIFORM_RANDOM,5000,1500000,233718,5000,0.155812,1.0,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
