caseName,sourcePayloadEbN0Db,frameRotationDeg,payloadLength,encodedLength,frameRate,snrDb,processedFrames,processedPayloadBits,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,channelHardBER,avgDecodeTimeUs,avgTotalReceiverTimeUs,aggregation,seriesLabel,visualStyleKey,plotted,omissionReason
BCH-B300-426,5,20,300,426,0.70422535211267601,3.4771165561694346,20000,6000000,2476607,15095,0.41276783333333333,0.75475,4905,0.24525,4905,0.24525,0,0.0,15095,0.75475,0.43314366197183096,166.61358499999983,266.8365399999999,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,5,30,300,426,0.70422535211267601,3.4771165561694346,20000,6000000,2589972,15299,0.431662,0.76495,4701,0.23505,4701,0.23505,0,0.0,15299,0.76495,0.4598793427230046,160.12840000000003,255.09271499999986,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,5,45,300,426,0.70422535211267601,3.4771165561694346,20000,6000000,2766857,16740,0.46114283333333334,0.837,3260,0.163,3260,0.163,0,0.0,16740,0.837,0.5000347417840376,171.78409999999963,270.28436500000026,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,5,60,300,426,0.70422535211267601,3.4771165561694346,20000,6000000,2952467,19655,0.4920778333333333,0.98275,345,0.01725,345,0.01725,0,0.0,19655,0.98275,0.5399976525821596,161.88830499999997,253.94839999999985,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,5,75,300,426,0.70422535211267601,3.4771165561694346,20000,6000000,3123839,20000,0.5206398333333333,1.0,0,0.0,0,0.0,0,0.0,20000,1.0,0.5794021126760563,144.6215199999999,226.84959999999975,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,5,90,300,426,0.70422535211267601,3.4771165561694346,20000,6000000,3292939,20000,0.5488231666666666,1.0,0,0.0,0,0.0,0,0.0,20000,1.0,0.6172048122065729,147.92244000000008,231.4113150000004,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,5,120,300,426,0.70422535211267601,3.4771165561694346,20000,6000000,3619854,20000,0.603309,1.0,0,0.0,0,0.0,0,0.0,20000,1.0,0.680200352112676,176.36619000000007,275.1267349999996,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-B300-426,5,180,300,426,0.70422535211267601,3.4771165561694346,20000,6000000,4139841,20000,0.6899735,1.0,0,0.0,0,0.0,0,0.0,20000,1.0,0.708237089201878,176.67907999999989,275.9172300000001,RAW_COUNTS,BCH-B300-426,BCH-B300-426|DEFAULT|#ff7f0e|--|v,true,
BCH-S200,7.5,0,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1499821,12995,0.37495525,0.64975,7005,0.35025,20000,1.0,12995,0.64975,0,0.0,0.37552859649122805,19.73703500000001,77.70515000000002,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,5,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1546529,13677,0.38663225,0.68385,6323,0.31615,20000,1.0,13677,0.68385,0,0.0,0.390101754385965,21.811105000000012,81.46265499999991,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,10,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1594104,14363,0.398526,0.71815,5637,0.28185,20000,1.0,14363,0.71815,0,0.0,0.40447315789473687,20.561915,81.08795499999994,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,15,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1643121,14842,0.41078025,0.7421,5158,0.2579,20000,1.0,14842,0.7421,0,0.0,0.41865543859649124,19.7007,77.48678500000017,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,20,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1694471,15026,0.42361775,0.7513,4974,0.2487,20000,1.0,15026,0.7513,0,0.0,0.432380350877193,16.80672999999999,69.28896999999998,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,30,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1806233,15151,0.45155825,0.75755,4849,0.24245,20000,1.0,15151,0.75755,0,0.0,0.4592642105263158,17.36133999999998,70.3265049999999,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,45,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,1972376,15578,0.493094,0.7789,4422,0.2211,20000,1.0,15578,0.7789,0,0.0,0.4999517543859649,18.412505000000003,74.58681999999993,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,60,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2127899,17570,0.53197475,0.8785,2430,0.1215,20000,1.0,17570,0.8785,0,0.0,0.5419101754385965,18.93752999999999,75.69087500000002,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,75,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2284287,19882,0.57107175,0.9941,118,0.0059,20000,1.0,19882,0.9941,0,0.0,0.5829982456140351,18.416460000000004,74.69357500000002,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,90,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2444077,20000,0.61101925,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6231524561403509,21.859915000000008,83.977325,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,120,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2727221,20000,0.68180525,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6946101754385965,24.144149999999993,91.99035000000005,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S200,7.5,180,200,285,0.70175438596491224,5.9618513565547095,20000,4000000,2907320,20000,0.72683,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.7235407017543859,25.95974500000004,93.65015499999996,RAW_COUNTS,BCH-S200,BCH-S200|DEFAULT|#1f77b4|-|o,true,
BCH-S300,7.7999999999999998,0,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2249861,12985,0.3749768333333333,0.64925,7015,0.35075,20000,1.0,12985,0.64925,0,0.0,0.37541642857142854,27.765320000000006,110.93897999999975,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,5,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2322719,13786,0.38711983333333333,0.6893,6214,0.3107,20000,1.0,13786,0.6893,0,0.0,0.3901658333333334,23.68453000000001,100.94618999999999,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,10,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2395177,14534,0.3991961666666667,0.7267,5466,0.2733,20000,1.0,14534,0.7267,0,0.0,0.40475392857142856,24.607100000000006,103.09102499999997,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,15,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2469619,14918,0.4116031666666667,0.7459,5082,0.2541,20000,1.0,14918,0.7459,0,0.0,0.418979880952381,28.00022999999998,111.99318499999991,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,20,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2547872,15040,0.4246453333333333,0.752,4960,0.248,20000,1.0,15040,0.752,0,0.0,0.4327096428571429,26.084245000000042,108.2476149999999,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,30,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2721086,15101,0.45351433333333335,0.75505,4899,0.24495,20000,1.0,15101,0.75505,0,0.0,0.45945380952380954,32.059614999999994,124.41503499999999,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,45,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,2976086,15557,0.49601433333333333,0.77785,4443,0.22215,20000,1.0,15557,0.77785,0,0.0,0.5000620238095238,34.26988000000005,131.43437500000002,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,60,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,3212430,18002,0.535405,0.9001,1998,0.0999,20000,1.0,18002,0.9001,0,0.0,0.5420466666666667,41.30261999999995,157.71714999999978,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,75,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,3453376,19977,0.5755626666666667,0.99885,23,0.00115,20000,1.0,19977,0.99885,0,0.0,0.5832603571428572,48.94472500000005,184.37276499999987,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,90,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,3698620,20000,0.6164366666666666,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6236471428571428,41.80046500000001,160.50773500000028,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,120,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,4129415,20000,0.6882358333333334,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.6960620238095239,36.53779500000003,139.18327999999985,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
BCH-S300,7.7999999999999998,180,300,420,0.7142857142857143,6.3387196432176198,20000,6000000,4364577,20000,0.7274295,1.0,0,0.0,20000,1.0,20000,1.0,0,0.0,0.7252075,30.61766499999999,119.38970999999998,RAW_COUNTS,BCH-S300,BCH-S300|DEFAULT|#2ca02c|-.|^,true,
