phase,caseId,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,N_transmitted,frameStart,frameEndExclusive,framesProcessed,frameSequenceDigest,payloadBitErrors,payloadErrorFrames,BER,FER,payloadSuccessRate,avgEncodeTime_us,maxEncodeTime_us,avgDecodeTime_us,p95DecodeTime_us,maxDecodeTime_us,rawDecodeThroughput_Mbps,successfulDecodeThroughput_Mbps,normalizedGoodput,stopReason,berCiLow,berCiHigh,ferCiLow,ferCiHigh,gridLayer,sourceLayer
formal,CC-B-R12-H,1.8,1.8,4.8963016742589875,0.49019607843137253,0.330346724003798,612,0,5000,5000,8320246021676229635,1189,225,0.00079266666666666667,0.044999999999999998,0.95499999999999996,6.708379999999984,823.60000000000002,404.95504000000062,760.60000000000002,4010.3000000000002,0.74082298123761969,0.7074859470819268,0.46813725490196073,TARGET_ERRORS_REACHED,0.00074888940184727017,0.00083900083748988171,0.03959482746331551,0.051103781306686483,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-H,2,2,5.0963016742589877,0.49019607843137253,0.31547867224009662,612,0,6726,6726,11847767299192062772,1038,200,0.00051442164733868573,0.029735355337496282,0.97026464466250373,6.495985727029459,963.60000000000002,381.66752899197172,676,3696.0999999999999,0.78602442495523484,0.76265170937523974,0.47561992385416846,TARGET_ERRORS_REACHED,0.00048407164601031835,0.00054667347206668057,0.025936775779424388,0.034070798142155245,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-H,2.5,2.5,5.5963016742589877,0.49019607843137253,0.28117066259517454,612,0,20407,20407,285154959306620326,923,200,0.00015076526028650299,0.0098005586318420154,0.99019944136815796,4.5070564022148858,333.89999999999998,275.15259469789737,327.30000000000001,1636,1.0903040922779004,1.0796185030949934,0.48539188302360681,TARGET_ERRORS_REACHED,0.00014134826345036928,0.00016080954156652501,0.0085382083697129497,0.011247426614295567,coarse,coarse
formal,CC-B-R12-H,3,3,6.0963016742589877,0.49019607843137253,0.25059361681363618,612,0,50000,50000,2314585527903299907,580,137,3.8666666666666667e-05,0.0027399999999999998,0.99726000000000004,4.8026539999999347,473.30000000000001,288.64795399999639,357.30000000000001,3751.0999999999999,1.0393283438967447,1.0364805842344675,0.4888529411764706,MAX_FRAMES_REACHED,3.5645350558345409e-05,4.194406015926579e-05,0.0023184421392784833,0.0032379601433242021,coarse,coarse
formal,CC-B-R12-H,3.5,3.5,6.5963016742589877,0.49019607843137253,0.22334179607548157,612,0,50000,50000,2314585527903299907,142,38,9.4666666666666669e-06,0.00076000000000000004,0.99924000000000002,4.7765679999999557,1110.5,286.14748799999961,354.60000000000002,22150.299999999999,1.0484103917767065,1.0476135998789562,0.48982352941176471,MAX_FRAMES_REACHED,8.0324197802843351e-06,1.1157005893402704e-05,0.00055378774457914273,0.0010429187581891574,coarse,coarse
formal,CC-B-R12-H,4,4,7.0963016742589877,0.49019607843137253,0.19905358527674863,612,0,50000,50000,2314585527903299907,39,8,2.6000000000000001e-06,0.00016000000000000001,0.99983999999999995,4.8089479999998588,492.10000000000002,284.84817999999831,352.69999999999999,7226.6999999999998,1.0531926165018917,1.0530241056832512,0.49011764705882349,MAX_FRAMES_REACHED,1.9020653425985923e-06,3.5540305148231785e-06,8.1078132814049511e-05,0.00031572055788322461,coarse,coarse
formal,CC-B-R12-H,4.5,4.5,7.5963016742589877,0.49019607843137253,0.17740669461678774,612,0,50000,50000,2314585527903299907,4,1,2.6666666666666667e-07,2.0000000000000002e-05,0.99997999999999998,4.8504259999999197,900,280.45651799999916,347.60000000000002,3375.5999999999999,1.0696845348411581,1.0696631411504613,0.4901862745098039,MAX_FRAMES_REACHED,1.0370146364631062e-07,6.857289222290097e-07,3.530499822832098e-06,0.00011328970139120264,coarse,coarse
formal,CC-B-R12-H,5,5,8.0963016742589886,0.49019607843137253,0.15811388300841897,612,0,50000,50000,2314585527903299907,0,0,0,0,1,4.8058479999999015,306,275.56460200000038,344.80000000000001,3743.8000000000002,1.088673936429613,1.088673936429613,0.49019607843137253,MAX_FRAMES_REACHED,0,2.5609718912715457e-07,0,7.6823274145000517e-05,coarse,coarse
formal,CC-B-R12-H,5.5,5.5,8.5963016742589886,0.49019607843137253,0.14091914656322269,612,0,50000,50000,2314585527903299907,0,0,0,0,1,4.8688599999999251,1966.4000000000001,274.67406599999953,343.89999999999998,5002.3000000000002,1.0922035864863942,1.0922035864863942,0.49019607843137253,MAX_FRAMES_REACHED,0,2.5609718912715457e-07,0,7.6823274145000517e-05,coarse,coarse
formal,CC-B-R12-H,6,6,9.0963016742589886,0.49019607843137253,0.12559432157547901,612,0,50000,50000,2314585527903299907,0,0,0,0,1,4.870981999999981,386.89999999999998,273.96647400000086,345.80000000000001,5381.3000000000002,1.0950244955884605,1.0950244955884605,0.49019607843137253,MAX_FRAMES_REACHED,0,2.5609718912715457e-07,0,7.6823274145000517e-05,coarse,coarse
