scheme,configuration,channelCondition,interleaver,payloadBits,encodedBits,actualRate,EsN0Db,BER,FER,decodeLatencyNs,complexity,sourceCsv,sourceRowKey,comparisonRole
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,1,1.2666666666666667e-05,0.00089999999999999998,435675.32799999928,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-059,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,1.5,5.3333333333333334e-07,8.0000000000000007e-05,438829.33199999778,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-060,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,2,0,0,448274.08800000109,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-061,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,2.5,0,0,440326.49600000493,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-062,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,3,0,0,438412.69799999852,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-063,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,3.5,0,0,439771.05400000169,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-064,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,4,0,0,437137.99199999438,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-065,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,4.5,0,0,429138.47200000373,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-066,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,5,0,0,428915.29400000087,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-067,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,5.5,0,0,425244.4760000027,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-068,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,6,0,0,428136.93000000069,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-069,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,6.5,0,0,428524.55399999832,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-070,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,7,0,0,425738.06800000026,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-071,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,7.5,0,0,426412.71800000168,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-072,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,8,0,0,424441.1019999985,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-073,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,8.5,0,0,418683.21400000178,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-074,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,9,0,0,408092.92200000002,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-075,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,9.5,0,0,405305.45999999857,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-076,NO_BURST_AWGN_REFERENCE
CC,CC_NO_BURST_AWGN,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,10,0,0,405127.67000000051,306_TRELLIS_STEPS_64_STATES_NO_COMMON_OPERATION_COUNT,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,merged-077,NO_BURST_AWGN_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-5.0,0.22367333333333334,1.0,1796317.6000000001,avgIterations=32.0;avgEdgeMessageUpdates=71680.0,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=126,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-4.5,0.20677333333333334,1.0,1798753,avgIterations=32.0;avgEdgeMessageUpdates=71680.0,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=128,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-4.0,0.18818666666666667,1.0,1779364.3999999999,avgIterations=32.0;avgEdgeMessageUpdates=71680.0,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=130,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-3.5,0.16734666666666667,0.999,1801537.8999999999,avgIterations=31.988;avgEdgeMessageUpdates=71653.12,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=132,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-3.0,0.1421,0.993,1686953.8,avgIterations=31.878;avgEdgeMessageUpdates=71406.72,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=134,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-2.5,0.10626,0.923,1627022.8,avgIterations=30.681;avgEdgeMessageUpdates=68725.44,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=136,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-2.0,0.05914333333333333,0.653,1329044.2,avgIterations=24.899;avgEdgeMessageUpdates=55773.76,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=138,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-1.5,0.018523333333333333,0.255,784702.09999999998,avgIterations=14.812;avgEdgeMessageUpdates=33178.88,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=140,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-1.0,0.002420949223306932,0.04512801620924664,359667.12101676181,avgIterations=7.281083072389022;avgEdgeMessageUpdates=16309.62608215141,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=142,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,-0.5,0.00017899790123754615,0.004824741273249222,234314.01346102817,avgIterations=4.5024726799025405;avgEdgeMessageUpdates=10085.53880298169,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=144,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,0.0,1.3933333333333333e-05,0.00046,178720.704,avgIterations=3.40752;avgEdgeMessageUpdates=7632.8448,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=146,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,0.5,1e-06,6e-05,146735.53800000003,avgIterations=2.7858;avgEdgeMessageUpdates=6240.192,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=148,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,1.0,0.0,0.0,125561.58,avgIterations=2.35694;avgEdgeMessageUpdates=5279.5456,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=150,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,1.5,0.0,0.0,111317.22199999998,avgIterations=2.09274;avgEdgeMessageUpdates=4687.7376,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=152,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,2.0,0.0,0.0,102628.11199999999,avgIterations=1.89284;avgEdgeMessageUpdates=4239.9616,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=154,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,2.5,0.0,0.0,89857.050000000003,avgIterations=1.63738;avgEdgeMessageUpdates=3667.7312,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=156,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,3.0,0.0,0.0,75790.310000000012,avgIterations=1.3592;avgEdgeMessageUpdates=3044.608,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=158,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,3.5,0.0,0.0,64010.634000000013,avgIterations=1.15952;avgEdgeMessageUpdates=2597.3248,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=160,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,4.0,0.0,0.0,59674.362000000001,avgIterations=1.05736;avgEdgeMessageUpdates=2368.4864,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=162,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,4.5,0.0,0.0,56012.624000000003,avgIterations=1.01698;avgEdgeMessageUpdates=2278.0352,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=164,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,5.0,0.0,0.0,54520.175999999999,avgIterations=1.00454;avgEdgeMessageUpdates=2250.1696,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=166,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,5.5,0.0,0.0,54698.970000000001,avgIterations=1.00114;avgEdgeMessageUpdates=2242.5536,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=168,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,6.0,0.0,0.0,55678.620000000003,avgIterations=1.00018;avgEdgeMessageUpdates=2240.4032,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=170,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,6.5,0.0,0.0,55275.204000000005,avgIterations=1.00006;avgEdgeMessageUpdates=2240.1344,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=172,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,7.0,0.0,0.0,54891.815999999999,avgIterations=1.00002;avgEdgeMessageUpdates=2240.0448,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=174,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,7.5,0.0,0.0,53206.362000000001,avgIterations=1.0;avgEdgeMessageUpdates=2240.0,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=176,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,8.0,0.0,0.0,52974.442000000003,avgIterations=1.0;avgEdgeMessageUpdates=2240.0,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=178,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,8.5,0.0,0.0,49236.894000000008,avgIterations=1.0;avgEdgeMessageUpdates=2240.0,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=180,NO_INTERLEAVING_NEAR_RATE_REFERENCE
LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_BURST_AWGN,NONE,300,640,0.46875,9.0,0.0,0.0,48708.614000000001,avgIterations=1.0;avgEdgeMessageUpdates=2240.0,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,LDPC_BG2_K300_N640|line=182,NO_INTERLEAVING_NEAR_RATE_REFERENCE
