actualLength,snrDb,algorithm,field,oldValue,newValue,changed
640,4.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,4.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,4.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,4.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,4.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,4.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,4.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,4.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,4.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,4.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,4.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,4.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,4.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,4.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,4.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,4.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,4.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,4.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,4.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,4.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,4.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,5.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,5.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,5.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,5.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,5.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,5.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,5.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,5.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,5.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,5.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,5.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,5.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,5.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,5.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,5.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,5.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,5.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,5.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,5.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,5.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,5.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,5.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,5.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,5.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,5.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,5.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,5.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,5.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,6.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,6.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,6.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,6.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,6.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,6.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,6.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,6.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,6.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,6.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,6.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,6.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,6.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,6.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,6.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,6.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,6.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,6.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,6.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,6.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,6.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,6.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,6.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,6.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,6.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,6.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,6.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,6.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,7.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,7.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,7.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,7.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,7.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,7.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,7.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,7.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,7.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,7.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,7.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,7.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,7.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,7.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,7.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,7.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,7.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,7.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,7.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,7.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,7.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,7.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,7.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,7.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,7.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,7.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,7.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,7.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,8.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,8.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,8.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,8.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,8.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,8.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,8.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,8.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,8.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,8.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,8.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,8.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,8.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,8.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,8.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,8.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,8.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,8.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,8.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,8.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,8.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,8.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,8.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,8.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,8.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,8.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,8.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,8.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,9.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,9.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,9.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,9.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,9.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,9.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,9.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,9.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,9.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,9.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,9.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,9.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,9.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,9.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,9.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,9.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,9.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,9.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,9.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,9.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,9.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,9.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,9.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,9.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,9.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,9.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,9.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,9.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,10.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,10.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,10.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,10.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,10.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,10.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,10.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,10.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,10.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,10.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,10.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,10.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,10.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,10.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
