actualLength,snrDb,algorithm,statisticsUnchanged,pointResultMatchesOld,oldStatisticsSha256,repairedStatisticsSha256
480,5.0,DIRECT_LAYERED_NMS,true,true,5f539ce6fe364d541c69ec7e474e0356dfd70f6bc3abe9a7bad4841f16e5e39f,5f539ce6fe364d541c69ec7e474e0356dfd70f6bc3abe9a7bad4841f16e5e39f
480,5.0,DIRECT_LAYERED_SPA_BP,true,true,36f6e34646a781a2f764c6d8003b69df48528835c95f7fb3fc110eca05398ab1,36f6e34646a781a2f764c6d8003b69df48528835c95f7fb3fc110eca05398ab1
480,5.5,DIRECT_LAYERED_NMS,true,true,dcfe4d55b62b0e21d604a4179f438b337844c9f56734f8e0e72686519de0f279,dcfe4d55b62b0e21d604a4179f438b337844c9f56734f8e0e72686519de0f279
480,5.5,DIRECT_LAYERED_SPA_BP,true,true,2bfd12afc631e099b8e0bb3a1abc8f619274b67d33abb84127ece6c42d035624,2bfd12afc631e099b8e0bb3a1abc8f619274b67d33abb84127ece6c42d035624
480,6.0,DIRECT_LAYERED_NMS,true,true,7678bb106fa7a54583aca0666db9aecd0407798080543f9d50673e63ec900db0,7678bb106fa7a54583aca0666db9aecd0407798080543f9d50673e63ec900db0
480,6.0,DIRECT_LAYERED_SPA_BP,true,true,33a043e364cc9cb879907068c4dcf9458a8a13b8f575d624b4f25de2c319612f,33a043e364cc9cb879907068c4dcf9458a8a13b8f575d624b4f25de2c319612f
480,6.5,DIRECT_LAYERED_NMS,true,true,f364e373c712bb8f4e7967721daa5436899bb74b1fd3cf75ecd42e10e4a6d704,f364e373c712bb8f4e7967721daa5436899bb74b1fd3cf75ecd42e10e4a6d704
480,6.5,DIRECT_LAYERED_SPA_BP,true,true,05fadcfead38fade9ddafac970313b2fa5a4b6f9f8b699be479d8c242d2da4bc,05fadcfead38fade9ddafac970313b2fa5a4b6f9f8b699be479d8c242d2da4bc
480,7.0,DIRECT_LAYERED_NMS,true,true,74b7e979c1f87e0f56bd8959a2b3432d42babf15f846b45f79d1ced46194755c,74b7e979c1f87e0f56bd8959a2b3432d42babf15f846b45f79d1ced46194755c
480,7.0,DIRECT_LAYERED_SPA_BP,true,true,d580d2428d84678cad2f78d5bd6ffa6865c97d3e32a3ba0affdbe9b1b5df394b,d580d2428d84678cad2f78d5bd6ffa6865c97d3e32a3ba0affdbe9b1b5df394b
480,7.5,DIRECT_LAYERED_NMS,true,true,f37824895bbdcfacc66cbac6c1e8df6b6f00776a6521ce325dd86bb6b7614620,f37824895bbdcfacc66cbac6c1e8df6b6f00776a6521ce325dd86bb6b7614620
480,7.5,DIRECT_LAYERED_SPA_BP,true,true,5eb246226b5bc99a1738de687c2d731e9111821e8107e9ad32d84495b999f4c6,5eb246226b5bc99a1738de687c2d731e9111821e8107e9ad32d84495b999f4c6
480,8.0,DIRECT_LAYERED_NMS,true,true,4d212189576093dadfdea360b5f860ccc1ebca36cde75c15fcf14170d402d653,4d212189576093dadfdea360b5f860ccc1ebca36cde75c15fcf14170d402d653
480,8.0,DIRECT_LAYERED_SPA_BP,true,true,d06487340093a2844e33bd6d5b8127abb7f0e918d5724faedd727aa5aac8504d,d06487340093a2844e33bd6d5b8127abb7f0e918d5724faedd727aa5aac8504d
480,8.5,DIRECT_LAYERED_NMS,true,true,d7fd42940ba760b1a46888ce13c12678ec1207235d6eb4f194478aac1a94b92d,d7fd42940ba760b1a46888ce13c12678ec1207235d6eb4f194478aac1a94b92d
480,8.5,DIRECT_LAYERED_SPA_BP,true,true,2a552f35ca496ec378ce1fed0c576e1aa70a6a77c3fbb2070d5a658ffc1b269c,2a552f35ca496ec378ce1fed0c576e1aa70a6a77c3fbb2070d5a658ffc1b269c
480,9.0,DIRECT_LAYERED_NMS,true,true,089aadeb01c09643be2e0b95d75332993276d15f37f3af531f73cd321b83c136,089aadeb01c09643be2e0b95d75332993276d15f37f3af531f73cd321b83c136
480,9.0,DIRECT_LAYERED_SPA_BP,true,true,ba4a9d38cccc2d74350da288ab1bb47e9e99b13f35791783cd3795679b50398f,ba4a9d38cccc2d74350da288ab1bb47e9e99b13f35791783cd3795679b50398f
480,9.5,DIRECT_LAYERED_NMS,true,true,a6f33f393528cd80c265f384495eaa146609bbf6c6f6dbdab729f49ac52ead2f,a6f33f393528cd80c265f384495eaa146609bbf6c6f6dbdab729f49ac52ead2f
480,9.5,DIRECT_LAYERED_SPA_BP,true,true,a0fb9eb0dc9cc516ec3738ecfc2b773c0a027155a14ddb4ddf3c086b2f364aeb,a0fb9eb0dc9cc516ec3738ecfc2b773c0a027155a14ddb4ddf3c086b2f364aeb
480,10.0,DIRECT_LAYERED_NMS,true,true,98eb82a560d8a624c9477c980cb5e3f44a76cd3d0a31fda98c819a65c884237a,98eb82a560d8a624c9477c980cb5e3f44a76cd3d0a31fda98c819a65c884237a
480,10.0,DIRECT_LAYERED_SPA_BP,true,true,42312f51504f762c644b141de2a197413dc3c8dc146b3b00fabbfbeefb8e4c78,42312f51504f762c644b141de2a197413dc3c8dc146b3b00fabbfbeefb8e4c78
560,-5.0,DIRECT_LAYERED_NMS,true,true,bca3fee0dbe81d4c3e821389a82711eb213c451e91c07341329e2b208bed9ea2,bca3fee0dbe81d4c3e821389a82711eb213c451e91c07341329e2b208bed9ea2
560,-5.0,DIRECT_LAYERED_SPA_BP,true,true,a9615b887b1c08ffd966a54e3c0de969a8609ead8ce241df94a10af670fc2b0e,a9615b887b1c08ffd966a54e3c0de969a8609ead8ce241df94a10af670fc2b0e
560,-4.5,DIRECT_LAYERED_NMS,true,true,e3ca0390b0ba7aef0c34eafc4a24bb30a9beb6b3871de8fc5238970fa799f40e,e3ca0390b0ba7aef0c34eafc4a24bb30a9beb6b3871de8fc5238970fa799f40e
560,-4.5,DIRECT_LAYERED_SPA_BP,true,true,0cd2d2f183c4a865455477d8c6130b63d7f163f5aca7299dea22cdc2caee7ef5,0cd2d2f183c4a865455477d8c6130b63d7f163f5aca7299dea22cdc2caee7ef5
560,-4.0,DIRECT_LAYERED_NMS,true,true,cb9a792336f3d104f5643a3000dd8cf1e558f40866797f67e82927711ca872b3,cb9a792336f3d104f5643a3000dd8cf1e558f40866797f67e82927711ca872b3
560,-4.0,DIRECT_LAYERED_SPA_BP,true,true,4c3e7c3fc196648250fd6952cd279d8303ce58c45a6ca7f49e155cdcaf440dcf,4c3e7c3fc196648250fd6952cd279d8303ce58c45a6ca7f49e155cdcaf440dcf
560,-3.5,DIRECT_LAYERED_NMS,true,true,c3dd83f07d9fd309fe6f51ae0a82ad6579fa8102a3a0a1736232842d71bf9f05,c3dd83f07d9fd309fe6f51ae0a82ad6579fa8102a3a0a1736232842d71bf9f05
560,-3.5,DIRECT_LAYERED_SPA_BP,true,true,94e326a00fe77defa546253552d325db79c87bf17d15bdc3362c7670d00d3567,94e326a00fe77defa546253552d325db79c87bf17d15bdc3362c7670d00d3567
560,-3.0,DIRECT_LAYERED_NMS,true,true,858bf8ce5199c87d2a6b42b3141730faed472f2a7a770cdfe784b8bc9433847f,858bf8ce5199c87d2a6b42b3141730faed472f2a7a770cdfe784b8bc9433847f
560,-3.0,DIRECT_LAYERED_SPA_BP,true,true,9572e22d0dda3452d61f1d4ce3c8bc17cc11d83f976af5df222e8abfb30f4aae,9572e22d0dda3452d61f1d4ce3c8bc17cc11d83f976af5df222e8abfb30f4aae
560,-2.5,DIRECT_LAYERED_NMS,true,true,a0ac331abdf8fa0797cf0ee6117aa3e98de30821ceae0f182a257abebbdbcf88,a0ac331abdf8fa0797cf0ee6117aa3e98de30821ceae0f182a257abebbdbcf88
560,-2.5,DIRECT_LAYERED_SPA_BP,true,true,88a4294953d0f4cc68aa93fb3f06d5b60c49fcd3fc5f870afe24c026a3b97306,88a4294953d0f4cc68aa93fb3f06d5b60c49fcd3fc5f870afe24c026a3b97306
560,-2.0,DIRECT_LAYERED_NMS,true,true,f7e872db3f770e0a0f8d20797b477e38b320a773c8c3c9781915f670e4b8bd6f,f7e872db3f770e0a0f8d20797b477e38b320a773c8c3c9781915f670e4b8bd6f
560,-2.0,DIRECT_LAYERED_SPA_BP,true,true,9229205f3b37a034bd243f0765d35c518665058214f57c25fac7a09881c1f614,9229205f3b37a034bd243f0765d35c518665058214f57c25fac7a09881c1f614
560,-1.5,DIRECT_LAYERED_NMS,true,true,0df2725cf9f2ca97751e79e53214daa23310003ed18ff170c270541b26d763fd,0df2725cf9f2ca97751e79e53214daa23310003ed18ff170c270541b26d763fd
560,-1.5,DIRECT_LAYERED_SPA_BP,true,true,679ff8b6ab279c4123a40f4d8cd7f50bb3c02d947b3d940b40df0985ad2b0cfd,679ff8b6ab279c4123a40f4d8cd7f50bb3c02d947b3d940b40df0985ad2b0cfd
560,-1.0,DIRECT_LAYERED_NMS,true,true,4c6e73268e8ccd425e80004511f5bbf0c530737dd2dd1e7c07f0fdd72223825f,4c6e73268e8ccd425e80004511f5bbf0c530737dd2dd1e7c07f0fdd72223825f
560,-1.0,DIRECT_LAYERED_SPA_BP,true,true,d58b295c4ad06a1a79be29a1e3318c8138016730693e3b4e82342026bdfcf90f,d58b295c4ad06a1a79be29a1e3318c8138016730693e3b4e82342026bdfcf90f
560,-0.5,DIRECT_LAYERED_NMS,true,true,773258fbd54f5f91f176a53d56e05c613e66795682eaf911481cce4de8a3df98,773258fbd54f5f91f176a53d56e05c613e66795682eaf911481cce4de8a3df98
560,-0.5,DIRECT_LAYERED_SPA_BP,true,true,2fb9267a98ebbad545bacf52d443839ceeb2f4aa9ef8ac2dded47e3c6ef97189,2fb9267a98ebbad545bacf52d443839ceeb2f4aa9ef8ac2dded47e3c6ef97189
560,0.0,DIRECT_LAYERED_NMS,true,true,c2d6749ad03303645682197ca8b5f408b0a0e11590c2bbbd6bc715f8286d86e9,c2d6749ad03303645682197ca8b5f408b0a0e11590c2bbbd6bc715f8286d86e9
560,0.0,DIRECT_LAYERED_SPA_BP,true,true,231b8558e11b94f99ff6e579af4f9508bbe584ee3de168f51fbef87eb99e4b22,231b8558e11b94f99ff6e579af4f9508bbe584ee3de168f51fbef87eb99e4b22
560,0.5,DIRECT_LAYERED_NMS,true,true,d33ec8923adca8ff17986a60db43ef55a7217796222a91be91cee770e421e99b,d33ec8923adca8ff17986a60db43ef55a7217796222a91be91cee770e421e99b
560,0.5,DIRECT_LAYERED_SPA_BP,true,true,1a946f3ca9d5bb8ea4a34d355c094b28bbf170703dcb1e835e147edfae95e328,1a946f3ca9d5bb8ea4a34d355c094b28bbf170703dcb1e835e147edfae95e328
560,1.0,DIRECT_LAYERED_NMS,true,true,2e62bd3862b6743d65a0817e6fb178b6dc0a00ef18f7aa10456f7c5db798dc07,2e62bd3862b6743d65a0817e6fb178b6dc0a00ef18f7aa10456f7c5db798dc07
560,1.0,DIRECT_LAYERED_SPA_BP,true,true,23fa93f6a84a96c0a0e2735e80cffb79abc70a4f28d76a1d621ce78ab397f3f0,23fa93f6a84a96c0a0e2735e80cffb79abc70a4f28d76a1d621ce78ab397f3f0
560,1.5,DIRECT_LAYERED_NMS,true,true,1fc743a71dc80e717a521814a922f7c933d90fd215e682577c7e1e726e7b6066,1fc743a71dc80e717a521814a922f7c933d90fd215e682577c7e1e726e7b6066
560,1.5,DIRECT_LAYERED_SPA_BP,true,true,51f8139fb017049ef423ff9eb8cd48e2a15dcde1b570e50a967c2b2da8a06d4b,51f8139fb017049ef423ff9eb8cd48e2a15dcde1b570e50a967c2b2da8a06d4b
560,2.0,DIRECT_LAYERED_NMS,true,true,314e07975195d721b78c4e20ee5faf16c09ffe9344987fde86463f4fc00de4e9,314e07975195d721b78c4e20ee5faf16c09ffe9344987fde86463f4fc00de4e9
560,2.0,DIRECT_LAYERED_SPA_BP,true,true,348b1276e0af18397137c3d2b2ac4ce97c3e5e76df07bd15beb9c5a9a257503a,348b1276e0af18397137c3d2b2ac4ce97c3e5e76df07bd15beb9c5a9a257503a
560,2.5,DIRECT_LAYERED_NMS,true,true,d2d5eb8a5330b5c1b28996a7cfaccb462c54b36e8b90247b6b8ede2713ed5e95,d2d5eb8a5330b5c1b28996a7cfaccb462c54b36e8b90247b6b8ede2713ed5e95
560,2.5,DIRECT_LAYERED_SPA_BP,true,true,738d65fc6b75ee1f504052af396581fe63557cc705af55036eef322a4ee4f335,738d65fc6b75ee1f504052af396581fe63557cc705af55036eef322a4ee4f335
560,3.0,DIRECT_LAYERED_NMS,true,true,fa815e24b4f80779c47ad6bf6b401b733d580b06a19e346b8096ad5e43285f5e,fa815e24b4f80779c47ad6bf6b401b733d580b06a19e346b8096ad5e43285f5e
560,3.0,DIRECT_LAYERED_SPA_BP,true,true,724de42321bf42d607040c278167fb3a3a908f073009e9607c1058342a36a070,724de42321bf42d607040c278167fb3a3a908f073009e9607c1058342a36a070
560,3.5,DIRECT_LAYERED_NMS,true,true,e6eb57fa09590647f790ebe007f923e04acd5c762f3f5582b766939f6be5712c,e6eb57fa09590647f790ebe007f923e04acd5c762f3f5582b766939f6be5712c
560,3.5,DIRECT_LAYERED_SPA_BP,true,true,f5c91e73edb687500eef9bba69cde77182a623fc48dfad13f51f0e5a8fa34891,f5c91e73edb687500eef9bba69cde77182a623fc48dfad13f51f0e5a8fa34891
560,4.0,DIRECT_LAYERED_NMS,true,true,7a97f37d52de4bab663b3be1e3956ec2f3312fce0a52177a3b89aaff458bb03c,7a97f37d52de4bab663b3be1e3956ec2f3312fce0a52177a3b89aaff458bb03c
560,4.0,DIRECT_LAYERED_SPA_BP,true,true,6112c5fa53e037a3f3151fe35e50d09368fe1105eca09f4f3f80246f9339bc65,6112c5fa53e037a3f3151fe35e50d09368fe1105eca09f4f3f80246f9339bc65
560,4.5,DIRECT_LAYERED_NMS,true,true,ad984a0b3b2414f74def6269bbecae18cd4b1714c0deb416f40a6354a86f4a05,ad984a0b3b2414f74def6269bbecae18cd4b1714c0deb416f40a6354a86f4a05
560,4.5,DIRECT_LAYERED_SPA_BP,true,true,a2a555f968d961172402102aacf33ed43cc35163596c6d4f172b9b5ea9e1cf3f,a2a555f968d961172402102aacf33ed43cc35163596c6d4f172b9b5ea9e1cf3f
560,5.0,DIRECT_LAYERED_NMS,true,true,a9b2c44dfd666f5124124928d84f5b1f25c95a1f4c7a23c40ddbf3ad37bd5119,a9b2c44dfd666f5124124928d84f5b1f25c95a1f4c7a23c40ddbf3ad37bd5119
560,5.0,DIRECT_LAYERED_SPA_BP,true,true,3cce127a080c2c2cd4ddcf4c62228a441c1a3ec6f6a254262cef0447ba2abeeb,3cce127a080c2c2cd4ddcf4c62228a441c1a3ec6f6a254262cef0447ba2abeeb
560,5.5,DIRECT_LAYERED_NMS,true,true,11968d3af1ba425cc5cd09042ffc4fef5f7a432c0a6ce92bb19367b17f25fb37,11968d3af1ba425cc5cd09042ffc4fef5f7a432c0a6ce92bb19367b17f25fb37
560,5.5,DIRECT_LAYERED_SPA_BP,true,true,ad5a74a79978c71b78451fad833f78071ad4a2125134269c2ad6895d706b481f,ad5a74a79978c71b78451fad833f78071ad4a2125134269c2ad6895d706b481f
560,6.0,DIRECT_LAYERED_NMS,true,true,3fb1f19876a848f322e2379603b6a9f7b16c9f4853a477f4075899aba2380efb,3fb1f19876a848f322e2379603b6a9f7b16c9f4853a477f4075899aba2380efb
560,6.0,DIRECT_LAYERED_SPA_BP,true,true,0394e5cf32fbb934b49b17d5d7c8fb8f378d843a9430921aab0a22948f7a28fb,0394e5cf32fbb934b49b17d5d7c8fb8f378d843a9430921aab0a22948f7a28fb
560,6.5,DIRECT_LAYERED_NMS,true,true,cca1bc400a4cb8fe49dc81195524b10cb10a756f36d7bdefeca57e3a836d2717,cca1bc400a4cb8fe49dc81195524b10cb10a756f36d7bdefeca57e3a836d2717
560,6.5,DIRECT_LAYERED_SPA_BP,true,true,158b8afafeab08608b62d2922353d3b70079fd62e8a4b8a356e2700ccb56ec74,158b8afafeab08608b62d2922353d3b70079fd62e8a4b8a356e2700ccb56ec74
560,7.0,DIRECT_LAYERED_NMS,true,true,82c7947bac7669048e606628bcd85d50640164d1e5071b315e7cae8eb0f6affe,82c7947bac7669048e606628bcd85d50640164d1e5071b315e7cae8eb0f6affe
560,7.0,DIRECT_LAYERED_SPA_BP,true,true,adee2ea84ce83aae35671bfd04cd38118172ba3605bff122f543bbcb0e84a220,adee2ea84ce83aae35671bfd04cd38118172ba3605bff122f543bbcb0e84a220
560,7.5,DIRECT_LAYERED_NMS,true,true,6971cdc7b432880249e9d4602c58b28965a05796e449c716f92b14f88ec8e5f8,6971cdc7b432880249e9d4602c58b28965a05796e449c716f92b14f88ec8e5f8
560,7.5,DIRECT_LAYERED_SPA_BP,true,true,7f11ae38bbdd9c46dec78c23952351a15291b730ec4e9472bdc40940803d98cd,7f11ae38bbdd9c46dec78c23952351a15291b730ec4e9472bdc40940803d98cd
560,8.0,DIRECT_LAYERED_NMS,true,true,0b8d654f0a90adf24c2ae4bbf49deb07778beece15ebc30fd10475844da7c979,0b8d654f0a90adf24c2ae4bbf49deb07778beece15ebc30fd10475844da7c979
560,8.0,DIRECT_LAYERED_SPA_BP,true,true,c1aa091375c3c15724a8e4a431da511b58c5f62c0bfc4746172ceb0bf2a80c2d,c1aa091375c3c15724a8e4a431da511b58c5f62c0bfc4746172ceb0bf2a80c2d
560,8.5,DIRECT_LAYERED_NMS,true,true,2fb717d640074f4bfc7dae0c01758c28ebef82c4c58881c0be3d73ee810485ed,2fb717d640074f4bfc7dae0c01758c28ebef82c4c58881c0be3d73ee810485ed
560,8.5,DIRECT_LAYERED_SPA_BP,true,true,a8c08f6ff46bedef29663d75b27a65f4fb24993533174eb6fbb79fae3a8541f8,a8c08f6ff46bedef29663d75b27a65f4fb24993533174eb6fbb79fae3a8541f8
560,9.0,DIRECT_LAYERED_NMS,true,true,b8a5504f3fd86afc57bc98a441b63c673329d089fb1e688998af8846bb36f706,b8a5504f3fd86afc57bc98a441b63c673329d089fb1e688998af8846bb36f706
560,9.0,DIRECT_LAYERED_SPA_BP,true,true,c3c928993ca8ccef971a51c35c08d93e74e004c0bd8dc12a27da41fa8b8a34dc,c3c928993ca8ccef971a51c35c08d93e74e004c0bd8dc12a27da41fa8b8a34dc
560,9.5,DIRECT_LAYERED_NMS,true,true,6c79ac8b7b1a612b1d103760f7c9fd39f0ea919f858988e4187f0e5eb3e4cdc6,6c79ac8b7b1a612b1d103760f7c9fd39f0ea919f858988e4187f0e5eb3e4cdc6
560,9.5,DIRECT_LAYERED_SPA_BP,true,true,fc521e4689704a7d2889190c5c4168a492f25f89745277cc05277dad04576cfd,fc521e4689704a7d2889190c5c4168a492f25f89745277cc05277dad04576cfd
